,SV_TAXONOMY,TAXONOMY_NAME,RG_REFERENCE,RG_NAME,SV_REFERENCE,SV_NAME,SV_DESCRIPTION,SL_REFERENCE,LC_REFERENCE,PHONE_NUMBER,WEBSITE,EMAIL_ADDRESS,WHEELCHAIR_ACCESSIBLE,LANGUAGE,HOURS,STREET_NUMBER,STREET_NAME,STREET_TYPE,STREET_DIRECTION,CITY,PROVINCE,POSTAL_CODE,LATITUDE,LONGITUDE,811_LINK
10,LD-1700,Emergency Room Care,17644351,Fraser Health Authority,17645045,Emergency Health Services,"Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Wait times can vary depending on time, location and level of need.",17645055,17644460,,https://www.fraserhealth.ca/patients-and-visitors/when-to-use-the-emergency/,,Y,,"24 hours a day, 7 days a week",,,,,,,,49.135186,-122.331733,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17645045&SiteResourceAgencyNum=17644460
11,LD-1700,Emergency Room Care,17644351,Fraser Health Authority,17645045,Emergency Health Services,"Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Wait times can vary depending on time, location and level of need.",17645056,17644418,,https://www.fraserhealth.ca/patients-and-visitors/when-to-use-the-emergency/,,Y,,"24 hours a day, 7 days a week",,,,,,,,49.029793,-122.793632,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17645045&SiteResourceAgencyNum=17644418
12,LD-1700,Emergency Room Care,17644351,Fraser Health Authority,17645045,Emergency Health Services,"Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Wait times can vary depending on time, location and level of need.",17645057,17644361,,https://www.fraserhealth.ca/patients-and-visitors/when-to-use-the-emergency/,,Y,,"24 hours a day, 7 days a week",,,,,,,,49.08461,-123.059929,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17645045&SiteResourceAgencyNum=17644361
13,LD-1700,Emergency Room Care,17644351,Fraser Health Authority,17992341,Pediatric Emergency Department,"Provides emergency medical care for children aged 17 and under in a child-friendly space separate from the adult emergency department. The department offers a family-centered approach including private treatment rooms to accommodate more family members, and a designated area for pediatric mental health patients. Located on the first floor of the critical care tower.",17992333,17644365,6045812211.0,https://www.fraserhealth.ca/Service-Directory/Services/child-and-youth-services/paediatric-emergency,,Y,,"24 hours a day, 7 days a week",,,,,,,,49.177003,-122.842316,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992341&SiteResourceAgencyNum=17644365
14,LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Health Services,"Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open�24 hours a day, 7 days a week. Hours may vary, or be subject to change, in rural communities. Individuals are encouraged to call ahead to confirm services will be available upon their arrival.",17647095,17646767,,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency%20Health%20Services&ploc=,,Y,,Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30; Thu 08:30 - 16:30; Fri 08:30 - 16:30;,,,,,,BC,,51.180406,-120.125113,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646767
15,LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Health Services,"Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open�24 hours a day, 7 days a week. Hours may vary, or be subject to change, in rural communities. Individuals are encouraged to call ahead to confirm services will be available upon their arrival.",17647097,17647096,,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency%20Health%20Services&ploc=,,Y,,"24 hours a day, 7 days a week",,,,,,BC,,49.453436,-120.526235,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17647096
16,LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Health Services,"Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open�24 hours a day, 7 days a week. Hours may vary, or be subject to change, in rural communities. Individuals are encouraged to call ahead to confirm services will be available upon their arrival.",17647099,17647098,,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency%20Health%20Services&ploc=,,Y,,"24 hours a day, 7 days a week",,,,,,,,49.098702,-116.508309,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17647098
17,LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Health Services,"Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open�24 hours a day, 7 days a week. Hours may vary, or be subject to change, in rural communities. Individuals are encouraged to call ahead to confirm services will be available upon their arrival.",17647100,17646747,,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency%20Health%20Services&ploc=,,Y,,"24 hours a day, 7 days a week",,,,,,BC,,50.121468,-120.771016,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646747
18,LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Health Services,"Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open�24 hours a day, 7 days a week. Hours may vary, or be subject to change, in rural communities. Individuals are encouraged to call ahead to confirm services will be available upon their arrival.",17647102,17647101,,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency%20Health%20Services&ploc=,,Y,,"24 hours a day, 7 days a week",,,,,,BC,,49.184285,-119.53841,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17647101
19,LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Health Services,"Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open�24 hours a day, 7 days a week. Hours may vary, or be subject to change, in rural communities. Individuals are encouraged to call ahead to confirm services will be available upon their arrival.",17647104,17647103,,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency%20Health%20Services&ploc=,,Y,,"24 hours a day, 7 days a week",,,,,,,,50.506441,-116.032224,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17647103
20,LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Health Services,"Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open�24 hours a day, 7 days a week. Hours may vary, or be subject to change, in rural communities. Individuals are encouraged to call ahead to confirm services will be available upon their arrival.",17647106,17647105,,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency%20Health%20Services&ploc=,,Y,,"24 hours a day, 7 days a week",,,,,,,,51.296527,-116.966604,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17647105
21,LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Health Services,"Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open�24 hours a day, 7 days a week. Hours may vary, or be subject to change, in rural communities. Individuals are encouraged to call ahead to confirm services will be available upon their arrival.",17647107,17646582,,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency%20Health%20Services&ploc=,,Y,,"24 hours a day, 7 days a week",,,,,,,,49.482657,-119.578687,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646582
22,LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Health Services,"Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open�24 hours a day, 7 days a week. Hours may vary, or be subject to change, in rural communities. Individuals are encouraged to call ahead to confirm services will be available upon their arrival.",17647108,17646893,,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency%20Health%20Services&ploc=,,Y,,"24 hours a day, 7 days a week",,,,,,,,49.512483,-115.748688,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646893
23,LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Health Services,"Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open�24 hours a day, 7 days a week. Hours may vary, or be subject to change, in rural communities. Individuals are encouraged to call ahead to confirm services will be available upon their arrival.",17647109,17646590,,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency%20Health%20Services&ploc=,,Y,,"24 hours a day, 7 days a week",,,,,,BC,,49.51284,-115.0566,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646590
24,LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Health Services,"Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open�24 hours a day, 7 days a week. Hours may vary, or be subject to change, in rural communities. Individuals are encouraged to call ahead to confirm services will be available upon their arrival.",17647110,17646585,,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency%20Health%20Services&ploc=,,Y,,"24 hours a day, 7 days a week",,,,,,,,52.137421,-122.143656,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646585
25,LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Health Services,"Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open�24 hours a day, 7 days a week. Hours may vary, or be subject to change, in rural communities. Individuals are encouraged to call ahead to confirm services will be available upon their arrival.",17647111,17646548,,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency%20Health%20Services&ploc=,,Y,,"Hours subject to change; call ahead before going to the hospital. 24 hours a day, 7 days a week based on availability.",,,,,,,,51.646945,-120.018229,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646548
26,LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Health Services,"Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open�24 hours a day, 7 days a week. Hours may vary, or be subject to change, in rural communities. Individuals are encouraged to call ahead to confirm services will be available upon their arrival.",17647112,17646943,,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency%20Health%20Services&ploc=,,Y,,"24 hours a day, 7 days a week",,,,,,,,50.689254,-121.939063,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646943
27,LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Health Services,"Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open�24 hours a day, 7 days a week. Hours may vary, or be subject to change, in rural communities. Individuals are encouraged to call ahead to confirm services will be available upon their arrival.",17647113,17646896,,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency%20Health%20Services&ploc=,,Y,,"24 hours a day, 7 days a week",,,,,,,,49.495025,-117.284817,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646896
28,LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Health Services,"Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open�24 hours a day, 7 days a week. Hours may vary, or be subject to change, in rural communities. Individuals are encouraged to call ahead to confirm services will be available upon their arrival.",17647115,17646776,,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency%20Health%20Services&ploc=,,Y,,Closed weekdays until further notice; open weekends starting Friday 18:00 to Monday 08:00Closed statutory holidays,,,,,,BC,,50.734772,-121.280163,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646776
29,LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Health Services,"Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open�24 hours a day, 7 days a week. Hours may vary, or be subject to change, in rural communities. Individuals are encouraged to call ahead to confirm services will be available upon their arrival.",17647116,17646849,,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency%20Health%20Services&ploc=,,Y,,"24 hours a day, 7 days a week",,,,,,,,51.638711,-121.292384,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646849
30,LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Health Services,"Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open�24 hours a day, 7 days a week. Hours may vary, or be subject to change, in rural communities. Individuals are encouraged to call ahead to confirm services will be available upon their arrival.",17647117,17646569,,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency%20Health%20Services&ploc=,,Y,,"24 hours a day, 7 days a week",,,,,,,,50.976799,-118.191902,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646569
31,LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Health Services,"Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open�24 hours a day, 7 days a week. Hours may vary, or be subject to change, in rural communities. Individuals are encouraged to call ahead to confirm services will be available upon their arrival.",17647119,17647118,,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency%20Health%20Services&ploc=,,Y,,"24 hours a day, 7 days a week",,,,,,BC,,50.704586,-119.274422,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17647118
32,LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Health Services,"Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open�24 hours a day, 7 days a week. Hours may vary, or be subject to change, in rural communities. Individuals are encouraged to call ahead to confirm services will be available upon their arrival.",17647120,17647058,,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency%20Health%20Services&ploc=,,Y,,Please call to verify emergency service hours,,,,,,,,50.234313,-121.580874,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17647058
33,LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Health Services,"Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open�24 hours a day, 7 days a week. Hours may vary, or be subject to change, in rural communities. Individuals are encouraged to call ahead to confirm services will be available upon their arrival.",17647121,17646772,,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency%20Health%20Services&ploc=,,Y,,Mon 08:00 - 19:00; Tue 08:00 - 19:00; Wed 08:00 - 19:00; Thu 08:00 - 19:00; Fri 08:00 - 19:00; Sat 08:00 - 19:00; Sun 08:00 - 19:00;,,,,,,,,49.721453,-114.892672,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646772
34,LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Health Services,"Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open�24 hours a day, 7 days a week. Hours may vary, or be subject to change, in rural communities. Individuals are encouraged to call ahead to confirm services will be available upon their arrival.",17647122,17646810,,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency%20Health%20Services&ploc=,,Y,,Mon 08:00 - 20:00; Tue 08:00 - 20:00; Wed 08:00 - 20:00; Thu 08:00 - 20:00; Fri 08:00 - 20:00; Sat 08:00 - 20:00; Sun 08:00 - 20:00;,,,,,,,,49.314395,-117.659998,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646810
35,LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Health Services,"Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open�24 hours a day, 7 days a week. Hours may vary, or be subject to change, in rural communities. Individuals are encouraged to call ahead to confirm services will be available upon their arrival.",17647123,17646627,,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency%20Health%20Services&ploc=,,Y,,Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Sat 09:00 - 17:00; Sun 09:00 - 17:00; Closed statutory holidays,,,,,,,,49.913883,-116.914089,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646627
36,LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Health Services,"Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open�24 hours a day, 7 days a week. Hours may vary, or be subject to change, in rural communities. Individuals are encouraged to call ahead to confirm services will be available upon their arrival.",17647124,17646553,,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency%20Health%20Services&ploc=,,Y,,"24 hours a day, 7 days a week",,,,,,,,50.238724,-117.794638,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646553
37,LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Health Services,"Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open�24 hours a day, 7 days a week. Hours may vary, or be subject to change, in rural communities. Individuals are encouraged to call ahead to confirm services will be available upon their arrival.",17647125,17646738,,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency%20Health%20Services&ploc=,,Y,,"24 hours a day, 7 days a week",,,,,,BC,,49.873281,-119.491273,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646738
38,LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Health Services,"Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open�24 hours a day, 7 days a week. Hours may vary, or be subject to change, in rural communities. Individuals are encouraged to call ahead to confirm services will be available upon their arrival.",17647126,17646551,,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency%20Health%20Services&ploc=,,Y,,"24 hours a day, 7 days a week",,,,,,,,49.10318,-117.70147,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646551
39,LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Health Services,"Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open�24 hours a day, 7 days a week. Hours may vary, or be subject to change, in rural communities. Individuals are encouraged to call ahead to confirm services will be available upon their arrival.",17647127,17646580,,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency%20Health%20Services&ploc=,,Y,,"24 hours a day, 7 days a week",,,,,,BC,,50.256925,-119.273751,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646580
40,LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Health Services,"Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open�24 hours a day, 7 days a week. Hours may vary, or be subject to change, in rural communities. Individuals are encouraged to call ahead to confirm services will be available upon their arrival.",17647128,17646898,,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency%20Health%20Services&ploc=,,Y,,"24 hours a day, 7 days a week",,,,,,,,50.671418,-120.334025,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646898
41,LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Health Services,"Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open�24 hours a day, 7 days a week. Hours may vary, or be subject to change, in rural communities. Individuals are encouraged to call ahead to confirm services will be available upon their arrival.",17647131,17646669,,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency%20Health%20Services&ploc=,,Y,,"24 hours a day, 7 days a week",,,,,,BC,,49.984216,-117.373941,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646669
