,OBJECTID,TYPE,NAME,ADDRESS,TOWN,MUNICIPALITY,POSTAL_CODE,PHONE,COMMENTS,WEBSITE,INTERSECTION,HOURS,PROGRAMS,SEASONAL,GlobalID,geometry,LONGITUDE,LATITUDE
17,676,5,Hands on Health Care Massage Therapy,617 Brock St S,Whitby,Whitby,L1N 4L1,905-666-1363, ,,,,,,{220FCD52-9EB4-4071-B834-153DEE805677},POINT (-78.93959769550973 43.87459560935466),-78.93959769550973,43.87459560935466
18,677,5,The Youth Centre - Pickering,655 Shepard Ave,Pickering,Pickering,L1V 1G2,905-428-1212,Dunbarton HS,,,,,,{86E07B04-DDEB-4F1A-96E1-A8F983051D10},POINT (-79.11989283709518 43.82233748696187),-79.11989283709518,43.82233748696187
19,678,5,Family Care Medical Centre,"3050 Garden St, Unit 104",Whitby,Whitby,L1R 2G7,905-430-5305, ,,,,,,{86939C17-D49A-4F04-826F-D2F8BE4689BF},POINT (-78.94163892513875 43.9001304645603),-78.94163892513875,43.9001304645603
20,686,5,Durham Radiology Associates X-Ray and Ultrasound,"95 Bayly St W, Unit 101",Ajax,Ajax,L1S 7K8,905-428-0444, ,,,,,,{3A45218E-8757-4586-ABA5-B0F2528C605C},POINT (-79.02139415614445 43.84216929973744),-79.02139415614445,43.84216929973744
21,688,6,Markham Stouffville Hospital Uxbridge Site,"4 Campbell Dr, Box 5003",Uxbridge,Uxbridge,L9P 1S4,905-852-9771, ,,,,,,{50C47C37-C6D4-4E39-A0D2-5237F8E49650},POINT (-79.12743433058719 44.10291771026901),-79.12743433058719,44.10291771026901
22,689,5,Doctors Office Wellness Centre,1801 Dundas St E,Whitby,Whitby,L1N 7C5,905-436-6868, ,,,,,,{AE19E125-D3AC-4AB0-B6AA-E221586A10A8},POINT (-78.90329434152926 43.88812818696805),-78.90329434152926,43.88812818696805
23,690,5,"Lakeridge Health Pinewood, Ajax","95 Bayly St W, Suite 406",Ajax,Ajax,L1S 7K8,905-683-5950,Addiction Support Services,,,,,,{395582EF-7A6D-4837-896B-64632B0DEA07},POINT (-79.02163692369672 43.84210808449196),-79.02163692369672,43.84210808449196
24,692,5,The Doctor's Office,80 Thickson Rd S,Whitby,Whitby,L1N 7T2,905-668-6448,aka - the-MCI Medical Clinics Inc,,,,,,{170969FA-7249-4BCE-AE93-9A68AFF571D3},POINT (-78.91318968801833 43.8831690712272),-78.91318968801833,43.8831690712272
25,694,6,Lakeridge Health Ajax Pickering Hospital,580 Harwood Av S,Ajax,Ajax,L1S 2J4,905-683-2320, ,,,,,,{5622278E-CAC1-4FD0-8414-0A4979E51603},POINT (-79.01688706062035 43.83719885071158),-79.01688706062035,43.83719885071158
26,701,5,Oshawa Clinic Physiotherapy,29 Charles St,Oshawa,Oshawa,L1H 4X5,905-721-4300, ,,,,,,{7131BF0C-5709-4890-94FF-5BA27F8487A9},POINT (-78.85834638823957 43.89787332497279),-78.85834638823957,43.89787332497279
27,702,5,Whitby Medical Walk-in Clinic,"3910 Brock St N, Unit 4",Whitby,Whitby,L1R 3E1,905-444-9493,Special interest in children,,,,,,{E94CD2AD-7BB8-446C-8E92-8186FD2D606A},POINT (-78.9582535345197 43.91418676596896),-78.9582535345197,43.91418676596896
28,703,5,Grandview Children's Centre,570 Westney Rd S,Ajax,Ajax,L1S 6V5,905-619-6551,aka - Grandview West,,,,,,{1CC148D9-62EA-4968-AE29-3EB9D6FB3D34},POINT (-79.03313647703619 43.82936346707731),-79.03313647703619,43.82936346707731
29,704,5,Kinder Clinic Children's Urgent Care,146 Simcoe St N,Oshawa,Oshawa,L1G 4S7,905-720-2757, ,,,,,,{028581CF-984F-4826-A621-CB77A5FFA738},POINT (-78.86565972024385 43.90143507900526),-78.86565972024385,43.90143507900526
30,705,5,Brooklin Medical Centre,"5959 Anderson St, Unit 1A",Brooklin,Whitby,L1M 2E9,905-655-3321, ,,,,,,{D73DBBE4-9C46-4C82-9598-E09FE90AF848},POINT (-78.94660076650517 43.95634229109986),-78.94660076650517,43.95634229109986
31,706,6,Lakeridge Health Port Perry,"451 Paxton St, Box 960",Port Perry,Scugog,L9L 1L9,905-985-7321, ,,,,,,{A5EF92F3-10ED-4FE1-8B44-6FBD80DF59FC},POINT (-78.95427964387422 44.10536367554201),-78.95427964387422,44.10536367554201
32,715,5,Lakeridge Health Wellness and Assessment Centre,223 Brock St N,Whitby,Whitby,L1M 4H6,905-666-8033,Assessment centre for motor vehicle accidents,,,,,,{759067E1-84DC-4C47-8E22-715A255C4693},POINT (-78.94260631051385 43.88259575705905),-78.94260631051385,43.88259575705905
33,719,5,"Lakeridge Health Pinewood, Port Perry",180 Mary St,Port Perry,Scugog,L9L 1C4,905-985-4721,Addiction Support Services,,,,,,{FCE9EDE0-D696-412F-A5B7-86CD237EE876},POINT (-78.94262980608346 44.10385062078318),-78.94262980608346,44.10385062078318
34,720,5,"Lakeridge Health Pinewood, Destiny Manor",118 Cochrane St,Whitby,Whitby,L1N 5H8,905-668-1858,Women's Residential and Day Treatment,,,,,,{46BC6EAB-BDA9-4EF8-BFFC-0F81914481B8},POINT (-78.95258145039242 43.87849623944739),-78.95258145039242,43.87849623944739
35,723,5,Beaverton Thorah Health Centre,468 Main Street East,Beaverton,Brock,L0K1A0,,,,,,,,{B89FC53C-4D30-4ECB-8470-4284B0255A31},POINT (-79.14872372063584 44.43352320986771),-79.14872372063584,44.43352320986771
36,724,5,Sunderland Medical Centre,26 Church Street,Sunderland,Brock,L0C1H0,,,,,,,,{F8DDC022-42FE-42D7-B47C-C373887B6F17},POINT (-79.06742153423724 44.2606420608631),-79.06742153423724,44.2606420608631
37,725,5,Brock Community Health Centre,64 Cameron Street East,Cannington,Brock,L0E1E0,,,,,,,,{60AB2246-53FB-4920-B1FE-904FAA8B4B62},POINT (-79.03603251679576 44.35109825627061),-79.03603251679576,44.35109825627061
38,829,5,South Ajax Family Doctors,"969 Westney Rd S, Unit 10",Ajax,Ajax,L1S 3K7,905-428-6311, ,,,,,,{74F815A8-45C5-4B4D-91DB-A3586CF1D338},POINT (-79.01607741684916 43.83150653592003),-79.01607741684916,43.83150653592003
39,830,5,Whitby Clinic,200 Brock St N,Whitby,Whitby,L1N 4H5,905-668-3378, ,,,,,,{EDBD8560-FFCA-4ACA-A6A4-9FEDA35FEE14},POINT (-78.94319045868906 43.88190135058892),-78.94319045868906,43.88190135058892
40,833,5,Whites Road Medical Clinic,1822 Whites Rd,Pickering,Pickering,L1V 4M1,905-831-8666, ,,,,,,{B2A8FEC4-E54F-48B6-A53A-D2D75CABF0D3},POINT (-79.12279432568987 43.83054066890921),-79.12279432568987,43.83054066890921
41,839,5,The Youth Centre - Ajax,"360 Bayly St, Unit #5",Ajax,Ajax,L1S 1P1,905-428-1212, ,,,,,,{2618568A-AC11-49A4-B737-EADCA1B076C8},POINT (-79.03224072810967 43.84183874423589),-79.03224072810967,43.84183874423589
42,905,5,Toronto Street Medical Centre,29 Toronto St S,Uxbridge,Uxbridge,L9P 1V9,905-852-6101, ,,,,,,{ECBCB9EB-6D2C-417A-A66E-3C653515D038},POINT (-79.12247712677609 44.10767277396575),-79.12247712677609,44.10767277396575
43,906,5,Whitby Urgent Care,220 Dundas St W,Whitby,Whitby,L1N 8M7,905-668-7899, ,,,,,,{C448885E-99A2-4CCB-930F-290A31DDF831},POINT (-78.94441990495888 43.87961650545998),-78.94441990495888,43.87961650545998
44,907,5,Pickering Medical Centre,1885 Glenanna Rd,Pickering,Pickering,L1V 6R6,905-839-3883, ,,,,,,{9175213B-8292-4A8B-A219-19E6AEAB8490},POINT (-79.08549733074832 43.83850563255579),-79.08549733074832,43.83850563255579
45,908,5,Pickering Urgent Care Medi-Centre,"1450 Kingston Rd, Unit 6B",Pickering,Pickering,L1V 1C1,905-831-8333, ,,,,,,{4EE92BF5-42EE-4507-B5DF-47B82C9BAB61},POINT (-79.084008622664 43.84182202817302),-79.084008622664,43.84182202817302
46,910,5,The Children's Clinic,33 Church St S,Ajax,Ajax,L1S 6A6,905-427-1445, ,,,,,,{F2D4B9B4-6303-49FD-86FB-836B55AB740A},POINT (-79.05458664180115 43.85360637858446),-79.05458664180115,43.85360637858446
47,911,5,Westney Heights Medical Centre,"15 Westney Rd N, Unit 2",Ajax,Ajax,L1T 1P4,905-428-8055, ,,,,,,{76FFEA37-6FB3-4EC8-B627-377068F4F397},POINT (-79.03993273669492 43.85937984078956),-79.03993273669492,43.85937984078956
48,1165,5,"Lakeridge Health Pinewood, Bowmanville","200 King St E, Suite 406",Bowmanville,Clarington,L1C 1P3,905-697-2747,Addiction Support Services,,,,,,{ECECE644-3257-4FB2-A624-6B22306F41CD},POINT (-78.67881049533456 43.91103064103378),-78.67881049533456,43.91103064103378
49,1169,6,Lakeridge Health Oshawa,1 Hospital Ct,Oshawa,Oshawa,L1G 2B9,905-576-8711, ,,,,,,{07DDCDC7-7B65-4BE0-B9D1-F00B34330C1A},POINT (-78.86961955660433 43.90546244804513),-78.86961955660433,43.90546244804513
50,1170,6,Lakeridge Health Bowmanville,47 Liberty St S,Bowmanville,Clarington,L1C 2N4,905-623-3331, ,,,,,,{B8712354-4331-4959-945B-3037D458F1B7},POINT (-78.67898861384549 43.90906299273203),-78.67898861384549,43.90906299273203
51,1171,6,Lakeridge Health Whitby,300 Gordon St,Whitby,Whitby,L1N 5T2,905-668-6831, ,,,,,,{41A637B6-A8A6-4B2A-A27B-4A373408586D},POINT (-78.94468124983494 43.85609302764182),-78.94468124983494,43.85609302764182
52,1172,5,The Brooklin Natural Health Centre,2 Princess St,Brooklin,Whitby,L1M 1B1,905-655-0752, ,,,,,,{F357A978-E061-4A33-8437-EE1B89AC52C9},POINT (-78.95932239756799 43.95426960329169),-78.95932239756799,43.95426960329169
53,1205,5,Dryden Medical Centre,3455 Garrard Rd,Whitby,Whitby,L1R 2J3,905-571-4444, ,,,,,,{7494516D-4754-4404-8F6C-19AD12E2F6F5},POINT (-78.91441657941543 43.91654964381241),-78.91441657941543,43.91654964381241
54,1206,5,Oshawa East Urgent Care,675 King St E,Oshawa,Oshawa,L1H 1G4,905-433-8011, ,,,,,,{49C19E69-504C-4942-AC49-6A97B7FC2961},POINT (-78.83903308378351 43.90295121677524),-78.83903308378351,43.90295121677524
55,1208,6,Ontario Shores Centre for Mental Health Sciences,700 Gordon Street,Whitby,Whitby,L1N 5S9,905-668-5881, ,,,,,,{38789165-9FAA-4300-96B3-67EE1BB1F204},POINT (-78.94550577706502 43.84786723085814),-78.94550577706502,43.84786723085814
56,1209,5,Grandview Children's Centre,600 Townline Rd S,Oshawa,Oshawa,L1H 7K6,905-728-1673, ,,,,,,{275DEE4B-26BC-44AB-960C-B1D7193EE2DC},POINT (-78.80807318829663 43.89170501743351),-78.80807318829663,43.89170501743351
57,1210,5,Oshawa Community Health Centre,115 Grassmere Ave,Oshawa,Oshawa,L1H 3X7,905-723-0036, ,,,,,,{B54FF73E-5FF2-4B95-A5FD-167FFA9A619A},POINT (-78.84504610931285 43.8695074617909),-78.84504610931285,43.8695074617909
58,1211,5,Glazier Medical Centre,11 Gibb St,Oshawa,Oshawa,L1H 2J9,905-579-1212, ,,,,,,{B4E577FA-ADBB-46C0-9A1A-8E4AC83B5FEC},POINT (-78.8607684059083 43.88991151303367),-78.8607684059083,43.88991151303367
59,1213,5,First Step Oshawa,32 Simcoe St S,Oshawa,Oshawa,L1H 4G2,905-720-0506, ,,,,,,{D24D1BFE-9D31-4CE0-8F6D-F906FD09DDBD},POINT (-78.86356265179592 43.89684143080472),-78.86356265179592,43.89684143080472
60,1214,5,Courtice Health Centre,1450 Highway 2,Courtice,Clarington,L1E 3C3,905-723-8551, ,,,,,,{06848FA4-9947-4FD0-999D-0C09544A9632},POINT (-78.80763515137589 43.9074060802326),-78.80763515137589,43.9074060802326
61,1254,5,Pinewood Centre Street,300 Centre Street,Oshawa,Oshawa,L1H 4B2,905-697-2747,Addiction Services,,,,,,{71D1862B-B4DD-44BD-B1E5-0D6794A2DCE9},POINT (-78.86237640733498 43.88886673288734),-78.86237640733498,43.88886673288734
62,1255,5,"Lakeridge Health, Early Psychosis Intervention","1615 Dundas St. E, Lang Tower, Suite W214",Whitby,Whitby,L1N 2L1,905-576-8711 x. 6029,,,,,,,{2F222219-7179-4F15-B2DE-658927E5EB60},POINT (-78.91057269032677 43.88526034401638),-78.91057269032677,43.88526034401638
63,1293,5,"Lakeridge Health Oshawa Child, Youth & Family Program",850 King St W,Oshawa,Oshawa,L1G 4W4,905-576-8711 x345,"Old Address, moved to LH Oshawa on June 24, 2011",,,,,,{6BDBF136-00C1-46DD-80EF-8AC71C7138B9},POINT (-78.89439576987768 43.89194283342717),-78.89439576987768,43.89194283342717
64,1296,10,John Howard Society of Durham Region,136 Commerical Avenue,"Ajax
",AJAX,L1S 2HS,905-427-8165,,johnhoward.on.ca/durham,,,"Counselling, parenting support and addictions support",,{7C43B6D5-668A-4184-837E-F1259AA670DF},POINT (-79.02326470928918 43.84843987471814),-79.02326470928918,43.84843987471814
65,1297,10,Catholic Family Services of Durham ,"250 Bayly St West, Unit 22",Ajax,AJAX,L1S 3V4,905-428-1984,,www.cfsdurham.com/english/Contact_us.html,,,"Counselling, education and programs",,{A077041E-C234-47A9-B68F-24089AC4425E},POINT (-79.02741677131905 43.84331760907073),-79.02741677131905,43.84331760907073
66,1298,10,Kids Clinic ,"300 Rossland Rd East, Suite 301",Ajax,AJAX,L1Z 0M1,905-683-4440,,www.kidsclinic.ca/support_services/index.html ,,,Behavioural problems and counselling support,,{F0CC76E0-E37D-41CB-9FA3-A9B88C347F8B},POINT (-79.01843989642023 43.88232333251283),-79.01843989642023,43.88232333251283
67,1299,10,Family Services Durham,339 Westney Rd South,Ajax,AJAX,L1S 7J6,905-683-3451,,www.durham.ca/social.asp?nr=/departments/social/family/counselling/core_counselling.htm&setFooter=/includes/family_couselFooter.inc,,,"Family, couple and individual counselling",,{B40C626E-FDCA-49AF-B19B-F707CC6EAE41},POINT (-79.03408868565234 43.83889925730348),-79.03408868565234,43.83889925730348
68,1300,10,Carea Community Health Centre (Ajax),"360 Bayly St West, Unit 5",Ajax,AJAX,L1S 1P1,905-428-1212,,www.ochc.ca,,,Counselling and support,,{AE4D17BB-2D24-4D2B-878C-1F62B587D794},POINT (-79.03219043709288 43.84168550027604),-79.03219043709288,43.84168550027604
69,1301,10,Durham Counselling Walk in Clinic ,"360 Bayly St West, Unit 5",Ajax,AJAX,L1S 1P1,905-428-1212 ext 269,,www.theyouthcentre.ca/resources/DCWICinfosheet.pdf,,,Free single session counselling,,{BB0D6B78-CB5D-4FFD-875F-024554102DD8},POINT (-79.03230381013029 43.84199118208376),-79.03230381013029,43.84199118208376
70,1302,10,Rouge Valley Health System Ajax Pickering Health Centre ,580 Harwood Ave South,Ajax,AJAX,L1S 2J4,905-683-2320 ext 3523,,www.rougevalley.ca/mental-health,,,"Psychiatric emergency, assessment and support",,{4ADCFAC0-5880-4AAF-AD98-6B2101EE2D96},POINT (-79.01680163017872 43.836999200613),-79.01680163017872,43.836999200613
71,1303,10,Mental Health and Pinewood Centre of Lakeridge Health,"95 Bayly St West, Suite 406",Ajax,AJAX,L1S 7K8,905-683-5950,,www.lakeridgehealth.on.ca/en/ourservices/pinewood-addiction-services.asp,,,Addictions counselling and treatment,,{236C1FBD-91B4-4E33-834F-38ADBFAE6CD9},POINT (-79.02104492347185 43.8422451502975),-79.02104492347185,43.8422451502975
72,1304,10,John Howard Society of Durham Region,132 Church St,Bowmanville,CLARINGTON,L1C 1T5,905-623-6814,,johnhoward.on.ca/durham,,,"Counselling, parenting support and addictions support",,{B78160B3-462B-4426-B073-DE1936A4B93D},POINT (-78.68767371908481 43.9131860102618),-78.68767371908481,43.9131860102618
73,1305,10,Mental Health and Pinewood Centre of Lakeridge Health,"200 King St East, Suite 206",Bowmanville,CLARINGTON,L1C 1P3,905-697-2746,,www.lakeridgehealth.on.ca/en/ourservices/pinewood-addiction-services.asp,,,Addictions counselling and treatment,,{899AFB9D-14A6-4EAD-9177-46A504F34E6F},POINT (-78.67894782355521 43.91099727984945),-78.67894782355521,43.91099727984945
74,1306,10,Community Care Durham: COPE Mental Health Program,"2440 Hwy. 2, Unit 1",Bowmanville,CLARINGTON,L1C 0K6,905-623-4123,,www.communitycaredurham.on.ca/copeservices.html,,,Support for adults with emotional or psychiatric concerns,,{15165E31-F6B7-4E1A-B7FA-141D58AB7F05},POINT (-78.70370188439702 43.91197834425318),-78.70370188439702,43.91197834425318
75,1307,10,Lakeridge Health Bowmanville,47 Liberty St South,Bowmanville,CLARINGTON,L1C 2N4,905-623-3331,,www.lakeridgehealth.on.ca/en/patientsandvisitors/gettingtous.asp,,,"Psychiatric emergency, assessment and support ",,{4BBAAE04-0BC3-48FF-8168-74504B782A75},POINT (-78.67893377921868 43.9088761885),-78.67893377921868,43.9088761885
76,1308,10,Community Care Durham: COPE Mental Health Program ,1 Cameron St East,Cannington,BROCK,L0E 1E0,705-432-3044,,www.communitycaredurham.on.ca/copeservices.html,,,Support for adults with emotional or psychiatric concerns,,{B375DA48-2BE8-41A7-A2BA-960FD43B8D5C},POINT (-79.03831728874059 44.35010219768902),-79.03831728874059,44.35010219768902
77,1309,10,Brock Community Health Centre,64 Cameron St East,Cannington,BROCK,L0E 1E0,705-432-3388,,www.brockchc.ca/primary-health-care,,,"Mental health and addictions counselling, primary care ",,{D1E95252-1DB6-4851-9293-15E8704EFAA3},POINT (-79.03598853169086 44.3509971010665),-79.03598853169086,44.3509971010665
78,1310,10,Lakeridge Health Oshawa,1 Hospital Court,Oshawa,OSHAWA,L1G 2B9,905-576-8711 ext 4384,,www.lakeridgehealth.on.ca/en/ourservices/Adult-Mental-Health.asp,,,"Psychiatric emergency, assessment and support",,{DCDBC21A-87EA-49EA-A385-AF8F039DF749},POINT (-78.86902278268543 43.90523133556486),-78.86902278268543,43.90523133556486
79,1311,10,"Lakeridge Health Child, Youth, and Family Program ",1 Hospital Court,Oshawa,OSHAWA,L1G 2B9,905-576-8711,,www.lakeridgehealth.on.ca/en/ourservices/childyouthandfamilyprogram.asp,,,"Psychiatric emergency, assessment and support for youth",,{B9ADB13A-8E06-43F7-B60E-88F0C92EAD69},POINT (-78.86832411427349 43.90542078200232),-78.86832411427349,43.90542078200232
80,1312,10,Carea Community Health Centre (Oshawa) ,115 Grassmere Ave,Oshawa,OSHAWA,L1H 3X7,905-723-0036,,www.ochc.ca,,,Counselling and support,,{C850256C-E060-41D5-93E1-B1FD47355162},POINT (-78.8449100362358 43.86938788387526),-78.8449100362358,43.86938788387526
81,1313,10,Catholic Family Services of Durham ,115 Simcoe St South,Oshawa,OSHAWA,L1H 4G7,905-725-3513,,www.cfsdurham.com/english/Contact_us.html,,,"Counselling, education and programs",,{5844D01D-9458-4D60-A7EA-EF7C77C3065E},POINT (-78.86197750296334 43.89461025535268),-78.86197750296334,43.89461025535268
82,1314,10,Frontenac Youth Services ,1160 Simcoe St South,Oshawa,OSHAWA,L1H 5L8,905-579-1551 or 1-877-455-5527,,frontenacyouthservices.org,,,Counselling and programs ,,{E0BE3C68-1D1F-413A-AA4E-503246A2E424},POINT (-78.84125284246424 43.87173701051725),-78.84125284246424,43.87173701051725
83,1315,10,Boys and Girls Club of Durham (Northview Unit),150 Beatrice St East,Oshawa,OSHAWA,L1H 7T6,905-436-3311 ext 2871,,www.bgcdurham.com,,,Youth support services ,,{EA769895-E0E9-4123-B658-94887A2819A5},POINT (-78.87005699329058 43.92973551139228),-78.87005699329058,43.92973551139228
84,1316,10,Rose of Durham,200 Bond St West,Oshawa,OSHAWA,L1J 2L7,905-432-3622,,www.roseofdurham.com,,,Counselling and support for young parents ,,{104C743C-7E6E-49E9-97FF-495EA0CB2D8D},POINT (-78.871525201838 43.897354979032),-78.871525201838,43.897354979032
85,1317,10,Durham College Campus Health Centre,"2000 Simcoe St North, CRWC Room G1030",Oshawa,OSHAWA,L1H 7K4,905-721-3037,,www.durhamcollege.ca/services/campus-services/health-and-medical/mental-health-services,,,Support and counselling,,{78E2DEF6-8DA3-41A1-B75D-391593D1169E},POINT (-78.89466431431687 43.94582549934056),-78.89466431431687,43.94582549934056
86,1318,10,Reflections Mental Health and Behavioral Services ,"286 King St West, Unit 302",Oshawa,OSHAWA,L1J 2J9,289-385-3322,,www.reflectionsmentalhealth.com,,,"Staffing support, respite care and behavioural services",,{F0A3E1FE-20FA-4350-9F7F-3709A9633DCA},POINT (-78.87429962876148 43.89543580428549),-78.87429962876148,43.89543580428549
87,1319,10,Mental Health and Pinewood Centre of Lakeridge Health,300 Centre St South,Oshawa,OSHAWA,L1H 4B2,905-723-8195 or 1-888-881-8878,,www.lakeridgehealth.on.ca/en/ourservices/pinewood-addiction-services.asp,,,Addictions counselling and treatment,,{40F81DBC-B4E4-4300-8815-CCC02892CD6D},POINT (-78.86261670812291 43.88882283080949),-78.86261670812291,43.88882283080949
88,1320,10,Mental Health and Pinewood Centre of Lakeridge Health,"419 King St West, Suite 125",Oshawa,OSHAWA,L1J 2K5,905-571-3344,,www.lakeridgehealth.on.ca/en/ourservices/pinewood-addiction-services.asp,,,Addictions counselling and treatment,,{38122635-C17F-4B93-8953-7A829A1F139D},POINT (-78.87920916121223 43.89055469795775),-78.87920916121223,43.89055469795775
89,1321,10,Boys and Girls Club of Durham (Eastview Unit),433 Eulalie Ave,Oshawa,OSHAWA,L1H 2C6,905-728-5121,,www.bgcdurham.com,,,Youth support services ,,{0D1DE158-F1E5-4654-A75C-CEFF685DD343},POINT (-78.8453731037747 43.89618100582702),-78.8453731037747,43.89618100582702
90,1322,10,Salvation Army Community and Family Services ,45 King St East,Oshawa,OSHAWA,L1H 8S5,905-723-7422 ext 224,,www.oshawa-temple.org,,,Therapy for individuals and families ,,{7F931EA6-9E1D-42F4-83B2-4D6D3A060BAB},POINT (-78.86185072167551 43.89773132606361),-78.86185072167551,43.89773132606361
91,1323,10,Murray McKinnon Foundation,52 Simcoe St South ,Oshawa,OSHAWA,L1H 4G3,905-571-4655,,www.murraymckinnon.ca,,,"Support, education and rehabilitation",,{7751803F-00C1-4E40-8D5E-29E413D56B6F},POINT (-78.86337214053384 43.89613858932422),-78.86337214053384,43.89613858932422
92,1324,10,Canadian Mental Health Association of Durham ,60 Bond St West,Oshawa,OSHAWA,L1G 1A5,905-436-8760,,www.cmhadurham.ca,,,"Treatment team, support services, and life skills training",,{95D29ACA-2AB2-436F-B5CF-4F6AB527AF82},POINT (-78.86654288492338 43.89821729275219),-78.86654288492338,43.89821729275219
93,1325,10,John Howard Society of Durham Region,75 Richmond St West,Oshawa,OSHAWA,L1G 1E3,905-579-8482,,johnhoward.on.ca/durham,,,"Counselling, parenting support and addictions support",,{45CB4273-A1EE-41AF-8395-0C4258E064FA},POINT (-78.86703853181938 43.89848343769821),-78.86703853181938,43.89848343769821
