,idx,facility_name,facility_type,health_authority,longitude,latitude,province,phone,email,website,provider,filename
49,49,Late Night Pharmacy Services,Late Night Pharmacies,THE DRUGStore PHARMACY,-122.335643,49.13291,BC,6048206435.0,,https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome,Province of British Columbia,BC_pharmacies.csv
50,50,Late Night Pharmacy Services,Late Night Pharmacies,THE DRUGStore PHARMACY,-122.673359,49.11821,BC,6045325435.0,,https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome,Province of British Columbia,BC_pharmacies.csv
51,51,Late Night Pharmacy Services,Late Night Pharmacies,THE DRUGStore PHARMACY,-122.816023,49.191239,BC,6045807457.0,,https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome,Province of British Columbia,BC_pharmacies.csv
52,52,Pharmacy Services,Pharmacies,RX-Save Pharmacy,-122.468816,49.058036,BC,6048566628.0,,,Province of British Columbia,BC_pharmacies.csv
53,53,Pharmacy Services,Pharmacies,Thrifty Foods,-122.785356,49.046796,BC,6045427853.0,,https://www.thriftyfoods.com/pharmacy-and-wellness/pharmacy,Province of British Columbia,BC_pharmacies.csv
54,54,Pharmacy Services,Pharmacies,Thrifty Foods,-123.510829,48.438772,BC,2503914048.0,,https://www.thriftyfoods.com/pharmacy-and-wellness/pharmacy,Province of British Columbia,BC_pharmacies.csv
55,55,Pharmacy Services,Pharmacies,Thrifty Foods,-122.828334,49.279526,BC,6049494253.0,,https://www.thriftyfoods.com/pharmacy-and-wellness/pharmacy,Province of British Columbia,BC_pharmacies.csv
56,56,Pharmacy Services,Pharmacies,Thrifty Foods,-124.036358,49.224978,BC,2507297240.0,,https://www.thriftyfoods.com/pharmacy-and-wellness/pharmacy,Province of British Columbia,BC_pharmacies.csv
57,57,Pharmacy Services,Pharmacies,Thrifty Foods,-123.374513,48.41559,BC,2503868337.0,,https://www.thriftyfoods.com/pharmacy-and-wellness/pharmacy,Province of British Columbia,BC_pharmacies.csv
58,58,Pharmacy Services,Pharmacies,Thrifty Foods,-124.992894,49.684961,BC,2503314999.0,,https://www.thriftyfoods.com/pharmacy-and-wellness/pharmacy,Province of British Columbia,BC_pharmacies.csv
59,59,Pharmacy Services,Pharmacies,Thrifty Foods,-125.254962,50.028568,BC,2508503585.0,,https://www.thriftyfoods.com/pharmacy-and-wellness/pharmacy,Province of British Columbia,BC_pharmacies.csv
60,60,Pharmacy Services,Pharmacies,Thrifty Foods,-123.359674,48.455021,BC,2503822881.0,,https://www.thriftyfoods.com/pharmacy-and-wellness/pharmacy,Province of British Columbia,BC_pharmacies.csv
61,61,Pharmacy Services,Pharmacies,Thrifty Foods,-124.305044,49.319236,BC,2509472535.0,,https://www.thriftyfoods.com/pharmacy-and-wellness/pharmacy,Province of British Columbia,BC_pharmacies.csv
62,62,Pharmacy Services,Pharmacies,Thrifty Foods,-124.965701,49.710351,BC,2503315103.0,,https://www.thriftyfoods.com/pharmacy-and-wellness/pharmacy,Province of British Columbia,BC_pharmacies.csv
63,63,Pharmacy Services,Pharmacies,Thrifty Foods,-123.707075,48.786109,BC,2507152654.0,,https://www.thriftyfoods.com/pharmacy-and-wellness/pharmacy,Province of British Columbia,BC_pharmacies.csv
64,64,Pharmacy Services,Pharmacies,Service Plus Pharmacy,-123.136564,49.181851,BC,6042788830.0,,,Province of British Columbia,BC_pharmacies.csv
65,65,Pharmacy Services,Pharmacies,Royal Oak Drugs,-122.988911,49.225725,BC,6044345121.0,royaloak@medmanagement.ca,,Province of British Columbia,BC_pharmacies.csv
66,66,BC Cancer - Pharmacy Services,Pharmacies,BC Cancer Agency,-123.117771,49.262305,BC,6048776135.0,,http://www.bccancer.bc.ca/health-professionals/clinical-resources/pharmacy,Province of British Columbia,BC_pharmacies.csv
67,67,BC Cancer - Pharmacy Services,Pharmacies,BC Cancer Agency,-123.326077,48.434379,BC,2505195510.0,,http://www.bccancer.bc.ca/health-professionals/clinical-resources/pharmacy,Province of British Columbia,BC_pharmacies.csv
68,68,BC Cancer - Pharmacy Services,Pharmacies,BC Cancer Agency,-122.313003,49.038152,BC,6048514709.0,,http://www.bccancer.bc.ca/health-professionals/clinical-resources/pharmacy,Province of British Columbia,BC_pharmacies.csv
69,69,BC Cancer - Pharmacy Services,Pharmacies,BC Cancer Agency,-122.841268,49.176683,BC,6049304002.0,,http://www.bccancer.bc.ca/health-professionals/clinical-resources/pharmacy,Province of British Columbia,BC_pharmacies.csv
70,70,BC Cancer - Pharmacy Services,Pharmacies,BC Cancer Agency,-119.494737,49.874532,BC,2507123952.0,,http://www.bccancer.bc.ca/health-professionals/clinical-resources/pharmacy,Province of British Columbia,BC_pharmacies.csv
71,71,BC Cancer - Pharmacy Services,Pharmacies,BC Cancer Agency,-122.764263,53.91307,BC,2506457306.0,,http://www.bccancer.bc.ca/health-professionals/clinical-resources/pharmacy,Province of British Columbia,BC_pharmacies.csv
72,72,Pharmacy Services,Pharmacies,Medicare Pharmacy,-123.147326,49.170178,BC,6042787133.0,,,Province of British Columbia,BC_pharmacies.csv
73,73,Pharmacy Services,Pharmacies,Medical Tower Drugs,-122.293439,49.04095,BC,6048597651.0,,https://www.medicaltowerdrugs.com/,Province of British Columbia,BC_pharmacies.csv
74,74,Pharmacy Services,Pharmacies,Costco Wholesale Canada,-124.961882,49.713217,BC,2503318710.0,,https://www.costcopharmacy.ca/,Province of British Columbia,BC_pharmacies.csv
75,75,Pharmacy Services,Pharmacies,Costco Wholesale Canada,-123.122778,49.192028,BC,6042701163.0,,https://www.costcopharmacy.ca/,Province of British Columbia,BC_pharmacies.csv
76,76,Pharmacy Services,Pharmacies,Costco Wholesale Canada,-122.999502,49.260624,BC,6042965106.0,,https://www.costcopharmacy.ca/,Province of British Columbia,BC_pharmacies.csv
77,77,Pharmacy Services,Pharmacies,Costco Wholesale Canada,-122.265591,49.022584,BC,6048645701.0,,https://www.costcopharmacy.ca/,Province of British Columbia,BC_pharmacies.csv
78,78,Pharmacy Services,Pharmacies,Costco Wholesale Canada,-120.390111,50.656123,BC,2503742395.0,,https://www.costcopharmacy.ca/,Province of British Columbia,BC_pharmacies.csv
79,79,Pharmacy Services,Pharmacies,Costco Wholesale Canada,-119.419701,49.888265,BC,2508682548.0,,https://www.costcopharmacy.ca/,Province of British Columbia,BC_pharmacies.csv
80,80,Pharmacy Services,Pharmacies,Costco Wholesale Canada,-123.10779,49.278709,BC,6046225059.0,,https://www.costcopharmacy.ca/,Province of British Columbia,BC_pharmacies.csv
81,81,Pharmacy Services,Pharmacies,Costco Wholesale Canada,-122.771558,53.884552,BC,2506141759.0,,https://www.costcopharmacy.ca/,Province of British Columbia,BC_pharmacies.csv
82,82,Pharmacy Services,Pharmacies,Costco Wholesale Canada,-122.654169,49.118777,BC,6045398928.0,,https://www.costcopharmacy.ca/,Province of British Columbia,BC_pharmacies.csv
83,83,Pharmacy Services,Pharmacies,Costco Wholesale Canada,-124.047155,49.237479,BC,2503900585.0,,https://www.costcopharmacy.ca/,Province of British Columbia,BC_pharmacies.csv
84,84,Pharmacy Services,Pharmacies,Costco Wholesale Canada,-122.918901,49.251505,BC,6044209811.0,,https://www.costcopharmacy.ca/,Province of British Columbia,BC_pharmacies.csv
85,85,Pharmacy Services,Pharmacies,Costco Wholesale Canada,-122.74662,49.256925,BC,6045522298.0,,https://www.costcopharmacy.ca/,Province of British Columbia,BC_pharmacies.csv
86,86,Pharmacy Services,Pharmacies,Costco Wholesale Canada,-123.497634,48.460319,BC,2503918986.0,,https://www.costcopharmacy.ca/,Province of British Columbia,BC_pharmacies.csv
87,87,Pharmacy Services,Pharmacies,Costco Wholesale Canada,-122.845665,49.134494,BC,6045960757.0,,https://www.costcopharmacy.ca/,Province of British Columbia,BC_pharmacies.csv
88,88,Pharmacy Services,Pharmacies,BC Children's Hospital,-123.125683,49.244569,BC,6048752205.0,,http://www.bcchildrens.ca/our-services/hospital-services/pharmacy,Province of British Columbia,BC_pharmacies.csv
89,89,Pharmacy Services,Pharmacies,Medpure Natural Pharmacy,-122.755085,53.910132,BC,2505622266.0,,https://www.medpurepharmacy.com/contact/,Province of British Columbia,BC_pharmacies.csv
90,90,Pharmacy Services,Pharmacies,Fraser Health Authority,-122.834272,49.179116,BC,6045824562.0,,https://www.fraserhealth.ca/Service-Directory/Services/Hospital-Services/pharmacy-services#.W2SJDZiYamQ,Province of British Columbia,BC_pharmacies.csv
91,91,Pharmacy Services,Pharmacies,Fraser Health Authority,-122.313003,49.038152,BC,6048518700.0,,https://www.fraserhealth.ca/Service-Directory/Services/Hospital-Services/pharmacy-services#.W2SJDZiYamQ,Province of British Columbia,BC_pharmacies.csv
92,92,Pharmacy Services,Pharmacies,Fraser Health Authority,-123.059929,49.08461,BC,6049461121.0,,https://www.fraserhealth.ca/Service-Directory/Services/Hospital-Services/pharmacy-services#.W2SJDZiYamQ,Province of British Columbia,BC_pharmacies.csv
93,93,Pharmacy Services,Pharmacies,Fraser Health Authority,-122.793632,49.029793,BC,6045315512.0,,https://www.fraserhealth.ca/Service-Directory/Services/Hospital-Services/pharmacy-services#.W2SJDZiYamQ,Province of British Columbia,BC_pharmacies.csv
94,94,Pharmacy Services,Pharmacies,Fraser Health Authority,-122.842316,49.177003,BC,6045812211.0,,https://www.fraserhealth.ca/Service-Directory/Services/Hospital-Services/pharmacy-services#.W2SJDZiYamQ,Province of British Columbia,BC_pharmacies.csv
95,95,Pharmacy Services,Pharmacies,Fraser Health Authority,-122.892844,49.22679,BC,6045204253.0,,https://www.fraserhealth.ca/Service-Directory/Services/Hospital-Services/pharmacy-services#.W2SJDZiYamQ,Province of British Columbia,BC_pharmacies.csv
96,96,Pharmacy Services,Pharmacies,Fraser Health Authority,-122.631951,49.214787,BC,6044634111.0,,https://www.fraserhealth.ca/Service-Directory/Services/Hospital-Services/pharmacy-services#.W2SJDZiYamQ,Province of British Columbia,BC_pharmacies.csv
97,97,Pharmacy Services,Pharmacies,Fraser Health Authority,-122.823597,49.283374,BC,6044612022.0,,https://www.fraserhealth.ca/Service-Directory/Services/Hospital-Services/pharmacy-services#.W2SJDZiYamQ,Province of British Columbia,BC_pharmacies.csv
98,98,Pharmacy Services,Pharmacies,Fraser Health Authority,-123.016837,49.248776,BC,6044344211.0,,https://www.fraserhealth.ca/Service-Directory/Services/Hospital-Services/pharmacy-services#.W2SJDZiYamQ,Province of British Columbia,BC_pharmacies.csv
99,99,Pharmacy Services,Pharmacies,Fraser Health Authority,-122.613957,49.093175,BC,6045344121.0,,https://www.fraserhealth.ca/Service-Directory/Services/Hospital-Services/pharmacy-services#.W2SJDZiYamQ,Province of British Columbia,BC_pharmacies.csv
100,100,Pharmacy Services,Pharmacies,Fraser Health Authority,-121.962422,49.165763,BC,6047024786.0,,https://www.fraserhealth.ca/Service-Directory/Services/Hospital-Services/pharmacy-services#.W2SJDZiYamQ,Province of British Columbia,BC_pharmacies.csv
101,101,Pharmacy Services,Pharmacies,Vancouver Coastal Health,-126.762576,52.372895,BC,2507995432.0,,http://www.vch.ca,Province of British Columbia,BC_pharmacies.csv
102,102,Pharmacy Services,Pharmacies,Vancouver Coastal Health,-124.520727,49.851072,BC,6044853221.0,,http://www.vch.ca,Province of British Columbia,BC_pharmacies.csv
103,103,Pharmacy Services,Pharmacies,Vancouver Coastal Health,-123.749159,49.475307,BC,6048858605.0,,http://www.vch.ca,Province of British Columbia,BC_pharmacies.csv
104,104,Pharmacy Services,Pharmacies,Vancouver Coastal Health,-123.125655,49.261187,BC,6048755692.0,,http://www.vch.ca,Province of British Columbia,BC_pharmacies.csv
105,105,Pharmacy Services,Pharmacies,Vancouver Coastal Health,-128.143874,52.160187,BC,2509572271.0,,http://www.vch.ca,Province of British Columbia,BC_pharmacies.csv
106,106,Pharmacy Services,Pharmacies,Vancouver Coastal Health,-123.140086,49.700092,BC,6048926067.0,,http://www.vch.ca,Province of British Columbia,BC_pharmacies.csv
107,107,Royal Jubilee Prescriptions,Pharmacies,Island Health,-123.326541,48.434061,BC,2503708153.0,,https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/royal-jubilee-prescriptions,Province of British Columbia,BC_pharmacies.csv
108,108,Pharmacy Services,Pharmacies,Seabird Island Band,-121.73034,49.255136,BC,6044914477.0,seabirdpharmacy@shaw.ca,https://www.guardian-ida-remedysrx.ca/en/british-columbia/agassiz/seabird-remedys-pharmacy-7035040,Province of British Columbia,BC_pharmacies.csv
109,109,Pharmacy Services,Pharmacies,BC Women's Hospital & Health Centre,-123.125393,49.243637,BC,6048752205.0,,http://www.bcwomens.ca/our-services/support-services/pharmacy,Province of British Columbia,BC_pharmacies.csv
110,110,Pharmacy Services,Pharmacies,Vital Health Pharmacy,-123.329773,48.429761,BC,7784336060.0,info@vitalhealthpharmacy.com,https://vitalhealthpharmacy.com/,Province of British Columbia,BC_pharmacies.csv
111,111,HIV Drug Treatment Program,Pharmacies,Providence Health Care Society,-123.128913,49.280614,BC,,IDCInfo@providencehealth.bc.ca,http://bccfe.ca/drug-treatment-program,Province of British Columbia,BC_pharmacies.csv
112,112,Pharmacy Services,Pharmacies,Wescana Pharmacy,-123.090807,49.223722,BC,6043246734.0,info@wescanapharmacy.com,,Province of British Columbia,BC_pharmacies.csv
113,113,Pharmacy Services,Pharmacies,Wescana Pharmacy,-122.890444,49.129966,BC,6045917453.0,info@wescanapharmacy.com,,Province of British Columbia,BC_pharmacies.csv
114,114,Pharmacy Services,Pharmacies,Wescana Pharmacy,-122.778903,49.158715,BC,7785785160.0,info@wescanapharmacy.com,,Province of British Columbia,BC_pharmacies.csv
115,115,Pharmacy Services,Pharmacies,Wescana Pharmacy,-122.89038,49.138483,BC,6045727755.0,info@wescanapharmacy.com,,Province of British Columbia,BC_pharmacies.csv
116,116,Pharmacy Services,Pharmacies,Wescana Pharmacy,-123.015961,49.28107,BC,6042911205.0,info@wescanapharmacy.com,,Province of British Columbia,BC_pharmacies.csv
117,117,Pharmacy Services,Pharmacies,West 10th Medical Pharmacy,-123.203788,49.26381,BC,6042222028.0,,http://west10thmedicalpharmacy.ca/,Province of British Columbia,BC_pharmacies.csv
118,118,Pharmacy Services,Pharmacies,Evergreen Pharmacy,-122.796082,49.281949,BC,6044743837.0,,,Province of British Columbia,BC_pharmacies.csv
119,119,REACH Pharmacy Services,Pharmacies,REACH Community Health Centre,-123.069774,49.274789,BC,6042163136.0,info@reachcentre.bc.ca,https://www.reachcentre.bc.ca/pharmacy,Province of British Columbia,BC_pharmacies.csv
120,120,Pharmacy Services,Pharmacies,FreshCo,-123.157786,49.154773,BC,6042747370.0,,https://freshco.com/pharmacy/,Province of British Columbia,BC_pharmacies.csv
121,121,Pharmacy Services,Pharmacies,FreshCo,-123.138161,49.139479,BC,6042717734.0,,https://freshco.com/pharmacy/,Province of British Columbia,BC_pharmacies.csv
122,122,Pharmacy Services,Pharmacies,FreshCo,-122.8398,49.13262,BC,6045944515.0,,https://freshco.com/pharmacy/,Province of British Columbia,BC_pharmacies.csv
123,123,Pharmacy Services,Pharmacies,FreshCo,-122.323799,49.13199,BC,6048265398.0,,https://freshco.com/pharmacy/,Province of British Columbia,BC_pharmacies.csv
124,124,Pharmacy Services,Pharmacies,FreshCo,-122.460917,49.056849,BC,6048564667.0,,https://freshco.com/pharmacy/,Province of British Columbia,BC_pharmacies.csv
125,125,Pharmacy Services,Pharmacies,FreshCo,-121.956559,49.165605,BC,6047956092.0,,https://freshco.com/pharmacy/,Province of British Columbia,BC_pharmacies.csv
126,126,Pharmacy Services,Pharmacies,FreshCo,-122.659952,49.220785,BC,6044607200.0,,https://freshco.com/pharmacy/,Province of British Columbia,BC_pharmacies.csv
127,127,Pharmacy Services,Pharmacies,FreshCo,-124.518486,49.841303,BC,6044854244.0,,https://freshco.com/pharmacy/,Province of British Columbia,BC_pharmacies.csv
