Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,idx1,idx2,Name_1,Name_2,Name_DL,Name_CS,Addr_CS,Addr_LCS,Address_1,Address_2,StrNum_Match,StrName_DL,StrName_CS,PC_Match,Distance,ISCED020_Match,ISCED1_Match,ISCED2_Match,ISCED3_Match,ISCED4+_Match,Check_1,Check_2,manual,idx_keep,idx_name,reason,errors,hierarchy_keep
141,141,141,141,141,141,68747cc7548f23988384,cba36c7871ff2874bd19,Holy Name of Jesus Catholic Elementary School,Holy Name of Mary Catholic Elementary School,0.888888889,0.917341118,0.336860768,0.337349398,181 Belmont Ave Hamilton Ontario L8L7M5,161 Meadowlands Blvd Ancaster Ontario L9K1H8,0,0.3125,0.073127242,0,10.5081901,1,1,1,1,1,False,False,False,,,different address,,NA
142,142,142,142,142,142,334264dae0a56d403a38,5ba712f8c255ec507ccb,Grand Health Academy,Grand Health Academy,1.0,1.0,0.636204277,0.6,574 Concession St Hamilton Ontario L8V1B1 Canada,760 King Street East Hamilton Ontario L8M 1A6 Canada,0,0.444444444,0.335410197,0,1.312511323,1,1,1,1,1,False,False,False,,,different address,,NA
143,143,143,143,143,143,126b3c072141b0c127d7,79a28fba3225f0762c7c,Ernest C Drury School for the Deaf,Ernest C Drury School for the Deaf,1.0,1.0,0.984135663,0.972972973,255 Ontario St S Milton Ontario L9T2M5,255 Ontario St Milton Ontario L9T2M5,1,0.714285714,0.903696114,1,0.0,0,0,1,0,1,False,False,False,,,different ISCED,,NA
144,144,144,144,144,144,610524f5c24cd4d6d719,60c5162af787743bc546,St Patrick Catholic Elementary School,St Paul Catholic Elementary School,0.864864865,0.902462179,0.646095738,0.682352941,200 Kenwood Ave Burlington Ontario L7L4L8,530 Cumberland Ave Burlington Ontario L7N2X2,0,0.384615385,0.322329186,0,4.287978414,1,1,1,1,1,False,False,False,,,different address,,NA
145,145,145,145,145,145,928fb54e831de43fd473,2bdf6e436746c4600b3e,EIC Sainte Trinite,ESC Sainte Trinite,0.944444444,0.92,1.0,1.0,2600 Grand Oak Trail Oakville Ontario L6M0R4,2600 Grand Oak Trail Oakville Ontario L6M0R4,1,1.0,1.0,1,0.0,1,1,1,0,1,False,False,False,,,different ISCED,,NA
146,146,146,146,146,146,3ed5708f703fbec6aa7b,0f4883f88d2f6a613d9c,St Mary Catholic Elementary School,St Matthew Catholic Elementary School,0.864864865,0.905313315,0.558762673,0.516129032,2175 Colonel William Pky Oakville Ontario L6M0B7,1050 Nottinghill Gate Oakville Ontario L6M2G3,0,0.210526316,0.162697843,0,4.798884029,1,1,1,1,1,False,False,False,,,different address,,NA
147,147,147,147,147,147,31f6b63aec072fc6e323,1ffcc6377695ea57aa01,St John Bosco Catholic School,St John Catholic School,0.793103448,0.918140761,0.545595472,0.55,19 Northumberland St Guelph Ontario N1H3A6,63 Victoria Rd N Guelph Ontario N1E5G9,0,0.235294118,0.188982237,0,2.317497658,0,0,1,0,1,False,False,False,,,different address,,NA
148,148,148,148,148,148,09389845095bb6e3257f,66faee6dd8f66020b715,Peel Alternative North,Peel Alternative North ISR,0.846153846,0.922958207,1.0,1.0,315 BARTLEY BULL PKY BRAMPTON Ontario L6W2L4,315 BARTLEY BULL PKY BRAMPTON Ontario L6W2L4,1,1.0,1.0,1,0.043117462,1,1,1,1,1,True,True,False,,,different names,,NA
149,149,149,149,149,149,0963a6fd176117f3f5bf,6afdb40891c3758aaaf5,Ace Scholars Academy,Scholars Academy,0.8,0.921635375,0.464575369,0.444444444,9990 Gore Road Brampton Ontario L6P0A7,2955 Sandalwood Parkway East Brampton Ontario L6R3J6,0,0.125,0.171498585,0,4.219202247,1,1,1,1,1,False,False,False,,,different address,,NA
150,150,150,150,150,150,917eda4cab8bad0b66bf,25913c1893c6f23548e6,EIC Sainte Famille,ESC Sainte Famille,0.944444444,0.904761905,1.0,1.0,1780 Meadowvale blvd Mississauga Ontario L5N7K8,1780 Meadowvale blvd Mississauga Ontario L5N7K8,1,1.0,1.0,1,0.001111949,1,1,1,0,1,False,False,False,,,different ISCED,,NA
151,151,151,151,151,151,dec2f767d1f6a65d1722,ec682e70b6f04503c8df,Stanford International College of Business & Technology,Stanford International College of Business & Technology,1.0,1.0,0.944945335,0.96,1011 Eglinton Ave East Suite 1 Mississauga Ontario L4K1K4 Canada,1011 Eglinton Ave E Suite 7 Mississauga Ontario L4K1K4 Canada,1,1.0,1.0,1,0.0,1,1,1,1,1,True,True,True,dec2f767d1f6a65d1722,idx1,correct unit,,dec2f767d1f6a65d1722
152,152,152,152,152,152,88bb6ec1e9b9703f56de,8c74b60bbb28ee59490a,Safa & Marwa Islamic School,Safa & Marwa Islamic School,1.0,1.0,0.903525332,0.904761905,5550 Mcadam Road Mississauga Ontario L4Z1P1,5585 McAdam Rd Mississauga Ontario L4Z1P1,0,1.0,1.0,1,0.131149691,1,1,1,0,1,False,False,False,,,different address,,NA
153,153,153,153,153,153,8cb86be9ccc41ff1fab7,3dc0c54ca79699145bd4,Peel Alternative South,Peel Alternative South ISR,0.846153846,0.922958207,1.0,0.772727273,1500 Ogden Avenue Mississauga Ontario L5E2H8,1500 Ogden Avenue MISSISSAUGA Ontario L5E2H8,1,1.0,1.0,1,0.0,1,1,1,1,1,True,True,True,8cb86be9ccc41ff1fab7,idx1,format,,8cb86be9ccc41ff1fab7
154,154,154,154,154,154,a42454bef64a4e925744,9cb20c59bdd32dff9c32,Olive Grove High School,Olive Grove School,0.782608696,0.912870929,0.892183034,0.898876404,2270 Speakman Drive Mississauga Ontario L5K1B4,2300 Speakman Dr Mississauga Ontario L5K1B4,0,1.0,1.0,1,0.142555638,1,0,1,0,1,False,False,False,,,different address,,NA
155,155,155,155,155,155,3a7fa1a30a8b28ab742f,8edf3cae0c5bc84bd1dc,Blyth Academy Mississauga Upper Campus,Blyth Academy Mississauga Lower Campus,0.921052632,0.911111111,0.606142646,0.602150538,507 Lakeshore Road East Mississauga Ontario L5G1H9,850 Enola Avenue Mississauga Ontario L5G4B2,0,0.214285714,0.161690417,0,0.488634544,1,0,1,1,1,False,False,False,,,different address,,NA
156,156,156,156,156,156,0380226d61b9d55ce99b,7112881bb17f178facdb,EIC Saint Frere Andre,ESC Saint Frere Andre,0.952380952,0.933333333,1.0,1.0,330 LANSDOWNE AVE TORONTO Ontario M6H3Y1,330 LANSDOWNE AVE TORONTO Ontario M6H3Y1,1,1.0,1.0,1,0.001111949,1,1,1,0,1,False,False,False,,,different ISCED,,NA
157,157,157,157,157,157,6cfb1b42cb260240be65,b76c59d3ef7c3b3119ed,EIC Pere Philippe Lamarche,ESC Pere Philippe Lamarche,0.961538462,0.945945946,1.0,1.0,2850 Eglinton E Avenue Toronto Ontario M1J2C8,2850 Eglinton E Avenue Toronto Ontario M1J2C8,1,1.0,1.0,1,0.001111949,1,1,1,0,1,False,False,False,,,different ISCED,,NA
158,158,158,158,158,158,433f8bf70882a4e1481e,d4a01ca7b6807ba6a9c6,EIC Monseigneur de Charbonnel,ESC Monseigneur de Charbonnel,0.965517241,0.943242218,1.0,1.0,110 Drewry av Toronto Ontario M2M1C8,110 Drewry av Toronto Ontario M2M1C8,1,1.0,1.0,1,0.010007543,1,1,1,0,1,False,False,False,,,different ISCED,,NA
159,159,159,159,159,159,c87be7b78242b33ff64b,51cffcf89a86878471b9,Unique Chinese School 1,Unique Chinese School 2,0.956521739,0.928571429,0.836065574,0.846153846,4271 Sheppard Avenue East Scarborough Ontario M1S4G4,3143 Sheppard Avenue East Scarborough Ontario M1T3J7,0,1.0,1.0,0,3.368783574,1,1,1,1,1,False,False,False,,,different address,,NA
160,160,160,160,160,160,3dcfc39e65ca73dfd90e,d8fa24862b5688aa43ac,Toronto International Business College,Toronto International College,0.763157895,0.903805061,0.420805864,0.446428571,1265 Morningside Ave Suite 200 Scarborough Ontario M1B3V9 Canada,3550 Victoria Park Avenue Toronto Ontario M2H2N5,0,0.214285714,0.266666667,0,11.01451685,0,0,0,0,0,False,False,False,,,different address,,NA
161,161,161,161,161,161,8f8c78d9d9e2a6811c14,70c2aec037cde76f9a29,The York School,York School The,0.466666667,1.0,0.804540446,0.763157895,1639 Yonge Street Toronto Ontario M4T2W6,1320 Yonge St Toronto Ontario M4T1X2,0,1.0,1.0,0,0.815869013,1,1,1,0,1,False,False,False,,,different address,,NA
162,162,162,162,162,162,c840ab4d1381739e96fd,7a14df6f88c95d0c40ae,Subway Academy I,Subway Academy II,0.941176471,0.974679434,0.600593472,0.6,16 Phin Ave Toronto Ontario M4J3T2,64 Baldwin St Toronto Ontario M5T1L4,0,0.3,0.213200716,0,5.415429413,1,1,1,1,1,False,False,False,,,different address,,NA
163,163,163,163,163,163,497e3c53e12d3d197f25,58bd3774b705bb8685b2,Stanford International College of Business & Technology,Stanford International College of Business & Technology,1.0,1.0,0.532508042,0.490909091,930 Progress Avenue Scarborough Ontario M1G3T5 Canada,25 Scarsdale Rd Units 8 & 9 Toronto Ontario M3B2R2 Canada,0,0.166666667,0.057735027,0,10.57180549,1,1,1,1,1,False,False,False,,,different address,,NA
164,164,164,164,164,164,f1e6642162c3f42869a7,305cf6069fe584ece3a0,St Paul Catholic School,St Paul VI Catholic School,0.884615385,0.956182887,0.610882839,0.519480519,80 Sackville St Toronto Ontario M5A3E5,270 Laughton Ave Toronto Ontario M6N2X5,0,0.166666667,0.0,0,8.009972477,1,1,1,1,1,False,False,False,,,different address,,NA
165,165,165,165,165,165,fc0a478da7b748c9dd5a,df0f9dce1b65d4a69362,St Nicholas Catholic School,St Nicholas of Bari Catholic School,0.771428571,0.922958207,0.622092633,0.547945205,33 Amarillo Dr Toronto Ontario M1J2P7,363 Rogers Rd Toronto Ontario M6E1R6,0,0.181818182,0.0,0,13.09673386,1,1,1,1,1,False,False,False,,,different address,,NA
166,166,166,166,166,166,e0e5a0f034e7bb34c05c,5bd3baea6041bb654df6,St Michael s Choir (Jr) School,St Michael s Choir (Sr) School,0.966666667,0.957446809,0.956521739,0.939393939,66 Bond St Toronto Ontario M5B1X2,67 Bond St Toronto Ontario M5B1X2,0,1.0,1.0,1,0.028132869,1,0,1,0,1,False,False,False,,,different address,,NA
167,167,167,167,167,167,f15a3ca403fba75969f9,d40614bf1d4882567158,St Matthew Catholic School,St Matthias Catholic School,0.888888889,0.90674727,0.607581307,0.571428571,18 Lavender Rd Toronto Ontario M6N2B5,101 Van Horne Ave Toronto Ontario M2J2S8,0,0.25,0.080064077,0,14.51643556,1,1,1,1,1,False,False,False,,,different address,,NA
168,168,168,168,168,168,088b34a52cbd6caebb69,24d181372a35c07852a0,St Martha Catholic School,St Mary Catholic School,0.88,0.908025222,0.544949261,0.506329114,1865 Sheppard Ave W Toronto Ontario M3L1Y5,20 Portugal Sq Toronto Ontario M6H1M4,0,0.153846154,0.077151675,0,13.17605772,1,1,1,1,1,False,False,False,,,different address,,NA
169,169,169,169,169,169,627a2951d50676cb1e6c,24d181372a35c07852a0,St Mark Catholic School,St Mary Catholic School,0.956521739,0.933333333,0.583333333,0.526315789,45 Cloverhill Rd Toronto Ontario M8Y1T4,20 Portugal Sq Toronto Ontario M6H1M4,0,0.230769231,0.077151675,0,6.95997168,1,1,1,1,1,False,False,False,,,different address,,NA
170,170,170,170,170,170,627a2951d50676cb1e6c,088b34a52cbd6caebb69,St Mark Catholic School,St Martha Catholic School,0.88,0.908025222,0.603336682,0.543209877,45 Cloverhill Rd Toronto Ontario M8Y1T4,1865 Sheppard Ave W Toronto Ontario M3L1Y5,0,0.076923077,0.142857143,0,11.88614399,1,1,1,1,1,False,False,False,,,different address,,NA
171,171,171,171,171,171,15d2f90779e3054e2f84,253cff4e1a5f3e1eafe7,St John Bosco Catholic School,St John Catholic School,0.793103448,0.918140761,0.661724103,0.597402597,75 Holmesdale Rd Toronto Ontario M6E1Y2,780 Kingston Rd Toronto Ontario M4E1R7,0,0.307692308,0.231455025,0,12.5863771,1,1,1,1,1,False,False,False,,,different address,,NA
172,172,172,172,172,172,3c35bc8b6044c01f6ad3,548fe72e39b27f16638a,St Elizabeth Catholic School,St Elizabeth Seton Catholic School,0.823529412,0.941741912,0.42764168,0.426666667,5 Redcar Ave Etobicoke Ontario M9B1J8,25 Havenview Rd Toronto Ontario M1S3A4,0,0.166666667,0.175411604,0,30.28039283,1,1,1,1,1,False,False,False,,,different address,,NA
173,173,173,173,173,173,9ae1e2398785ea163f84,126745e12be996385d63,St Charles Catholic School,St Charles Garnier Catholic School,0.764705882,0.911242162,0.61413236,0.563380282,50 Claver Ave Toronto Ontario M6B2W1,20 Stong Crt Toronto Ontario M3N2X9,0,0.0,0.091287093,0,7.639650782,1,1,1,1,1,False,False,False,,,different address,,NA
174,174,174,174,174,174,da9256f216eb900f80ee,0b20bc6ad79adcd31aac,St Andre Catholic School,St Andrew Catholic School,0.96,0.952500953,0.646761667,0.586666667,36 Yvonne Ave Toronto Ontario M3L1C9,2533 Kipling Ave Toronto Ontario M9V3A8,0,0.4,0.286038777,0,5.705566641,1,1,1,1,1,False,False,False,,,different address,,NA
175,175,175,175,175,175,8b0b2af0fc6bb4ac5788,5652f0fc3c5fa37b98aa,St Albert Catholic School,St Robert Catholic School,0.92,0.911764706,0.48,0.341463415,1125 Midland Ave Toronto Ontario M1K4H2,70 BAINBRIDGE AVE NORTH YORK Ontario M3H2K2,0,0.384615385,0.322329186,0,14.71410251,1,1,1,1,1,False,False,False,,,different address,,NA
176,176,176,176,176,176,fa58543bfb480336f332,0c984341d4b9400c25a5,Pauline Johnson Junior Public School,Pauline Junior Public School,0.777777778,0.902584184,0.312567839,0.317073171,35 Dunmurray Blvd Scarborough Ontario M1T2K2,100 Pauline Ave Toronto Ontario M6H3M8,0,0.214285714,0.0,0,17.43122553,1,1,1,1,1,False,False,False,,,different address,,NA
177,177,177,177,177,177,13132c95876e87288f60,ef92658328a09d2c23a6,Pape Avenue Junior Public School,Perth Avenue Junior Public School,0.878787879,0.90419443,0.630583804,0.594594595,220 Langley Ave Toronto Ontario M4K1B9,14 Ruskin Ave Toronto Ontario M6P3P8,0,0.3,0.286038777,0,8.920461219,1,1,1,1,1,False,False,False,,,different address,,NA
178,178,178,178,178,178,5a12324d221f87838acf,f9e43b0a4e89dd20adcf,Our Lady of Grace Catholic School,Our Lady of Peace Catholic School,0.939393939,0.925,0.514869798,0.467532468,121 Brimwood Blvd Toronto Ontario M1V1E5,70 Mattice Ave Toronto Ontario M9B1T6,0,0.153846154,0.0,0,28.32205485,1,1,1,1,1,False,False,False,,,different address,,NA
179,179,179,179,179,179,4faa31592672dbe0e950,cefc166bc194c5f4f728,North East Year Round Alternative Centre,South East Year Round Alternative Centre,0.95,0.913259302,0.617065013,0.518518519,2900 Don Mills Rd Toronto Ontario M2J3B6,720 Midland Avenue Toronto Ontario M1K4C9,0,0.166666667,0.250872603,0,9.624676009,1,1,1,1,1,False,False,False,,,different address,,NA
180,180,180,180,180,180,4faa31592672dbe0e950,283ea5416738d798e2eb,North East Year Round Alternative Centre,North West Year Round Alternative Centre,0.95,0.932058931,0.343246532,0.258823529,2900 Don Mills Rd Toronto Ontario M2J3B6,425 Patricia Avenue NORTH YORK Ontario M2R2N1,0,0.166666667,0.0,0,7.374984346,1,1,1,1,1,False,False,False,,,different address,,NA
181,181,181,181,181,181,2588fe32c6892e7e7133,31afabe913d80ff76ab0,North American College Information & Technology,North American College of Information Technology,0.895833333,0.955789639,0.497946603,0.485981308,207 730 Yonge St Toronto Ontario M4Y1B7 Canada,2100 Ellesmere Rd Suite 101 Scarborough Ontario M1H3B7 Canada,0,0.166666667,0.092450033,0,17.15877679,1,1,1,1,1,False,False,False,,,different address,,NA
182,182,182,182,182,182,81d1cc4c6ed86a6cf10c,59defd584c0ef113670e,Native Learning Centre,Native Learning Centre East,0.814814815,0.919238816,0.328444932,0.348837209,83 Alexander St Toronto Ontario M4Y1B7,145 Guildwood Parkway Scarborough Ontario M1E1P5,0,0.076923077,0.0,0,17.24584401,1,1,1,1,1,False,False,False,,,different address,,NA
183,183,183,183,183,183,c956b8d101cfb51d1c2f,da99823ef82856113f5b,McDonald International Academy,McDonald International Academy North Yo,0.769230769,0.905538514,0.606339063,0.547945205,920 Yonge St Toronto Ontario M4W3C7,5 Park Home Ave Toronto Ontario M2N6L4,0,0.2,0.100503782,0,10.72891116,1,1,1,1,1,False,False,False,,,different address,,NA
184,184,184,184,184,184,0139998d695adfcfaaea,35f173da5f33d3370a11,Madinatul Uloom Academy Inc,Madinatul Uloom Academy,0.851851852,0.939895399,0.854166667,0.88372093,710 Progress Ave Scarborough Ontario M1H2X3,670 Progress Ave Scarborough Ontario M1H3A4,0,1.0,1.0,0,0.288331828,1,1,1,0,1,False,False,False,,,different address,,NA
185,185,185,185,185,185,e7f5d73817c7f2951f7c,eebc3ed0f86529d8a156,Forest Hill Collegiate Institute,West Hill Collegiate Institute,0.90625,0.925289198,0.67286311,0.626506024,730 Eglinton Ave W Toronto Ontario M5N1B9,350 Morningside Ave Toronto Ontario M1E3G3,0,0.214285714,0.276026224,0,20.21610316,1,1,1,1,1,False,False,False,,,different address,,NA
186,186,186,186,186,186,f12998374385ecaa95bd,d26cacf96fb6686f650a,FH International High School,FH International High School Online,0.8,0.922122855,0.827076027,0.863636364,670 Progress Avenue Toronto Ontario M1H3A4,670 Progress Avenue Scarborough Ontario M1H3A4,1,1.0,1.0,1,0.0,1,1,1,1,1,False,True,True,d26cacf96fb6686f650a,idx2,correct city,,d26cacf96fb6686f650a
187,187,187,187,187,187,ecc4e7d3f27678c0174b,de6da2f43f8ab402da83,Deer Park Junior and Senior Public School,Parkdale Junior and Senior Public School,0.829268293,0.901816283,0.632653061,0.578947368,23 Ferndale Ave Toronto Ontario M4T2B4,78 Seaforth Ave Toronto Ontario M6K3L2,0,0.363636364,0.25,0,6.317637497,1,1,1,1,1,False,False,False,,,different address,,NA
188,188,188,188,188,188,0a644eca137bad355c95,04a3d1a6fe0798f55830,Computek College of Business Healthcare & Technology,Computek College of Business Healthcare & Technology Toronto,0.866666667,0.931062998,0.843175782,0.775862069,2425 Eglinton Ave E 4th Floor Toronto Ontario M1K5G8 Canada,2390 Eglinton Ave E #248 Toronto ON Ontario M1K2P5 Canada,0,1.0,1.0,0,0.283435009,1,1,1,1,1,False,False,False,,,different address,,NA
189,189,189,189,189,189,c525f440e68a753b0588,ff791bb8bbe82bb78909,Central Toronto Academy,Toronto Central Academy,0.391304348,1.0,0.626368234,0.567901235,570 Shaw St Toronto Ontario M6G3L6,200 Sheppard Avenue East Toronto Ontario M2N3A9,0,0.307692308,0.253546276,0,11.86334007,1,1,1,1,1,False,False,False,,,different address,,NA
190,190,190,190,190,190,36f52f768f79bce8fefe,d20e9425e1293fe0d6dd,Caring and Safe Schools LC3,Caring and Safe Schools LC4,0.962962963,0.933333333,0.44446712,0.469135802,720 Midland Avenue Scarborough Ontario M1K4C9,540 Jones Ave Toronto Ontario M6P4G4,0,0.3,0.301511345,0,16.57378416,1,1,1,1,1,False,False,False,,,different address,,NA
191,191,191,191,191,191,f69ddc982c6f03758ad5,d20e9425e1293fe0d6dd,Caring and Safe Schools LC2,Caring and Safe Schools LC4,0.962962963,0.933333333,0.40824829,0.409638554,1641 Pharmacy Avenue Scarborough Ontario M1R2L2,540 Jones Ave Toronto Ontario M6P4G4,0,0.272727273,0.288675135,0,15.74655383,1,1,1,1,1,False,False,False,,,different address,,NA
192,192,192,192,192,192,f69ddc982c6f03758ad5,36f52f768f79bce8fefe,Caring and Safe Schools LC2,Caring and Safe Schools LC3,0.962962963,0.933333333,0.654330305,0.652173913,1641 Pharmacy Avenue Scarborough Ontario M1R2L2,720 Midland Avenue Scarborough Ontario M1K4C9,0,0.363636364,0.261116484,0,6.387371787,1,1,1,1,1,False,False,False,,,different address,,NA
193,193,193,193,193,193,2a0646957afb7f725cdd,d20e9425e1293fe0d6dd,Caring and Safe Schools LC1,Caring and Safe Schools LC4,0.962962963,0.933333333,0.430730492,0.441558442,30 Barrhead Cres Etobicoke Ontario M9W3Z7,540 Jones Ave Toronto Ontario M6P4G4,0,0.153846154,0.178174161,0,12.35779647,1,1,1,1,1,False,False,False,,,different address,,NA
194,194,194,194,194,194,2a0646957afb7f725cdd,36f52f768f79bce8fefe,Caring and Safe Schools LC1,Caring and Safe Schools LC3,0.962962963,0.933333333,0.341121146,0.372093023,30 Barrhead Cres Etobicoke Ontario M9W3Z7,720 Midland Avenue Scarborough Ontario M1K4C9,0,0.153846154,0.080582296,0,24.93841339,1,1,1,1,1,False,False,False,,,different address,,NA
195,195,195,195,195,195,2a0646957afb7f725cdd,f69ddc982c6f03758ad5,Caring and Safe Schools LC1,Caring and Safe Schools LC2,0.962962963,0.933333333,0.307728727,0.272727273,30 Barrhead Cres Etobicoke Ontario M9W3Z7,1641 Pharmacy Avenue Scarborough Ontario M1R2L2,0,0.153846154,0.077151675,0,20.96664752,1,1,1,1,1,False,False,False,,,different address,,NA
196,196,196,196,196,196,5d685f242dc659908d5c,f8d02f7fa71d2936a19c,Canadian College of Business Science & Technology Etobicoke,Canadian College of Business Science & Technology,0.830508475,0.931107829,0.525406937,0.504201681,5001 Yonge St Suite 305 North York Ontario M2N6R9 Canada,4900 Sheppard Ave E Suite 208 Scarborough Ontario M1S4A7 Canada,0,0.076923077,0.178174161,0,13.44485984,1,1,1,1,1,False,False,False,,,different address,,NA
197,197,197,197,197,197,7fb2250168cfac1baa5c,74be24611fd6e3ea228f,Canadian All Care College,Canadian All Care College,1.0,1.0,0.631025759,0.604651163,4630 Dufferin St Suite 305 Toronto Ontario M3H5S4 Canada,240 Alton Towers Circle Suite 302 & 308 Scarborough Ontario M1V4P3 Canada,0,0.1875,0.138675049,0,16.38750098,1,1,1,1,1,False,False,False,,,different address,,NA
198,198,198,198,198,198,ca421de1003388489818,ba3070c6826d78d96a3c,Canada s National Ballet,Canada s National Ballet School,0.774193548,0.918511792,0.873540202,0.857142857,400 Jarvis St Toronto Ontario M4Y2G6,400 Jarvis Street Toronto Ontario M4Y 2G6 Canada,1,1.0,1.0,1,3.23e-07,0,0,0,0,0,False,False,False,,,different ISCED,,NA
199,199,199,199,199,199,ca8646ffa787da0316be,106772829ed94343b5a7,Canada International College,Canada Syringa International College,0.777777778,0.915937215,0.359094786,0.337078652,2347 Kennedy Rd Toronto Ontario M1T3T8,3550 Victoria Park Avenue North York Ontario M2H2N5,0,0.071428571,0.0,0,4.597712266,1,0,1,1,1,False,False,False,,,different address,,NA
200,200,200,200,200,200,9d9fe822b10e529f8467,6beac6810162469e4029,CMU College of Makeup Art & Design,CMU College of Makeup Art & Design,1.0,1.0,0.603560862,0.519685039,110 Lombard St The Old Fire Hall Toronto Ontario M5C 1M3 Canada,366 Adelaide Street East Suite 120 Toronto Ontario M5A3X9 Canada,0,0.0,0.0,0,0.399151214,1,1,1,1,1,False,False,False,,,different address,,NA
201,201,201,201,201,201,f5ba4f32af08419028ff,f97584279dbb9b6411c7,C Lawrence Academy,Lawrence Academy,0.888888889,0.945905303,0.597319114,0.543478261,4002 Sheppard Aveneue East Toronto Ontario M2N5M6,1061 Mcnicoll Avenue Toronto Ontario M1W3W6,0,0.166666667,0.125988158,0,,1,1,1,1,1,False,False,False,,,different address,,NA
202,202,202,202,202,202,81e14442b5f656302e08,5ee4cf8c380987177df9,Bridlewood Junior Public School,North Bridlewood Junior Public School,0.837837838,0.926198217,0.69161899,0.688172043,60 Bridlewood Blvd Scarborough Ontario M1T1P7,50 Collingsbrook Blvd Scarborough Ontario M1W1L7,0,0.444444444,0.461690258,0,0.945608904,1,1,1,1,1,False,False,False,,,different address,,NA
203,203,203,203,203,203,929380dbd94589f02060,6445eabdaa88f82e092a,Bendale Junior Public School,North Bendale Junior Public School,0.823529412,0.915843766,0.629253205,0.626506024,61 Benshire Dr Scarborough Ontario M1H1M4,29 Aveline Cres Scarborough Ontario M1H2P4,0,0.25,0.160128154,0,0.903721295,1,1,1,1,1,False,False,False,,,different address,,NA
204,204,204,204,204,204,51e4159014a53e5056fe,fa3f57cd33111b17b3e0,Associated Hebrew Schools of Toronto,Associated Hebrew Schools of Toronto,1.0,1.0,0.948907547,0.911392405,252 Finch Ave W Toronto Ontario M2R1M9,252 Finch West Ave Toronto Ontario M2R1M9,1,0.6,1.0,1,,1,1,1,1,1,True,True,True,51e4159014a53e5056fe,idx1,format,,51e4159014a53e5056fe
205,205,205,205,205,205,6d1a68f46f6f41a8c333,f56531ed2d760796594b,Anderson College of Health Business & Technology,Anderson College of Health Business & Technology,1.0,1.0,0.713723129,0.666666667,180 Bloor St W Suite 400 Toronto Ontario M5S2V6 Canada,5734 Yonge Street Suite 100 Toronto Ontario M2M3V5 Canada,0,0.3,0.301511345,0,12.81834792,1,1,1,1,1,False,False,False,,,different address,,NA
206,206,206,206,206,206,ce5b8c14db387dd31ac5,76610b4c4de45e7fe2e9,Alathena International Academy,Alathena International Academy Millike,0.789473684,0.918225057,0.529812943,0.319148936,1065 MCNICOLL AVE SCARBOROUGH Ontario M1W3W6,240 Alton Towers Circle Scarborough Ontario M1V3Z4,0,0.1875,0.066226618,0,5.075497734,1,1,1,1,1,False,False,False,,,different address,,NA
207,207,207,207,207,207,ce5b8c14db387dd31ac5,2834a2986b72e70efaec,Alathena International Academy,Alathena International Academy Finch W,0.789473684,0.921680743,0.388807896,0.263736264,1065 MCNICOLL AVE SCARBOROUGH Ontario M1W3W6,222 Finch Avenue West North York Ontario M2R1M6,0,0.272727273,0.261116484,0,8.766355029,1,1,1,1,1,False,False,False,,,different address,,NA
208,208,208,208,208,208,ce5b8c14db387dd31ac5,97d504fa665fd1e18bd7,Alathena International Academy,Alathena International Academy Deep Sp,0.789473684,0.904767733,0.402401623,0.282608696,1065 MCNICOLL AVE SCARBOROUGH Ontario M1W3W6,2131 Lawrence Avenue East Toronto Ontario M1R3A3,0,0.230769231,0.216506351,0,7.273738881,1,1,1,1,1,False,False,False,,,different address,,NA
209,209,209,209,209,209,ce5b8c14db387dd31ac5,45b323440b3419cdc2da,Alathena International Academy,Alathena International Academy Brimley,0.789473684,0.921680743,0.603602434,0.3125,1065 MCNICOLL AVE SCARBOROUGH Ontario M1W3W6,4386 Sheppard Avenue East Scarborough Ontario M1S1T8,0,0.230769231,0.231455025,0,5.315833079,1,1,1,1,1,False,False,False,,,different address,,NA
210,210,210,210,210,210,d02e7a703fed5c2fc16b,a349590a321f82fcf36a,Agincourt Junior Public School,North Agincourt Junior Public School,0.833333333,0.925637977,0.434885382,0.405405405,29 Lockie Ave Toronto Ontario M1S1N3,60 Moran Rd Scarborough Ontario M1S2J3,0,0.222222222,0.0,0,0.995050615,1,1,1,1,1,False,False,False,,,different address,,NA
211,211,211,211,211,211,95aaf61d7b4f30dbc097,1a6a50c25972978a2443,Thornhill Public School,Thornhill Woods Public School,0.793103448,0.913414143,0.606043215,0.517647059,7554 Yonge St Thornhill Ontario L4J1V8,341 Thornhill Woods Dr Thornhill Ontario L4J8V6,0,0.222222222,0.0,0,4.389097274,1,1,1,1,1,False,False,False,,,different address,,NA
212,212,212,212,212,212,db8584d59aff751afb3d,5052fb7fc93d9ac98f2e,St Michael the Archangel Catholic Elementary School,St Raphael the Archangel Catholic Elementary School,0.941176471,0.951269956,0.40055517,0.37037037,161 Via Campanile Vaughan Ontario L4H3J8,131 Ravineview Drive Maple Ontario L4G0M1,0,0.24137931,0.188982237,0,8.427492846,1,1,1,1,1,False,False,False,,,different address,,NA
