"SV_TAXONOMY","TAXONOMY_NAME","RG_REFERENCE","RG_NAME","SV_REFERENCE","SV_NAME","SV_DESCRIPTION","SL_REFERENCE","LC_REFERENCE","PHONE_NUMBER","WEBSITE","EMAIL_ADDRESS","WHEELCHAIR_ACCESSIBLE","LANGUAGE","HOURS","STREET_NUMBER","STREET_NAME","STREET_TYPE","STREET_DIRECTION","CITY","PROVINCE","POSTAL_CODE","LATITUDE","LONGITUDE","811_LINK"
"LN-9300","Walk In Medical Clinics","17640701","Saanich Plaza Medical Clinic","17640702","Walk-in Clinic","Provides non-emergency health care services on a walk-in basis; includes a family practice. Open weekends and evenings.","17640704","17640703","2504751101","https://saanichplaza.moneomed.com/",,"Y",,"Mon 09:00 - 20:30; Tue 09:00 - 20:30; Wed 09:00 - 20:30; Thu 09:00 - 20:30; Fri 09:00 - 20:30; Sat 09:00 - 20:30; Sun 09:00 - 20:30; Note that hours are subject to physician availability and patient volume. Clinic may stop accepting patients prior to the listed closing time.",,"","","",,,,"48.456348","-123.374168","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17640702&SiteResourceAgencyNum=17640703"
"LN-9300","Walk In Medical Clinics","17640717","Lansdowne Treatment Centre","17640718","Walk-in Clinic","Provides non-emergency health care services on a walk-in basis. Open weekends.","17640720","17640719","2505924212","https://lansdownemedicalclinic.com/",,"Y",,"Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Sat 09:00 - 14:00; Sun 09:00 - 14:00; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.",,"","","",,,,"48.445104","-123.334011","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17640718&SiteResourceAgencyNum=17640719"
"LN-9300","Walk In Medical Clinics","17640725","Commercial Drive Medical Clinic","17640726","Walk-in Clinic","Provides non-emergency health care services on a walk-in basis.","17640728","17640727","6042555922",,,"Y",,"Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Note that hours are subject to physician availability and patient volume. Clinic may stop accepting patients before the listed closing time. Closed statutory holidays.",,"","","",,,,"49.271111","-123.069667","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17640726&SiteResourceAgencyNum=17640727"
"LN-9300","Walk In Medical Clinics","17640735","Denning Health Group","17640736","Walk-in Clinic","Provides non-emergency health care services on a walk-in basis; includes a family practice. Clinics may be open evenings, weekends and or statutory holidays; see specific locations for details.","17640738","17640737","6049510885","https://www.denninghealth.ca/find-a-doctor",,"Y",,"Mon 09:00 - 20:00; Tue 09:00 - 20:00; Wed 09:00 - 20:00; Thu 09:00 - 20:00; Fri 09:00 - 20:00; Sat 08:30 - 18:00; Sun 08:30 - 14:30; Note that hours are subject to physician availability and patient volume. Clinic may stop accepting patients before the listed closing time. Statutory holiday hours may be available; call to confirm.",,"","","",,,,"49.186983","-122.845564","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17640736&SiteResourceAgencyNum=17640737"
"LN-9300","Walk In Medical Clinics","17640735","Denning Health Group","17640736","Walk-in Clinic","Provides non-emergency health care services on a walk-in basis; includes a family practice. Clinics may be open evenings, weekends and or statutory holidays; see specific locations for details.","28093075","28093049","6045828820","https://www.denninghealth.ca/find-a-doctor",,"Y",,"Mon 07:00 - 19:00; Tue 07:30 - 19:00; Wed 07:30 - 19:00; Thu 07:30 - 19:00; Fri 07:30 - 19:00; Sat 09:00 - 16:00; Sun 09:00 - 16:00; Note that hours are subject to physician availability and patient volume. Clinic may stop accepting patients before the listed closing time. Closed Christmas Day.",,"","","",,,,"49.198600","-122.780000","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17640736&SiteResourceAgencyNum=28093049"
"LN-9300","Walk In Medical Clinics","17640735","Denning Health Group","17640736","Walk-in Clinic","Provides non-emergency health care services on a walk-in basis; includes a family practice. Clinics may be open evenings, weekends and or statutory holidays; see specific locations for details.","28093077","28093052","6045430888","https://www.denninghealth.ca/find-a-doctor",,"Y",,"Mon 07:00 - 15:00; Tue 07:00 - 15:00; Wed 07:00 - 15:00; Thu 07:00 - 15:00; Fri 07:00 - 15:00; Sat 07:00 - 14:00; Sun 07:00 - 13:30; Note that hours are subject to physician availability and patient volume. Clinic may stop accepting patients before the listed closing time.",,"","","",,,,"49.161098","-122.888604","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17640736&SiteResourceAgencyNum=28093052"
"LN-9300","Walk In Medical Clinics","17640735","Denning Health Group","17640736","Walk-in Clinic","Provides non-emergency health care services on a walk-in basis; includes a family practice. Clinics may be open evenings, weekends and or statutory holidays; see specific locations for details.","28093079","28093045","6045843531","https://www.denninghealth.ca/find-a-doctor",,"Y",,"Mon 07:00 - 21:00; Tue 07:00 - 21:00; Wed 07:00 - 15:30; Thu 07:00 - 15:30; Fri 07:00 - 21:00; Sat 08:30 - 21:00; Sun 08:30 - 21:00; Note that hours are subject to physician availability and patient volume. Clinic may stop accepting patients before the listed closing time.",,"","","",,,,"49.176233","-122.865951","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17640736&SiteResourceAgencyNum=28093045"
"LN-9300","Walk In Medical Clinics","17640735","Denning Health Group","17640736","Walk-in Clinic","Provides non-emergency health care services on a walk-in basis; includes a family practice. Clinics may be open evenings, weekends and or statutory holidays; see specific locations for details.","28093081","28093063","6045579938","https://www.denninghealth.ca/find-a-doctor",,"Y",,"Mon 09:00 - 16:30; Tue 09:00 - 16:30; Wed 09:00 - 16:30; Thu 09:00 - 16:30; Fri 09:00 - 16:30; Note that hours are subject to physician availability and patient volume. Clinic may stop accepting patients before the listed closing time.",,"","","",,,,"49.049930","-122.317111","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17640736&SiteResourceAgencyNum=28093063"
"LN-9300","Walk In Medical Clinics","17640735","Denning Health Group","17640736","Walk-in Clinic","Provides non-emergency health care services on a walk-in basis; includes a family practice. Clinics may be open evenings, weekends and or statutory holidays; see specific locations for details.","28093083","28093056","6049400917","https://www.denninghealth.ca/find-a-doctor",,"Y",,"Mon 07:00 - 10:00; Tue 07:00 - 10:00; Wed 07:00 - 10:00; Thu 07:00 - 10:00; Fri 07:00 - 10:00; Sat 08:45 - 11:30; Sun 09:45 - 12:00; Note that hours are subject to physician availability and patient volume. Clinic may stop accepting patients before the listed closing time. Statutory holiday hours may be available; call to confirm.",,"","","",,,,"49.090230","-123.080931","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17640736&SiteResourceAgencyNum=28093056"
"LN-9300","Walk In Medical Clinics","17640735","Denning Health Group","17640736","Walk-in Clinic","Provides non-emergency health care services on a walk-in basis; includes a family practice. Clinics may be open evenings, weekends and or statutory holidays; see specific locations for details.","28093085","28093054","6045888181","https://www.denninghealth.ca/find-a-doctor",,"Y",,"Mon 07:00 - 15:00; Tue 07:00 - 15:00; Wed 07:00 - 15:00; Thu 07:00 - 15:00; Fri 07:00 - 13:00; Note that hours are subject to physician availability and patient volume. Clinic may stop accepting patients before the listed closing time. Clinic may be open some statutory holidays; closed Christmas Day.",,"","","",,,,"49.165450","-122.800771","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17640736&SiteResourceAgencyNum=28093054"
"LN-9300","Walk In Medical Clinics","17640739","Whistler Medical Clinic","17640740","Walk-in Clinic","Provides non-emergency health care services on a walk-in basis; includes a family practice. Open weekends and statutory holidays.","17640742","17640741","6049323977","http://whistlermedicalclinic.com/",,"Y",,"Mon 08:30 - 17:30; Tue 08:30 - 17:30; Wed 08:30 - 17:30; Thu 08:30 - 17:30; Fri 08:30 - 17:30; Sat 09:00 - 17:00; Sun 09:00 - 17:00; Note that hours are subject to physician availability and patient volume. Clinic may stop accepting patients before the listed closing time. Statutory holiday hours: 09:00 - 17:00.",,"","","",,,,"50.120046","-122.955147","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17640740&SiteResourceAgencyNum=17640741"
"LN-9300","Walk In Medical Clinics","17640743","University Village Medical","17640744","Walk-in Clinic","Provides non-emergency health care services on a walk-in basis. Clinics may be open on Saturdays; see specific location for details.","17640746","17640745","6042222273","http://www.universityvillageclinic.com/medical.html",,"Y",,"Mon 08:00 - 18:00; Tue 08:00 - 18:00; Wed 08:00 - 18:00; Thu 08:00 - 18:00; Fri 08:00 - 18:00; Sat 10:00 - 16:00; Note that hours are subject to physician availability and patient volume. Clinic may stop accepting patients before the listed closing time. Closed statutory holidays.",,"","","",,,,"49.266463","-123.242117","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17640744&SiteResourceAgencyNum=17640745"
"LN-9300","Walk In Medical Clinics","17640743","University Village Medical","17640744","Walk-in Clinic","Provides non-emergency health care services on a walk-in basis. Clinics may be open on Saturdays; see specific location for details.","58173889","58173885","6042222273","http://www.universityvillageclinic.com/medical.html",,"Y",,"Mon 08:00 - 16:00; Tue 08:00 - 16:00; Wed 08:00 - 16:00; Thu 08:00 - 16:00; Fri 08:00 - 16:00; Note that hours are subject to physician availability and patient volume. Clinic may stop accepting patients before the listed closing time. Closed statutory holidays.",,"","","",,,,"49.253464","-123.235533","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17640744&SiteResourceAgencyNum=58173885"
"LN-9300","Walk In Medical Clinics","17641018","Sullivan Medical Clinic","17641019","Walk-in Clinic","Provides non-emergency health care services on a walk-in basis; includes a family practice. Open Saturdays.","17641021","17641020","6043036342","http://www.sullivanmedicalclinic.com/services/",,"Y",,"Mon 07:00 - 17:00; Tue 07:00 - 17:00; Wed 07:00 - 17:00; Thu 07:00 - 17:00; Fri 07:00 - 17:00; Sat 09:00 - 15:00; Note that hours are subject to physician availability and patient volume. Clinic may stop accepting patients before the listed closing time. Closed statutory holidays.",,"","","",,,,"49.104505","-122.798666","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17641019&SiteResourceAgencyNum=17641020"
"LN-9300","Walk In Medical Clinics","17641389","Shoreline Medical","17641390","Walk-in Clinic","Provides non-emergency health care services on a walk-in basis; includes a family practice. Clinic hours are subject to change; call to confirm.","17641392","17641391","2506564143","https://shorelinemedical.ca/contact/",,"Y",,"Mon 08:30 - 17:00; Tue 08:30 - 17:00; Wed 08:30 - 17:00; Thu 08:30 - 17:00; Fri 08:30 - 17:00; Note that hours are subject to physician availability and patient volume. Clinic may stop accepting patients before the listed closing time.",,"","","",,,,"48.647652","-123.401503","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17641390&SiteResourceAgencyNum=17641391"
"LN-9300","Walk In Medical Clinics","17641389","Shoreline Medical","17641390","Walk-in Clinic","Provides non-emergency health care services on a walk-in basis; includes a family practice. Clinic hours are subject to change; call to confirm.","63546021","63545811","2506529191","https://shorelinemedical.ca/contact/",,"Y",,"Mon 09:00 - 12:30; Tue 09:00 - 12:30; Wed 09:00 - 12:30; Thu 09:00 - 12:30; Fri 09:00 - 12:30; Note that hours are subject to physician availability and patient volume. Clinic may stop accepting patients before the listed closing time.",,"","","",,,,"48.577122","-123.446966","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17641390&SiteResourceAgencyNum=63545811"
"LN-9300","Walk In Medical Clinics","17641393","Burnside Family Medical Clinic","17641394","Walk-in Clinic","Provides non-emergency health care services on a walk-in basis; includes a family practice. Open weekends, some evenings, and statutory holidays.","17641396","17641395","2503814353","https://www.burnsideclinic.ca/",,"Y",,"Mon 07:30 - 21:00; Tue 07:30 - 21:00; Wed 07:30 - 21:00; Thu 07:30 - 21:00; Fri 07:30 - 18:00; Sat 09:00 - 18:00; Sun 09:00 - 18:00; Clinic hours may vary due to patient volume and physician availability; call to confirm. Statutory holidays hours: 09:00 - 18:00",,"","","",,,,"48.450810","-123.387382","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17641394&SiteResourceAgencyNum=17641395"
"LN-9300","Walk In Medical Clinics","17642109","Saik'uz First Nation","17642113","Walk-in Clinic","Provides non-emergency health care services on a walk-in basis.","55244054","55244028","2505679773","https://www.saikuz.com/departments/health-centre",,"Y",,"Mon 08:30 - 16:00; Tue 08:30 - 16:00; Wed 08:30 - 16:00; Thu 08:30 - 16:00; Fri 08:30 - 16:00; Note that hours are subject to physician availability and patient volume. Clinic may stop accepting patients before the listed closing time. Closed statutory holidays.",,"","","",,,,"53.941923","-124.102601","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17642113&SiteResourceAgencyNum=55244028"
"LN-9300","Walk In Medical Clinics","17642168","Archway Community Services","17642175","Abbotsford Youth Health Centre","Provides youth with general health walk-in services in a youth-friendly, safe, confidential and non-judgmental environment. The centre helps youth connect with the support and help available in the community, recognize high-risk behaviours, and empower them to be active participants in their health care. Services include general health care, STI testing and treatment, birth control, counselling, mental health and substance use support, peer support, and access to social services.","17642177","17642176","6047463392","http://ayhc.ca/","info@ayhc.ca","Y",,"Tue 15:00 - 19:00; Wed 15:00 - 18:00; Thu 15:00 - 18:00;",,"","","",,,,"49.053349","-122.323080","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17642175&SiteResourceAgencyNum=17642176"
"LN-9300","Walk In Medical Clinics","17642961","Hillside Medical Clinic","17642962","Walk-in Clinic","Provides non-emergency health care services on a walk-in basis; includes a family practice. Open weekends and statutory holidays.","17642964","17642963","2507636322","https://www.evolvealliedhealth.ca/locations",,"Y",,"Mon 09:00 - 16:00; Tue 09:00 - 16:00; Wed 09:00 - 16:00; Thu 09:00 - 16:00; Fri 09:00 - 16:00; Sat 09:00 - 14:00; Note that hours are subject to physician availability and patient volume. Clinic may stop accepting patients before the listed closing time. Statutory holiday hours: 09:00 - 14:00.",,"","","",,"BC",,"49.901555","-119.453356","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17642962&SiteResourceAgencyNum=17642963"
"LN-9300","Walk In Medical Clinics","17648936","Vancouver Coastal Health","17648974","UBC Student Health Services","Provides non-emergency health care services on a walk-in basis to registered UBC students.","17648976","17648975","6048227011","https://students.ubc.ca/health/student-health-service","student.health@ubc.ca","Y",,"Mon 08:00 - 16:00; Tue 08:00 - 16:00; Wed 08:00 - 20:00; Thu 08:00 - 16:00; Fri 08:00 - 16:00;",,"","","",,,,"49.264671","-123.244259","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17648974&SiteResourceAgencyNum=17648975"
"LN-9300","Walk In Medical Clinics","17652139","Northern Health","17653501","Walk-in Clinic","Provides non-emergency health care services on a walk-in basis. Clinic hours are subject to change; call to confirm.","17653502","17652205","2505669138","https://www.northernhealth.ca/locations/medical-clinics/valemount-health-centre",,"Y",,"Mon 08:40 - 11:00; Tue 08:40 - 11:00; Wed 08:40 - 11:00; Thu 08:40 - 11:00; Fri 08:40 - 11:00; Note that hours are subject to physician availability and patient volume. Clinic may stop accepting patients before the listed closing time. Closed statutory holidays.",,"","","",,,,"52.832060","-119.270254","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653501&SiteResourceAgencyNum=17652205"
"LN-9300","Walk In Medical Clinics","17652139","Northern Health","17653501","Walk-in Clinic","Provides non-emergency health care services on a walk-in basis. Clinic hours are subject to change; call to confirm.","24527348","17652305","2506517677","https://www.northernhealth.ca/locations/health-units/atlin-heath-centre",,"Y",,"Mon 09:00 - 16:00; Tue 09:00 - 16:00; Wed 09:00 - 16:00; Thu 09:00 - 16:00; Fri 09:00 - 16:00; Note that hours are subject to physician availability and patient volume. Clinic may stop accepting patients before the listed closing time. Closed statutory holidays and for lunch 12:00 - 13:00.",,"","","",,,,"59.574828","-133.704315","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653501&SiteResourceAgencyNum=17652305"
"LN-9300","Walk In Medical Clinics","17652139","Northern Health","17653501","Walk-in Clinic","Provides non-emergency health care services on a walk-in basis. Clinic hours are subject to change; call to confirm.","65917365","17652164","2506264702",,,"Y",,"Clinic opens at 08:00, at which time names are taken for the day. Note that hours are subject to physician availability and patient volume. Closed statutory holidays.",,"","","",,,,"54.012317","-132.151708","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653501&SiteResourceAgencyNum=17652164"
"LN-9300","Walk In Medical Clinics","17655062","Canway Medical Centre","17655063","Walk-in Clinic","Provides non-emergency health care services on a walk-in basis; includes a family practice. Open Saturdays.","17655065","17655064","6044288123","https://www.canwaymedicalcentre.ca/",,"Y",,"Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 15:00; Sat 09:00 - 15:00; Note that hours are subject to physician availability and patient volume. Clinic may stop accepting patients before the listed closing time. Closed statutory holidays.",,"","","",,,,"49.254122","-122.989460","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17655063&SiteResourceAgencyNum=17655064"
"LN-9300","Walk In Medical Clinics","17655079","Care Point Medical and Wellness Clinics","17655143","Walk-in Clinic","Provides non-emergency health care services on a walk-in basis. Clinics may be open some evenings, weekends, and or statutory holidays; see specific locations for details.","17655144","17655087","6042545554","https://www.carepoint.ca/commercial-drive-vancouver/",,"Y",,"Mon 09:00 - 16:00; Tue 09:00 - 16:00; Wed 09:00 - 16:00; Thu 09:00 - 16:00; Fri 09:00 - 16:00; Sat 09:00 - 14:00; Sun 09:00 - 14:00; Note that hours are subject to physician availability and patient volume. Clinic may stop accepting patients before the listed closing time. Statutory holiday hours: 09:00 - 14:00.",,"","","",,,,"49.270184","-123.069821","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17655143&SiteResourceAgencyNum=17655087"
"LN-9300","Walk In Medical Clinics","17655079","Care Point Medical and Wellness Clinics","17655143","Walk-in Clinic","Provides non-emergency health care services on a walk-in basis. Clinics may be open some evenings, weekends, and or statutory holidays; see specific locations for details.","17655145","17655095","6044360800","https://www.carepoint.ca/joyce-street-vancouver/",,"Y",,"Mon 09:00 - 20:00; Tue 09:00 - 20:00; Wed 09:00 - 20:00; Thu 09:00 - 14:00; Fri 09:00 - 20:00; Sat 09:00 - 18:00; Sun 10:00 - 16:00; Note that hours are subject to physician availability and patient volume. Clinic may stop accepting patients before the listed closing time. Statutory holiday hours: 10:00 - 16:00.",,"","","",,,,"49.237824","-123.032060","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17655143&SiteResourceAgencyNum=17655095"
"LN-9300","Walk In Medical Clinics","17655079","Care Point Medical and Wellness Clinics","17655143","Walk-in Clinic","Provides non-emergency health care services on a walk-in basis. Clinics may be open some evenings, weekends, and or statutory holidays; see specific locations for details.","17655148","17655085","6049159517","https://www.carepoint.ca/davie-street-vancouver/",,"Y",,"Mon 08:00 - 20:00; Tue 08:00 - 20:00; Wed 08:00 - 20:00; Thu 08:00 - 20:00; Fri 09:00 - 17:00; Sat 09:00 - 17:00; Sun 09:00 - 15:00; Note that hours are subject to physician availability and patient volume. Clinic may stop accepting patients before the listed closing time. Statutory holiday hours: 09:00 - 15:00.",,"","","",,,,"49.280813","-123.131466","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17655143&SiteResourceAgencyNum=17655085"
"LN-9300","Walk In Medical Clinics","17655079","Care Point Medical and Wellness Clinics","17655143","Walk-in Clinic","Provides non-emergency health care services on a walk-in basis. Clinics may be open some evenings, weekends, and or statutory holidays; see specific locations for details.","17655149","17655101","6045231166","https://www.carepoint.ca/westminster-centre/",,"Y",,"Mon 08:00 - 18:00; Tue 08:00 - 18:00; Wed 08:00 - 18:00; Thu 08:00 - 18:00; Fri 08:00 - 18:00; Sat 09:00 - 17:00; Sun 10:00 - 15:00; Note that hours are subject to physician availability and patient volume. Clinic may stop accepting patients before the listed closing time. Statutory holiday hours: 09:00 - 15:00.",,"","","",,,,"49.212620","-122.919692","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17655143&SiteResourceAgencyNum=17655101"
