"SV_TAXONOMY","TAXONOMY_NAME","RG_REFERENCE","RG_NAME","SV_REFERENCE","SV_NAME","SV_DESCRIPTION","SL_REFERENCE","LC_REFERENCE","PHONE_NUMBER","WEBSITE","EMAIL_ADDRESS","WHEELCHAIR_ACCESSIBLE","LANGUAGE","HOURS","STREET_NUMBER","STREET_NAME","STREET_TYPE","STREET_DIRECTION","CITY","PROVINCE","POSTAL_CODE","LATITUDE","LONGITUDE","811_LINK"
"LL-3000","Hospitals","17646543","Interior Health Authority","17691150","Boundary District Hospital","Provides community hospital services","17691160","17647135","2504432100","https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=Boundary%20District%20Hospital&svc=&ploc=",,"Y",,"Open visiting hours; after 20:00 visitors must use main hospital entrance and check-in with the front desk.",,"","","",,"BC",,"49.030363","-118.467838","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17691150&SiteResourceAgencyNum=17647135"
"LL-3000","Hospitals","17646543","Interior Health Authority","17691179","Cariboo Memorial Hospital and Health Centre","Provides community hospital services","17691199","17646585","2503924411","https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=Cariboo%20Memorial%20Hospital&svc=&ploc=",,"Y",,"Visiting hours: 12:00 - 20:00 daily",,"","","",,,,"52.137421","-122.143656","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17691179&SiteResourceAgencyNum=17646585"
"LL-3000","Hospitals","17646543","Interior Health Authority","17691211","Dr. Helmcken Memorial Hospital","Provides community hospital services","17691213","17646548","2506742244","https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=Dr.%20Helmcken%20Memorial%20Hospital&svc=&ploc=",,"Y",,"Visiting hours: 14:00 - 20:00 daily",,"","","",,,,"51.646945","-120.018229","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17691211&SiteResourceAgencyNum=17646548"
"LL-3000","Hospitals","17646543","Interior Health Authority","17691430","East Kootenay Regional Hospital","Provides community hospital services","17691436","17646893","2504265281","https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=East%20Kootenay%20Regional%20Hospital&svc=&ploc=",,"Y",,"Visiting hours: 13:00 - 20:00 daily; maternity visiting hours: 18:00 - 20:00 daily.",,"","","",,,,"49.512483","-115.748688","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17691430&SiteResourceAgencyNum=17646893"
"LL-3000","Hospitals","17646543","Interior Health Authority","17691446","Elk Valley Hospital","Provides community hospital services","17691448","17646590","2504234453","https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=Elk%20Valley%20Hospital&svc=&ploc=",,"Y",,"Visiting hours: 14:00 - 20:00 daily",,"","","",,"BC",,"49.512840","-115.056600","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17691446&SiteResourceAgencyNum=17646590"
"LL-3000","Hospitals","17646543","Interior Health Authority","17691557","Golden and District Hospital","Provides community hospital services","17691560","17647105","2503445271","https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=Golden%20%and%%20District%20Hospital&svc=&ploc=",,"Y",,"Visiting hours: 11:00 - 20:00 daily; maternity visiting hours: 14:00 - 20:00 daily.",,"","","",,,,"51.296527","-116.966604","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17691557&SiteResourceAgencyNum=17647105"
"LL-3000","Hospitals","17646543","Interior Health Authority","17691571","Invermere and District Hospital","Provides community hospital services","17691573","17647103","2503429201","https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=Invermere%20%and%%20District%20Hospital&svc=&ploc=",,"Y",,"Visiting hours: 11:00 - 20:00 daily; maternity visiting hours: 14:00 - 20:00 daily.",,"","","",,,,"50.506441","-116.032224","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17691571&SiteResourceAgencyNum=17647103"
"LL-3000","Hospitals","17646543","Interior Health Authority","17691577","Kootenay Boundary Regional Hospital","Provides community hospital services","17691582","17646551","2503683311","https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=Kootenay%20Boundary%20Regional%20Hospital&svc=&ploc=",,"Y",,"Open visiting hours; after 20:00 visitors must use main hospital entrance and check-in with the front desk.",,"","","",,,,"49.103180","-117.701470","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17691577&SiteResourceAgencyNum=17646551"
"LL-3000","Hospitals","17646543","Interior Health Authority","17691592","Kootenay Lake Hospital","Provides community hospital services","17691594","17646896","2503523111","https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=Kootenay%20Lake%20Hospital&svc=&ploc=",,"Y",,"Open visiting hours; after 20:00 visitors must use emergency department entrance",,"","","",,,,"49.495025","-117.284817","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17691592&SiteResourceAgencyNum=17646896"
"LL-3000","Hospitals","17646543","Interior Health Authority","17992291","Nicola Valley Hospital and Health Centre","Provides community hospital services","17691635","17646747","2503782242","https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=Nicola%20Valley%20Hospital%20and%20Health%20Centre&svc=&ploc=",,"Y",,"",,"","","",,"BC",,"50.121468","-120.771016","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992291&SiteResourceAgencyNum=17646747"
"LL-3000","Hospitals","17646543","Interior Health Authority","17992305","Shuswap Lake General Hospital","Provides community hospital services","17691881","17647118","2508333600","https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=Shuswap%20Lake%20General%20Hospital&svc=&ploc=",,"Y",,"",,"","","",,"BC",,"50.704586","-119.274422","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992305&SiteResourceAgencyNum=17647118"
"LL-3000","Hospitals","17646543","Interior Health Authority","17992311","Royal Inland Hospital","Provides community hospital services","17691856","17646898","2503745111","https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=Royal%20Inland%20Hospital&svc=&ploc=",,"Y",,"Open visiting hours; after 20:00 visitors must use main hospital entrance and check-in with security",,"","","",,,,"50.671418","-120.334025","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992311&SiteResourceAgencyNum=17646898"
"LL-3000","Hospitals","17646543","Interior Health Authority","17992313","Lillooet Hospital and Health Centre","Provides community hospital services","17691622","17646943","2502564233","https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=Lillooet%20Hospital%20%and%%20Health%20Centre&svc=&ploc=",,"Y",,"",,"","","",,,,"50.689254","-121.939063","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992313&SiteResourceAgencyNum=17646943"
"LL-3000","Hospitals","17646543","Interior Health Authority","17992318","Queen Victoria Hospital and Health Centre","Provides community hospital services","17691837","17646569","2508372131","https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=Queen%20Victoria%20Hospital&svc=&ploc=",,"Y",,"",,"","","",,,,"50.976799","-118.191902","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992318&SiteResourceAgencyNum=17646569"
"LL-3000","Hospitals","17646543","Interior Health Authority","17992321","South Okanagan General Hospital","Provides community hospital services","17691921","17647101","2504985000","https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=South%20Okanagan%20General%20Hospital&svc=&ploc=",,"Y",,"Visiting hours: 12:00 - 20:00 daily",,"","","",,"BC",,"49.184285","-119.538410","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992321&SiteResourceAgencyNum=17647101"
"LL-3000","Hospitals","17646543","Interior Health Authority","17992328","Vernon Jubilee Hospital","Provides community hospital services","17691958","17646580","2505452211","https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=Vernon%20Jubilee%20Hospital&svc=&ploc=",,"Y",,"Open visiting hours",,"","","",,"BC",,"50.256925","-119.273751","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992328&SiteResourceAgencyNum=17646580"
"LL-3000","Hospitals","17646543","Interior Health Authority","17992329","Kelowna General Hospital","Provides community hospital services","17690851","17646738","2508624000","https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=Kelowna%20General%20Hospital&svc=&ploc=",,"Y",,"Open visiting hours; after 20:00 visitors must use main Centennial building entrance and check-in with security",,"","","",,"BC",,"49.873281","-119.491273","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992329&SiteResourceAgencyNum=17646738"
"LL-3000","Hospitals","17646543","Interior Health Authority","17992335","Creston Valley Hospital and Health Centre","Provides community hospital services","17691972","17647098","2504282286","https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=Creston%20Valley%20Hospital%20%and%%20Health%20Centre&svc=&ploc=",,"Y",,"Visiting hours: 11:00 - 20:00 daily",,"","","",,,,"49.098702","-116.508309","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992335&SiteResourceAgencyNum=17647098"
"LL-3000","Hospitals","17646543","Interior Health Authority","17992348","Penticton Regional Hospital","Provides community hospital services","17691646","17646582","2504924000","https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=Penticton%20Regional%20Hospital&svc=&ploc=",,"Y",,"Open visiting hours",,"","","",,,,"49.482657","-119.578687","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992348&SiteResourceAgencyNum=17646582"
"LL-3000","Hospitals","17646543","Interior Health Authority","17992350","Princeton General Hospital","Provides community hospital services","17691662","17647096","2502953233","https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=Princeton%20General%20Hospital&svc=&ploc=",,"Y",,"Open visiting hours",,"","","",,"BC",,"49.453436","-120.526235","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992350&SiteResourceAgencyNum=17647096"
"LL-3000","Hospitals","17648936","Vancouver Coastal Health","17690807","Vancouver General Hospital - Leon Judah Blackmore Pavilion","Provides community hospital services and specialized health care services to residents in Vancouver and across the province. The emergency department assess and treats patients aged 17 and over. Children aged 16 and under should go to BC Children's Hospital.","17690827","17649184","6048754111","http://www.vch.ca/Locations-Services/result?res_id=644",,"N",,"Open visiting hours; number of visitors and length of visits may be limited based on patient or unit needs.",,"","","",,,,"49.260542","-123.122823","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17690807&SiteResourceAgencyNum=17649184"
"LL-3000","Hospitals","17648936","Vancouver Coastal Health","17690807","Vancouver General Hospital - Banfield Pavilion","Provides community hospital services and specialized health care services to residents in Vancouver and across the province. The emergency department assess and treats patients aged 17 and over. Children aged 16 and under should go to BC Children's Hospital.","17691296","17649018","6048754111","http://www.vch.ca/Locations-Services/result?res_id=644",,"Y",,"Open visiting hours; number of visitors and length of visits may be limited based on patient or unit needs.",,"","","",,,,"49.260669","-123.117598","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17690807&SiteResourceAgencyNum=17649018"
"LL-3000","Hospitals","17648936","Vancouver Coastal Health","17690807","Vancouver General Hospital - Gordon and Leslie Diamond Health Care Centre","Provides community hospital services and specialized health care services to residents in Vancouver and across the province. The emergency department assess and treats patients aged 17 and over. Children aged 16 and under should go to BC Children's Hospital.","17691298","17648972","6048754111","http://www.vch.ca/Locations-Services/result?res_id=644",,"Y",,"Open visiting hours; number of visitors and length of visits may be limited based on patient or unit needs.",,"","","",,,,"49.261187","-123.125655","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17690807&SiteResourceAgencyNum=17648972"
"LL-3000","Hospitals","17648936","Vancouver Coastal Health","17690807","Vancouver General Hospital - Health Centre","Provides community hospital services and specialized health care services to residents in Vancouver and across the province. The emergency department assess and treats patients aged 17 and over. Children aged 16 and under should go to BC Children's Hospital.","17691300","17649004","6048754111","http://www.vch.ca/Locations-Services/result?res_id=644",,"Y",,"Open visiting hours; number of visitors and length of visits may be limited based on patient or unit needs.",,"","","",,,,"49.260520","-123.120849","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17690807&SiteResourceAgencyNum=17649004"
"LL-3000","Hospitals","17648936","Vancouver Coastal Health","17690807","Vancouver General Hospital - Jim Pattison Pavilion","Provides community hospital services and specialized health care services to residents in Vancouver and across the province. The emergency department assess and treats patients aged 17 and over. Children aged 16 and under should go to BC Children's Hospital.","17691302","17648978","6048754111","http://www.vch.ca/Locations-Services/result?res_id=644",,"Y",,"Open visiting hours; number of visitors and length of visits may be limited based on patient or unit needs.",,"","","",,,,"49.260558","-123.124094","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17690807&SiteResourceAgencyNum=17648978"
"LL-3000","Hospitals","17648936","Vancouver Coastal Health","17690807","Vancouver General Hospital - Willow Pavilion","Provides community hospital services and specialized health care services to residents in Vancouver and across the province. The emergency department assess and treats patients aged 17 and over. Children aged 16 and under should go to BC Children's Hospital.","17691308","17650165","6048754111","http://www.vch.ca/Locations-Services/result?res_id=644",,"Y",,"Open visiting hours; number of visitors and length of visits may be limited based on patient or unit needs.",,"","","",,,,"49.260510","-123.122000","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17690807&SiteResourceAgencyNum=17650165"
"LL-3000","Hospitals","17648936","Vancouver Coastal Health","17992304","Powell River General Hospital","Provides community hospital services.","17690987","17648993","6044853211","http://www.vch.ca/Locations-Services/result?res_id=655",,"N",,"Open visiting hours; number of visitors and length of visits may be limited based on patient or unit needs.",,"","","",,,,"49.851072","-124.520727","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992304&SiteResourceAgencyNum=17648993"
"LL-3000","Hospitals","17648936","Vancouver Coastal Health","17992323","Sechelt Hospital","Provides community hospital services.","17957449","17648998","6048852224","http://www.vch.ca/Locations-Services/result?res_id=648",,"N",,"Mon 11:00 - 20:00; Tue 11:00 - 20:00; Wed 11:00 - 20:00; Thu 11:00 - 20:00; Fri 11:00 - 20:00; Sat 11:00 - 20:00; Sun 11:00 - 20:00; Number of visitors and length of visits may be limited based on patient or unit needs.",,"","","",,,,"49.475307","-123.749159","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992323&SiteResourceAgencyNum=17648998"
"LL-3000","Hospitals","17648936","Vancouver Coastal Health","17992326","Lions Gate Hospital","Provides community hospital services.","17950503","17648961","6049883131","http://www.vch.ca/locations-services/result?res_id=1244",,"N",,"Mon 11:00 - 20:00; Tue 11:00 - 20:00; Wed 11:00 - 20:00; Thu 11:00 - 20:00; Fri 11:00 - 20:00; Visiting hours may change, call ahead for more information.",,"","","",,,,"49.320214","-123.068318","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992326&SiteResourceAgencyNum=17648961"
"LL-3000","Hospitals","17648936","Vancouver Coastal Health","17992331","R.W. Large Memorial Hospital","Provides community hospital services.","17974814","17648966","2509572314","http://www.vch.ca/Locations-Services/result?res_id=1353",,"Y",,"Open visiting hours; number of visitors and length of visits may be limited based on patient or unit needs.",,"","","",,,,"52.160187","-128.143874","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992331&SiteResourceAgencyNum=17648966"
"LL-3000","Hospitals","17648936","Vancouver Coastal Health","17992332","UBC Hospital - Detwiller Pavilion","Provides community hospital services.","17691798","17649316","6048227121","http://www.vch.ca/Locations-Services/result?res_id=652",,"Y",,"Open visiting hours; number of visitors and length of visits may be limited based on patient or unit needs.",,"","","",,,,"49.264575","-123.244143","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992332&SiteResourceAgencyNum=17649316"
"LL-3000","Hospitals","17648936","Vancouver Coastal Health","17992332","UBC Hospital - Koerner Pavilion","Provides community hospital services.","17691800","17648975","6048227121","http://www.vch.ca/Locations-Services/result?res_id=652",,"Y",,"Mon 08:00 - 22:00; Tue 08:00 - 22:00; Wed 08:00 - 22:00; Thu 08:00 - 22:00; Fri 08:00 - 22:00; Sat 08:00 - 22:00; Sun 08:00 - 22:00; Urgent Care Centre Hours listed. Open visiting hours, number of visitors and length of visits may be limited based on patient or unit needs.",,"","","",,,,"49.264671","-123.244259","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992332&SiteResourceAgencyNum=17648975"
"LL-3000","Hospitals","17648936","Vancouver Coastal Health","17992332","UBC Hospital - Purdy Pavilion","Provides community hospital services.","17691802","17649076","6048227121","http://www.vch.ca/Locations-Services/result?res_id=652",,"Y",,"Open visiting hours; number of visitors and length of visits may be limited based on patient or unit needs.",,"","","",,,,"49.264547","-123.244155","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992332&SiteResourceAgencyNum=17649076"
"LL-3000","Hospitals","17648936","Vancouver Coastal Health","17992339","Squamish General Hospital","Provides community hospital services.","17974776","17649260","6048925211","http://www.vch.ca/Locations-Services/result?res_id=1338",,"Y",,"Mon 12:00 - 20:00; Tue 12:00 - 20:00; Wed 12:00 - 20:00; Thu 12:00 - 20:00; Fri 12:00 - 20:00; Sat 12:00 - 20:00; Sun 12:00 - 20:00; Number of visitors and length of visits may be limited based on patient or unit needs.",,"","","",,,,"49.700092","-123.140086","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992339&SiteResourceAgencyNum=17649260"
"LL-3000","Hospitals","17648936","Vancouver Coastal Health","17992340","Richmond Hospital","Provides community hospital services.","17964841","17648995","","http://www.vch.ca/Locations-Services/result?res_id=1",,"N",,"Mon 10:00 - 20:00; Tue 10:00 - 20:00; Wed 10:00 - 20:00; Thu 10:00 - 20:00; Fri 10:00 - 20:00; Sat 10:00 - 20:00; Sun 10:00 - 20:00; Number of visitors and length of visits may be limited based on patient or unit needs.",,"","","",,,,"49.170162","-123.147547","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992340&SiteResourceAgencyNum=17648995"
