"SV_TAXONOMY","TAXONOMY_NAME","RG_REFERENCE","RG_NAME","SV_REFERENCE","SV_NAME","SV_DESCRIPTION","SL_REFERENCE","LC_REFERENCE","PHONE_NUMBER","WEBSITE","EMAIL_ADDRESS","WHEELCHAIR_ACCESSIBLE","LANGUAGE","HOURS","STREET_NUMBER","STREET_NAME","STREET_TYPE","STREET_DIRECTION","CITY","PROVINCE","POSTAL_CODE","LATITUDE","LONGITUDE","811_LINK"
"LH-6600","Pharmacies","17636377","THE DRUGStore PHARMACY","17636378","Pharmacy Services","Provides pharmacy services for individuals to obtain, understand, and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.","17636404","17636403","2505676005","https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome",,"Y",,"Mon 09:30 - 17:30; Tue 09:30 - 17:30; Wed 09:30 - 17:30; Thu 09:30 - 17:30; Fri 09:30 - 17:30;",,"","","",,,,"54.012112","-124.008173","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17636378&SiteResourceAgencyNum=17636403"
"LH-6600","Pharmacies","17636377","THE DRUGStore PHARMACY","17636378","Pharmacy Services","Provides pharmacy services for individuals to obtain, understand, and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.","17636406","17636405","2504425360","https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome",,"Y",,"Mon 09:00 - 17:30; Tue 09:00 - 17:30; Wed 09:00 - 17:30; Thu 09:00 - 17:30; Fri 09:00 - 17:30; Sat 9:30 - 13:00;",,"","","",,,,"49.023856","-118.470660","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17636378&SiteResourceAgencyNum=17636405"
"LH-6600","Pharmacies","17636377","THE DRUGStore PHARMACY","17636378","Pharmacy Services","Provides pharmacy services for individuals to obtain, understand, and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.","17636408","17636407","6048986818","https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome",,"N",,"Mon 09:00 - 20:00; Tue 09:00 - 20:00; Wed 09:00 - 20:00; Thu 09:00 - 20:00; Fri 09:00 - 20:00; Sat 10:00 - 18:00; Sun 10:00 - 18:00;",,"","","",,,,"49.740643","-123.134860","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17636378&SiteResourceAgencyNum=17636407"
"LH-6600","Pharmacies","17636377","THE DRUGStore PHARMACY","17636378","Pharmacy Services","Provides pharmacy services for individuals to obtain, understand, and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.","17636410","17636409","2507472812","https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome",,"Y",,"Mon 09:00 - 20:00; Tue 09:00 - 20:00; Wed 09:00 - 20:00; Thu 09:00 - 20:00; Fri 09:00 - 20:00; Sat 09:00 - 18:00; Sun 10:00 - 18:00;",,"","","",,,,"52.964567","-122.442970","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17636378&SiteResourceAgencyNum=17636409"
"LH-6600","Pharmacies","17636377","THE DRUGStore PHARMACY","17636378","Pharmacy Services","Provides pharmacy services for individuals to obtain, understand, and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.","17636412","17636411","2503782431","https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome",,"Y",,"Tue 09:00 - 20:00; Wed 09:00 - 20:00; Thu 09:00 - 20:00; Fri 09:00 - 20:00; Sat 09:00 - 18:00; Sun 10:00 - 18:00;",,"","","",,,,"50.121884","-120.763799","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17636378&SiteResourceAgencyNum=17636411"
"LH-6600","Pharmacies","17636377","THE DRUGStore PHARMACY","17636378","Pharmacy Services","Provides pharmacy services for individuals to obtain, understand, and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.","17636415","17636414","6048244235","https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome",,"Y",,"Mon 11:00 - 17:00; Tue 09:00 - 21:00; Wed 09:00 - 21:00; Thu 09:00 - 21:00; Fri 09:00 - 21:00; Sat 09:00 - 20:00; Sun 09:00 - 20:00;",,"","","",,,,"48.424644","-123.366840","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17636378&SiteResourceAgencyNum=17636414"
"LH-6600","Pharmacies","17636377","THE DRUGStore PHARMACY","17636378","Pharmacy Services","Provides pharmacy services for individuals to obtain, understand, and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.","17636418","17636417","2507077015","https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome",,"Y",,"Mon 11:00 - 17:00; Tue 09:00 - 22:00; Wed 09:00 - 22:00; Thu 09:00 - 22:00; Fri 09:00 - 22:00; Sat 09:00 - 19:00; Sun 09:00 - 19:00;",,"","","",,,,"49.840972","-119.611480","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17636378&SiteResourceAgencyNum=17636417"
"LH-6600","Pharmacies","17636377","THE DRUGStore PHARMACY","17636378","Pharmacy Services","Provides pharmacy services for individuals to obtain, understand, and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.","17636421","17636420","2503123326","https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome",,"Y",,"Mon 09:00 - 21:00; Tue 09:00 - 21:00; Wed 09:00 - 21:00; Thu 09:00 - 21:00; Fri 09:00 - 21:00; Sat 09:00 - 18:00; Sun 09:00 - 18:00;",,"","","",,,,"50.697683","-120.361514","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17636378&SiteResourceAgencyNum=17636420"
"LH-6600","Pharmacies","17636377","THE DRUGStore PHARMACY","17636378","Pharmacy Services","Provides pharmacy services for individuals to obtain, understand, and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.","17636423","17636422","6045763126","https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome",,"N",,"Mon 09:00 - 20:00; Tue 09:00 - 20:00; Wed 09:00 - 20:00; Thu 09:00 - 20:00; Fri 09:00 - 20:00; Sat 09:00 - 18:00; Sun 10:00 - 18:00;",,"","","",,,,"49.125089","-122.704649","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17636378&SiteResourceAgencyNum=17636422"
"LH-6600","Pharmacies","17636377","THE DRUGStore PHARMACY","17636378","Pharmacy Services","Provides pharmacy services for individuals to obtain, understand, and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.","17636425","17636424","2503052158","https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome",,"Y",,"Mon 09:00 - 18:00; Tue 09:00 - 18:00; Wed 09:00 - 18:00; Thu 09:00 - 18:00; Fri 09:00 - 18:00; Sat 10:00 - 14:00;",,"","","",,,,"52.117219","-122.131212","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17636378&SiteResourceAgencyNum=17636424"
"LH-6600","Pharmacies","17636377","THE DRUGStore PHARMACY","17636378","Pharmacy Services","Provides pharmacy services for individuals to obtain, understand, and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.","17636427","17636426","6049833332","https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome",,"Y",,"Mon 09:00 - 21:00; Tue 09:00 - 21:00; Wed 09:00 - 21:00; Thu 09:00 - 21:00; Fri 09:00 - 21:00; Sat 09:00 - 18:00; Sun 10:00 - 18:00;",,"","","",,,,"49.323963","-123.072229","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17636378&SiteResourceAgencyNum=17636426"
"LH-6600","Pharmacies","17636377","THE DRUGStore PHARMACY","17636378","Pharmacy Services","Provides pharmacy services for individuals to obtain, understand, and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.","17636429","17636428","2509601335","https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome",,"Y",,"Mon 11:00 - 17:00; Tue 08:00 - 21:00; Wed 08:00 - 21:00; Thu 08:00 - 21:00; Fri 08:00 - 21:00; Sat 09:00 - 19:00; Sun 09:00 - 18:00;",,"","","",,,,"53.887457","-122.769326","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17636378&SiteResourceAgencyNum=17636428"
"LH-6600","Pharmacies","17636377","THE DRUGStore PHARMACY","17636378","Pharmacy Services","Provides pharmacy services for individuals to obtain, understand, and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.","17636431","17636430","2503818266","https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome",,"Y",,"Mon 09:00 - 18:30; Tue 09:00 - 18:30; Wed 09:00 - 18:30; Thu 09:00 - 18:30; Fri 09:00 - 18:30; Sat 09:00 - 17:00; Sun 10:00 - 17:00;",,"","","",,,,"48.433834","-123.396814","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17636378&SiteResourceAgencyNum=17636430"
"LH-6600","Pharmacies","17636377","THE DRUGStore PHARMACY","17636378","Pharmacy Services","Provides pharmacy services for individuals to obtain, understand, and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.","17636433","17636432","2502604558","https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome",,"Y",,"Mon 09:00 - 20:00; Tue 09:00 - 20:00; Wed 09:00 - 20:00; Thu 09:00 - 20:00; Fri 09:00 - 20:00; Sat 09:00 - 18:00; Sun 10:00 - 18:00;",,"","","",,,,"50.260914","-119.276442","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17636378&SiteResourceAgencyNum=17636432"
"LH-6600","Pharmacies","17636377","THE DRUGStore PHARMACY","17636378","Pharmacy Services","Provides pharmacy services for individuals to obtain, understand, and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.","17636435","17636434","2506921987","https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome",,"Y",,"Mon 09:30 - 18:00; Tue 09:30 - 18:00; Wed 09:30 - 18:00; Thu 09:30 - 18:00; Fri 09:30 - 18:00; Sat 10:00 - 15:00;",,"","","",,,,"54.226714","-125.759919","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17636378&SiteResourceAgencyNum=17636434"
"LH-6600","Pharmacies","17636377","THE DRUGStore PHARMACY","17636378","Pharmacy Services","Provides pharmacy services for individuals to obtain, understand, and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.","17636437","17636436","6047405765","https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome",,"N",,"Mon 09:00 - 21:00; Tue 09:00 - 21:00; Wed 09:00 - 21:00; Thu 09:00 - 21:00; Fri 09:00 - 21:00; Sat 09:00 - 18:00; Sun 10:00 - 18:00;",,"","","",,,,"49.473169","-123.754674","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17636378&SiteResourceAgencyNum=17636436"
"LH-6600","Pharmacies","17636377","THE DRUGStore PHARMACY","17636378","Pharmacy Services","Provides pharmacy services for individuals to obtain, understand, and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.","17636439","17636438","2507231624","https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome",,"Y",,"Tue 09:00 - 20:00; Wed 09:00 - 20:00; Thu 09:00 - 20:00; Fri 09:00 - 20:00; Sat 09:00 - 18:00; Sun 10:00 - 18:00;",,"","","",,,,"49.266135","-124.783321","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17636378&SiteResourceAgencyNum=17636438"
"LH-6600","Pharmacies","17636377","THE DRUGStore PHARMACY","17636378","Pharmacy Services","Provides pharmacy services for individuals to obtain, understand, and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.","17636441","17636440","2503716435","https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome",,"N",,"Mon 11:00 - 17:00; Tue 09:00 - 21:00; Wed 09:00 - 21:00; Thu 09:00 - 21:00; Fri 09:00 - 21:00; Sat 09:00 - 19:00; Sun 09:00 - 19:00;",,"","","",,,,"50.669103","-120.356233","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17636378&SiteResourceAgencyNum=17636440"
"LH-6600","Pharmacies","17636377","THE DRUGStore PHARMACY","17636378","Pharmacy Services","Provides pharmacy services for individuals to obtain, understand, and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.","17636443","17636442","2504233264","https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome",,"Y",,"Mon 09:00 - 19:00; Tue 09:00 - 19:00; Wed 09:00 - 19:00; Thu 09:00 - 19:00; Fri 09:00 - 19:00; Sat 09:00 - 18:00; Sun 10:00 - 18:00;",,"","","",,,,"49.515523","-115.060466","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17636378&SiteResourceAgencyNum=17636442"
"LH-6600","Pharmacies","17636377","THE DRUGStore PHARMACY","17636378","Pharmacy Services","Provides pharmacy services for individuals to obtain, understand, and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.","17636445","17636444","2507852527","https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome",,"N",,"Mon 09:00 - 18:00; Tue 09:00 - 18:00; Wed 09:00 - 18:00; Thu 09:00 - 18:00; Fri 09:00 - 18:00; Sat 10:00 - 17:00; Sun 10:00 - 17:00;",,"","","",,,,"56.238920","-120.856819","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17636378&SiteResourceAgencyNum=17636444"
"LH-6600","Pharmacies","17636377","THE DRUGStore PHARMACY","17636378","Pharmacy Services","Provides pharmacy services for individuals to obtain, understand, and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.","17636447","17636446","6049371205","https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome",,"Y",,"Mon 09:00 - 20:00; Tue 09:00 - 20:00; Wed 09:00 - 20:00; Thu 09:00 - 20:00; Fri 09:00 - 20:00; Sat 09:00 - 18:00; Sun 10:00 - 18:00;",,"","","",,,,"49.248247","-122.892836","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17636378&SiteResourceAgencyNum=17636446"
"LH-6600.2000","Late Night Pharmacies","17636377","THE DRUGStore PHARMACY","17636450","Late Night Pharmacy Services","Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change; call ahead to confirm.","17636452","17636451","6044366404","https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome",,"N",,"Mon 11:00 - 17:00; Tue 09:00 - 22:00; Wed 09:00 - 22:00; Thu 09:00 - 22:00; Fri 09:00 - 22:00; Sat 09:00 - 22:00; Sun 09:00 - 20:00;",,"","","",,,,"49.258207","-123.036662","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17636450&SiteResourceAgencyNum=17636451"
"LH-6600.2000","Late Night Pharmacies","17636377","THE DRUGStore PHARMACY","17636450","Late Night Pharmacy Services","Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change; call ahead to confirm.","17636454","17636453","2503913135","https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome",,"N",,"Mon 10:00 - 17:00; Tue 09:00 - 22:00; Wed 09:00 - 22:00; Thu 09:00 - 22:00; Fri 09:00 - 22:00; Sat 09:00 - 20:00; Sun 09:00 - 20:00;",,"","","",,,,"48.441407","-123.504841","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17636450&SiteResourceAgencyNum=17636453"
"LH-6600.2000","Late Night Pharmacies","17636377","THE DRUGStore PHARMACY","17636450","Late Night Pharmacy Services","Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change; call ahead to confirm.","17636456","17636455","6042332435","https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome",,"N",,"Mon 11:00 - 17:00; Tue 09:00 - 22:00; Wed 09:00 - 22:00; Thu 09:00 - 22:00; Fri 09:00 - 22:00; Sat 09:00 - 22:00; Sun 09:00 - 20:00;",,"","","",,,,"49.179610","-123.136734","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17636450&SiteResourceAgencyNum=17636455"
"LH-6600.2000","Late Night Pharmacies","17636377","THE DRUGStore PHARMACY","17636450","Late Night Pharmacy Services","Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change; call ahead to confirm.","17636458","17636457","6043223706","https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome",,"N",,"Mon 11:00 - 17:00; Tue 09:00 - 22:00; Wed 09:00 - 22:00; Thu 09:00 - 22:00; Fri 09:00 - 22:00; Sat 09:00 - 22:00; Sun 09:00 - 20:00;",,"","","",,,,"49.210671","-123.100212","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17636450&SiteResourceAgencyNum=17636457"
"LH-6600.2000","Late Night Pharmacies","17636377","THE DRUGStore PHARMACY","17636450","Late Night Pharmacy Services","Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change; call ahead to confirm.","17636460","17636459","2505502335","https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome",,"N",,"Mon 11:00 - 17:00; Tue 09:00 - 22:00; Wed 09:00 - 22:00; Thu 09:00 - 22:00; Fri 09:00 - 22:00; Sat 09:00 - 21:00; Sun 09:00 - 21:00;",,"","","",,,,"50.287290","-119.270357","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17636450&SiteResourceAgencyNum=17636459"
"LH-6600.2000","Late Night Pharmacies","17636377","THE DRUGStore PHARMACY","17636450","Late Night Pharmacy Services","Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change; call ahead to confirm.","17636462","17636461","2503905735","https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome",,"N",,"Mon 11:00 - 17:00; Tue 09:00 - 22:00; Wed 09:00 - 22:00; Thu 09:00 - 22:00; Fri 09:00 - 22:00; Sat 09:00 - 20:00; Sun 09:00 - 20:00;",,"","","",,,,"49.231833","-124.044263","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17636450&SiteResourceAgencyNum=17636461"
"LH-6600.2000","Late Night Pharmacies","17636377","THE DRUGStore PHARMACY","17636450","Late Night Pharmacy Services","Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change; call ahead to confirm.","17636464","17636463","6045925235","https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome",,"N",,"Mon 11:00 - 17:00; Tue 09:00 - 22:00; Wed 09:00 - 22:00; Thu 09:00 - 22:00; Fri 09:00 - 22:00; Sat 09:00 - 22:00; Sun 09:00 - 20:00;",,"","","",,,,"49.152125","-122.890397","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17636450&SiteResourceAgencyNum=17636463"
"LH-6600.2000","Late Night Pharmacies","17636377","THE DRUGStore PHARMACY","17636450","Late Night Pharmacy Services","Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change; call ahead to confirm.","17636466","17636465","6044604335","https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome",,"Y",,"Mon 11:00 - 17:00; Tue 09:00 - 22:00; Wed 09:00 - 22:00; Thu 09:00 - 22:00; Fri 09:00 - 22:00; Sat 09:00 - 20:00; Sun 09:00 - 20:00;",,"","","",,,,"49.224039","-122.672350","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17636450&SiteResourceAgencyNum=17636465"
