,idx,facility_name,facility_type,longitude,latitude,street_addr,city,province,phone,website,provider,filename
35,35,SHOPPERS DRUG MART #323,covid_vaccination_centres,-113.628150686585,53.644420761707,108-392 ST. ALBERT TR,ST ALBERT,AB,780-458-5880,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Calgary,AB_Calgary_covid_vaccination_centres.csv
36,36,SHOPPERS DRUG MART #2405,covid_vaccination_centres,-113.409828928627,53.597712755115,4940 137 AVE NW,EDMONTON,AB,780-670-5097,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Calgary,AB_Calgary_covid_vaccination_centres.csv
37,37,SHOPPERS DRUG MART #349,covid_vaccination_centres,-114.082480730546,50.986009735507,7606 ELBOW DRIVE SW,CALGARY,AB,403-255-1851,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Calgary,AB_Calgary_covid_vaccination_centres.csv
38,38,ZENRX PHARMACY,covid_vaccination_centres,-114.094329459806,51.056612096818,450 14 ST NW,CALGARY,AB,403-270-7444,,Calgary,AB_Calgary_covid_vaccination_centres.csv
39,39,CROWBOROUGH PHARMACY,covid_vaccination_centres,-113.591434814768,53.429818018834,111-6055 ANDREWS WAY SW,EDMONTON,AB,587-735-3492,https://www.crowboroughpharmacy.com,Calgary,AB_Calgary_covid_vaccination_centres.csv
40,40,LOBLAW PHARMACY #4410,covid_vaccination_centres,-113.389639959308,49.722390628055,1906 8 AVE,FORT MACLEOD,AB,403-553-7905,https://www.yourindependentgrocer.ca/covid19,Calgary,AB_Calgary_covid_vaccination_centres.csv
41,41,SHOPPERS DRUG MART #341,covid_vaccination_centres,-113.914592815134,53.542823113697,WESTLAND MALL,SPRUCE GROVE,AB,780-962-5202,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Calgary,AB_Calgary_covid_vaccination_centres.csv
42,42,CO-OP PHARMACY STONY PLAIN,covid_vaccination_centres,-114.00669961495,53.530084965389,4917A 50 AVE,STONY PLAIN,AB,780-963-8432,,Calgary,AB_Calgary_covid_vaccination_centres.csv
43,43,Macleod South,covid_vaccination_centres,-114.069365771431,50.919813432719,14815 Bannister Road SE,CALGARY,AB,811,https://www.albertahealthservices.ca/topics/Page17295.aspx,Calgary,AB_Calgary_covid_vaccination_centres.csv
44,44,REXALL #7517,covid_vaccination_centres,-112.90179382959,49.673255665416,20-12 AQUITANIA BLVD W,LETHBRIDGE,AB,587-486-9357,https://www.rexall.ca/covid-19/alberta-vaccine,Calgary,AB_Calgary_covid_vaccination_centres.csv
45,45,SRX PHARMACY #2,covid_vaccination_centres,-113.52042454397,53.522827365083,B01-8625 112 ST,EDMONTON,AB,587-454-2413,,Calgary,AB_Calgary_covid_vaccination_centres.csv
46,46,WILLOW PARK PHARMASAVE #362,covid_vaccination_centres,-113.548897557789,53.273045475192,5905 50 ST,LEDUC,AB,780-612-6994,https://leducpharmasave.com,Calgary,AB_Calgary_covid_vaccination_centres.csv
47,47,SAVE-ON-FOODS PHARMACY #6628,covid_vaccination_centres,-118.821734447946,55.175161657248,10819 106 AVE,GRANDE PRAIRIE,AB,780-402-2530,https://saveonfoodspharmacy.medmeapp.com/schedule/,Calgary,AB_Calgary_covid_vaccination_centres.csv
48,48,WOODS DISPENSARY,covid_vaccination_centres,-112.797677109449,49.673373272921,2931 20 AVE S,LETHBRIDGE,AB,403-328-0822,,Calgary,AB_Calgary_covid_vaccination_centres.csv
49,49,MORINVILLE PHARMACY,covid_vaccination_centres,-113.654470967571,53.801596933093,103-10507 100 AVE,MORINVILLE,AB,780-572-6155,,Calgary,AB_Calgary_covid_vaccination_centres.csv
50,50,REXALL #7228,covid_vaccination_centres,-114.068216005857,51.140796689248,300-9650 HARVEST HILLS BLVD NE,CALGARY,AB,403-567-9102,https://www.rexall.ca/covid-19/alberta-vaccine,Calgary,AB_Calgary_covid_vaccination_centres.csv
51,51,SHOPPERS DRUG MART #2396,covid_vaccination_centres,-113.431485216983,53.4603311367,6428 28 AVE NW,EDMONTON,AB,780-463-8833,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Calgary,AB_Calgary_covid_vaccination_centres.csv
52,52,REXALL #7215,covid_vaccination_centres,-113.240820078668,53.682000121159,116 TOWN CREST RD,FORT SASKATCHEWAN,AB,780-998-3217,https://www.rexall.ca/covid-19/alberta-vaccine,Calgary,AB_Calgary_covid_vaccination_centres.csv
53,53,LUKES DRUG MART-KILLARNEY,covid_vaccination_centres,-114.135938230545,51.029796382965,3407 26 AVE SW,CALGARY,AB,403-242-1566,https://www.lukesdrugmart.com,Calgary,AB_Calgary_covid_vaccination_centres.csv
54,54,WAL-MART PHARMACY #1094,covid_vaccination_centres,-113.599932740043,53.438863726373,6110 CURRENTS DR NW,EDMONTON,AB,780-438-1161,https://portal.healthmyself.net/walmartab/forms/a66,Calgary,AB_Calgary_covid_vaccination_centres.csv
55,55,SAFEWAY PHARMACY #8915,covid_vaccination_centres,-110.684512000196,50.033078595228,615 DIVISION AVE SE,MEDICINE HAT,AB,403-504-2925,https://www.safeway.ca/vaccine-registration/,Calgary,AB_Calgary_covid_vaccination_centres.csv
56,56,DOAN PHARMACY LTD,covid_vaccination_centres,-113.509822116618,53.551704229591,10920 107 AVE NW,EDMONTON,AB,780-423-8088,,Calgary,AB_Calgary_covid_vaccination_centres.csv
57,57,DISCOVERY RIDGE COMPOUNDING PHARMACY AND TRAVEL CLINIC,covid_vaccination_centres,-114.213629830169,51.015641071732,712-10 DISCOVERY RIDGE HILL SW,CALGARY,AB,403-475-4325,https://www.discoveryridgepharmacy.ca,Calgary,AB_Calgary_covid_vaccination_centres.csv
58,58,CONNECTCARE PHARMACY SPRUCE GROVE,covid_vaccination_centres,-113.883540499607,53.566282446392,214-20 WESTWIND DR,SPRUCE GROVE,AB,587-461-2060,,Calgary,AB_Calgary_covid_vaccination_centres.csv
59,59,WAL-MART PHARMACY #3029,covid_vaccination_centres,-113.46745029672,53.442677602762,1203 PARSONS RD NW,EDMONTON,AB,780-465-1595,https://portal.healthmyself.net/walmartab/forms/a66,Calgary,AB_Calgary_covid_vaccination_centres.csv
60,60,CO-OP PHARMACY TRADER RIDGE,covid_vaccination_centres,-118.799997030238,55.200462671368,13201 102 ST,GRANDE PRAIRIE,AB,780-402-8299,,Calgary,AB_Calgary_covid_vaccination_centres.csv
61,61,HEALTH WAY PHARMACY,covid_vaccination_centres,-114.072461487842,51.001876063419,109-5809 MACLEOD TR SW,CALGARY,AB,403-460-3825,,Calgary,AB_Calgary_covid_vaccination_centres.csv
62,62,RX DRUG MART #2021,covid_vaccination_centres,-116.495813124816,55.43343175495,5004 53 AVE,HIGH PRAIRIE,AB,780-523-3878,,Calgary,AB_Calgary_covid_vaccination_centres.csv
63,63,SHOPPERS DRUG MART #2341,covid_vaccination_centres,-113.860229882354,54.156388348525,10015 107 ST,WESTLOCK,AB,780-349-3388,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Calgary,AB_Calgary_covid_vaccination_centres.csv
64,64,SAFEWAY PHARMACY #8989,covid_vaccination_centres,-113.963109561544,50.930452981572,100-4915 130 AVE SE,CALGARY,AB,403-257-8520,https://www.safeway.ca/vaccine-registration/,Calgary,AB_Calgary_covid_vaccination_centres.csv
65,65,STAFFORD PHARMACY & HOME HEALTHCARE,covid_vaccination_centres,-112.831444088251,49.718390713074,5-1475 ST. EDWARD BLVD N,LETHBRIDGE,AB,403-320-6500,https://www.book.pharmachoice.com/%28403%29320-6500,Calgary,AB_Calgary_covid_vaccination_centres.csv
66,66,MEDICINE SHOPPE PHARMACY 370,covid_vaccination_centres,-113.527751786438,53.475632110504,11407 40 AVE NW,EDMONTON,AB,780-468-1557,https://www.medicineshoppe.ca/en/alberta/edmonton/the-medicine-shoppe-pharmacy-370-7010470,Calgary,AB_Calgary_covid_vaccination_centres.csv
67,67,SHOPPERS DRUG MART #325,covid_vaccination_centres,-114.205719907548,51.116949155658,198-8060 SILVER SPRINGS BLVD,CALGARY,AB,403-288-1125,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Calgary,AB_Calgary_covid_vaccination_centres.csv
68,68,Deerfoot North Clinic,covid_vaccination_centres,-114.043151983058,51.080715254995,911 32 Avenue NE,CALGARY,AB,811,https://www.albertahealthservices.ca/topics/Page17295.aspx,Calgary,AB_Calgary_covid_vaccination_centres.csv
69,69,RX DRUG MART #2023,covid_vaccination_centres,-112.855993476578,53.015857891251,1-6601 48 AVE,CAMROSE,AB,780-672-0100,https://www.remedys.ca,Calgary,AB_Calgary_covid_vaccination_centres.csv
70,70,MEDICINE SHOPPE PHARMACY 349,covid_vaccination_centres,-111.428587001652,56.752882035554,141B-355 LOUTIT RD,FORT MCMURRAY,AB,780-790-1234,https://www.medicineshoppe.ca/en/alberta/fort-mcmurray/the-medicine-shoppe-pharmacy-349-7000617,Calgary,AB_Calgary_covid_vaccination_centres.csv
71,71,MELL PHARMACY,covid_vaccination_centres,-114.095937273032,51.082603666912,771 NORTH MOUNT DR NW,CALGARY,AB,403-454-5244,https://mellpharmacy.medmeapp.ca/schedule,Calgary,AB_Calgary_covid_vaccination_centres.csv
72,72,LOBLAW PHARMACY #4202,covid_vaccination_centres,-115.672239843723,54.142987702579,4420 52 AVE,WHITECOURT,AB,780-706-4091,https://www.nofrills.ca/covid19,Calgary,AB_Calgary_covid_vaccination_centres.csv
73,73,LONDONDALE GUARDIAN PHARMACY,covid_vaccination_centres,-113.458251414901,53.607757987354,7606 144 AVE NW,EDMONTON,AB,780-475-0040,https://www.bookyourvisit.ca/londondale,Calgary,AB_Calgary_covid_vaccination_centres.csv
74,74,PHARMASAVE HIDDEN VALLEY,covid_vaccination_centres,-114.1037701307,51.155092700742,311-11 HIDDEN CREEK DR NW,CALGARY,AB,403-275-1000,https://hiddenvalley.medmeapp.ca/schedule/,Calgary,AB_Calgary_covid_vaccination_centres.csv
75,75,KAI HEALTH (KENSINGTON) PHARMACY,covid_vaccination_centres,-113.53905949942,53.593309172888,12620A 132 AVE NW,EDMONTON,AB,780-488-6699,,Calgary,AB_Calgary_covid_vaccination_centres.csv
76,76,REXALL #7248,covid_vaccination_centres,-113.44180565824,53.600391310113,13709 66 ST NW,EDMONTON,AB,780-456-5706,https://www.rexall.ca/covid-19/alberta-vaccine,Calgary,AB_Calgary_covid_vaccination_centres.csv
77,77,SOUTHBANK REMEDY'S RX,covid_vaccination_centres,-113.944449801719,50.705910260577,120-158 SOUTHBANK ST,OKOTOKS,AB,403-982-9779,https://southbankpharmacy.myappts.ca,Calgary,AB_Calgary_covid_vaccination_centres.csv
78,78,SAFEWAY PHARMACY #8883,covid_vaccination_centres,-112.872363982933,53.018085699236,200 CORNERSTONE,CAMROSE,AB,780-672-1680,https://www.safeway.ca/vaccine-registration/,Calgary,AB_Calgary_covid_vaccination_centres.csv
79,79,WEST POINTE PHARMACY,covid_vaccination_centres,-113.963778378731,51.101015548694,124-4850 WESTWINDS DR NE,CALGARY,AB,403-285-6555,,Calgary,AB_Calgary_covid_vaccination_centres.csv
80,80,FOURNIER DRUGS,covid_vaccination_centres,-119.11662083776,53.888389258155,1306 SHOPPERS PARK MALL,GRANDE CACHE,AB,780-827-3230,,Calgary,AB_Calgary_covid_vaccination_centres.csv
81,81,SAFEWAY PHARMACY #8895,covid_vaccination_centres,-113.513419984219,53.518886284891,10930 82 AVE NW,EDMONTON,AB,780-439-9767,https://www.safeway.ca/vaccine-registration/,Calgary,AB_Calgary_covid_vaccination_centres.csv
82,82,GLENGARRY PHARMACY,covid_vaccination_centres,-113.532978758944,53.60060701202,115-12222 137 AVE NW,EDMONTON,AB,780-473-6636,https://glengarrypharmacy.myappts.ca/src/,Calgary,AB_Calgary_covid_vaccination_centres.csv
83,83,MEDICINE SHOPPE PHARMACY 377,covid_vaccination_centres,-113.44449610362,53.592134050171,6610 132 AVE NW,EDMONTON,AB,780-705-7150,https://www.medicineshoppe.ca/en/alberta/edmonton/the-medicine-shoppe-pharmacy-377-7022763,Calgary,AB_Calgary_covid_vaccination_centres.csv
84,84,PHARMASAVE MILLIGAN DRIVE,covid_vaccination_centres,-113.96674805955,50.732716216874,2-100 MILLIGAN DR,OKOTOKS,AB,403-982-7663,https://okotokspharmasave.medmeapp.com/schedule/,Calgary,AB_Calgary_covid_vaccination_centres.csv
85,85,ROSEWOOD PHARMACY,covid_vaccination_centres,-113.297680613605,53.527933931222,120-201 FESTIVAL WAY,SHERWOOD PARK,AB,587-200-0159,,Calgary,AB_Calgary_covid_vaccination_centres.csv
86,86,PHARMASAVE #377,covid_vaccination_centres,-113.452092701773,53.628235248133,ROYAL CENTRE NORTH,EDMONTON,AB,780-705-2528,,Calgary,AB_Calgary_covid_vaccination_centres.csv
87,87,PHARMASAVE #397,covid_vaccination_centres,-118.385627886225,56.066591542102,11015 102 AVE,FAIRVIEW,AB,780-835-3485,,Calgary,AB_Calgary_covid_vaccination_centres.csv
88,88,MONTROSE PHARMACY,covid_vaccination_centres,-113.451476716981,53.571027154189,7240 118 AVE NE,EDMONTON,AB,780-249-4833,,Calgary,AB_Calgary_covid_vaccination_centres.csv
89,89,BERWYN PHARMACY LTD,covid_vaccination_centres,-117.736206831898,56.14709753687,5115 51 ST,BERWYN,AB,780-338-3071,,Calgary,AB_Calgary_covid_vaccination_centres.csv
90,90,LONDON DRUGS #33,covid_vaccination_centres,-114.123641530305,51.085049569587,3630 BRENTWOOD RD NW,CALGARY,AB,403-289-4512,https://www.londondrugs.com/covid19,Calgary,AB_Calgary_covid_vaccination_centres.csv
91,91,REXALL #7282,covid_vaccination_centres,-114.085676039869,50.948796417903,14-11625 ELBOW DR SW,CALGARY,AB,403-281-7333,https://www.rexall.ca/covid-19/alberta-vaccine,Calgary,AB_Calgary_covid_vaccination_centres.csv
92,92,VILLAGE LANE PHARMACY,covid_vaccination_centres,-113.983487115213,50.719695787059,15-1300 VILLAGE LANE,OKOTOKS,AB,403-938-0110,,Calgary,AB_Calgary_covid_vaccination_centres.csv
93,93,MEDICINE SHOPPE PHARMACY 251,covid_vaccination_centres,-113.785123306087,52.266591185737,3805 ROSS ST,RED DEER,AB,403-343-8088,https://www.medicineshoppe.ca/en/alberta/red-deer/the-medicine-shoppe-pharmacy-251-7040887,Calgary,AB_Calgary_covid_vaccination_centres.csv
94,94,MINT HEALTH + DRUGS: LANGDON,covid_vaccination_centres,-113.680182401109,50.974118782111,107-355 CENTRE ST,LANGDON,AB,403-936-0448,https://www.mintdrugs.com,Calgary,AB_Calgary_covid_vaccination_centres.csv
95,95,CHAPARRAL PHARMACY,covid_vaccination_centres,-114.036155617336,50.88771768681,210-10 CHAPARRAL DR SE,CALGARY,AB,403-475-5544,https://www.chaparralpharmacy.ca/book-your-pfizer-covid-19-immunization/,Calgary,AB_Calgary_covid_vaccination_centres.csv
96,96,NOTTINGHAM PHARMACY,covid_vaccination_centres,-113.274800778197,53.512702358121,300-664 WYE RD,SHERWOOD PARK,AB,780-570-0995,,Calgary,AB_Calgary_covid_vaccination_centres.csv
97,97,TWIN BROOKS PHARMACY,covid_vaccination_centres,-113.517144530478,53.439233380019,11029 9 AVE NW,EDMONTON,AB,780-784-0462,http://www.twinbrookspharmacy.com,Calgary,AB_Calgary_covid_vaccination_centres.csv
98,98,WAL-MART PHARMACY #1089,covid_vaccination_centres,-114.04513136764,50.984264354681,7979 11 ST SE,CALGARY,AB,403-251-2671,https://portal.healthmyself.net/walmartab/forms/a66,Calgary,AB_Calgary_covid_vaccination_centres.csv
99,99,KINSOL PHARMACY,covid_vaccination_centres,-114.045299414964,51.053204850657,803 1 AVE NE,CALGARY,AB,587-351-8923,,Calgary,AB_Calgary_covid_vaccination_centres.csv
100,100,SHOPPERS DRUG MART #326,covid_vaccination_centres,-113.809833745851,52.243003187315,A6-4900 MOLLY BANNISTER DR,RED DEER,AB,403-343-3355,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Calgary,AB_Calgary_covid_vaccination_centres.csv
101,101,PHARMASAVE #3011,covid_vaccination_centres,-113.689787735044,53.551686569679,10652 WINTERBURN RD NW,EDMONTON,AB,825-202-8450,,Calgary,AB_Calgary_covid_vaccination_centres.csv
102,102,LOBLAW PHARMACY #1566,covid_vaccination_centres,-113.411122872572,53.598640852037,4950 137 AVE,EDMONTON,AB,780-472-4735,https://www.realcanadiansuperstore.ca/covid19,Calgary,AB_Calgary_covid_vaccination_centres.csv
103,103,PINERIDGE PHARMACY,covid_vaccination_centres,-113.946368947731,51.081127099762,7-3250 60 ST NE,CALGARY,AB,403-568-0095,,Calgary,AB_Calgary_covid_vaccination_centres.csv
104,104,Brentwood Village Mall,covid_vaccination_centres,-114.126276215059,51.085152769287,3630 Brentwood Road NW,CALGARY,AB,811,https://www.albertahealthservices.ca/topics/Page17295.aspx,Calgary,AB_Calgary_covid_vaccination_centres.csv
105,105,GATEWAY PHARMACY,covid_vaccination_centres,-113.494821822752,53.477515287887,942-3803 CALGARY TR NW,EDMONTON,AB,780-466-6337,,Calgary,AB_Calgary_covid_vaccination_centres.csv
106,106,REXALL #7513,covid_vaccination_centres,-113.731234770253,53.353256386987,101-180 MIQUELON AVE,DEVON,AB,780-987-3793,https://www.rexall.ca/covid-19/alberta-vaccine,Calgary,AB_Calgary_covid_vaccination_centres.csv
107,107,SHOPPERS DRUG MART #385,covid_vaccination_centres,-114.094396457533,51.05269886383,1436 KENSINGTON RD NW,CALGARY,AB,403-521-0329,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Calgary,AB_Calgary_covid_vaccination_centres.csv
108,108,PHARMASAVE #308,covid_vaccination_centres,-113.582251976908,50.025439697552,114 49 AVE W,CLARESHOLM,AB,403-625-2727,,Calgary,AB_Calgary_covid_vaccination_centres.csv
109,109,EXCELHEALTH PHARMACY,covid_vaccination_centres,-114.062178916677,51.01890955539,100-3916 MACLEOD TR SW,CALGARY,AB,587-351-4036,https://bookyourvisit.ca/excelhealth,Calgary,AB_Calgary_covid_vaccination_centres.csv
110,110,RITA'S APOTHECARY & HOME HEALTHCARE,covid_vaccination_centres,-114.404312824431,54.120222895667,5036A 50 ST,BARRHEAD,AB,780-674-6656,,Calgary,AB_Calgary_covid_vaccination_centres.csv
111,111,SHOPPERS DRUG MART #2402,covid_vaccination_centres,-113.980077086299,53.538673995076,400-4300 SOUTH PARK DR,STONY PLAIN,AB,780-963-6946,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Calgary,AB_Calgary_covid_vaccination_centres.csv
112,112,SHOPPERS DRUG MART #2370,covid_vaccination_centres,-113.543234253532,53.616598356705,12955 153 AVE NW,EDMONTON,AB,780-476-3738,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Calgary,AB_Calgary_covid_vaccination_centres.csv
113,113,BRINTNELL PHARMACY & TRAVEL CLINIC,covid_vaccination_centres,-113.407555814763,53.628658415754,3-4303 167 AVE NW,EDMONTON,AB,587-525-8650,https://www.brintnellpharmacy.com,Calgary,AB_Calgary_covid_vaccination_centres.csv
