idx,facility_name,facility_type,health_authority,longitude,latitude,province,phone,email,website,provider
31,Late Night Pharmacy Services,Late Night Pharmacies,THE DRUGStore PHARMACY,-123.036662,49.258207,BC,6044366404.0,,https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome,Province of British Columbia
32,Late Night Pharmacy Services,Late Night Pharmacies,THE DRUGStore PHARMACY,-123.504841,48.441407,BC,2503913135.0,,https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome,Province of British Columbia
33,Late Night Pharmacy Services,Late Night Pharmacies,THE DRUGStore PHARMACY,-123.136734,49.17961,BC,6042332435.0,,https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome,Province of British Columbia
34,Late Night Pharmacy Services,Late Night Pharmacies,THE DRUGStore PHARMACY,-123.100212,49.210671,BC,6043223706.0,,https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome,Province of British Columbia
35,Late Night Pharmacy Services,Late Night Pharmacies,THE DRUGStore PHARMACY,-119.270357,50.28729,BC,2505502335.0,,https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome,Province of British Columbia
36,Late Night Pharmacy Services,Late Night Pharmacies,THE DRUGStore PHARMACY,-124.044263,49.231833,BC,2503905735.0,,https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome,Province of British Columbia
37,Late Night Pharmacy Services,Late Night Pharmacies,THE DRUGStore PHARMACY,-122.890397,49.152125,BC,6045925235.0,,https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome,Province of British Columbia
38,Late Night Pharmacy Services,Late Night Pharmacies,THE DRUGStore PHARMACY,-122.67235,49.224039,BC,6044604335.0,,https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome,Province of British Columbia
39,Late Night Pharmacy Services,Late Night Pharmacies,THE DRUGStore PHARMACY,-122.999403,49.228421,BC,6044394404.0,,https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome,Province of British Columbia
40,Late Night Pharmacy Services,Late Night Pharmacies,THE DRUGStore PHARMACY,-123.703697,48.774708,BC,2507460535.0,,https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome,Province of British Columbia
41,Late Night Pharmacy Services,Late Night Pharmacies,THE DRUGStore PHARMACY,-123.024409,49.311582,BC,6049045535.0,,https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome,Province of British Columbia
42,Late Night Pharmacy Services,Late Night Pharmacies,THE DRUGStore PHARMACY,-124.988837,49.698026,BC,2503346930.0,,https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome,Province of British Columbia
43,Late Night Pharmacy Services,Late Night Pharmacies,THE DRUGStore PHARMACY,-125.254658,50.03446,BC,2508302735.0,,https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome,Province of British Columbia
44,Late Night Pharmacy Services,Late Night Pharmacies,THE DRUGStore PHARMACY,-122.793127,49.274338,BC,6044686735.0,,https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome,Province of British Columbia
45,Late Night Pharmacy Services,Late Night Pharmacies,THE DRUGStore PHARMACY,-119.432217,49.881085,BC,2507172535.0,,https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome,Province of British Columbia
46,Late Night Pharmacy Services,Late Night Pharmacies,THE DRUGStore PHARMACY,-122.845528,49.139977,BC,6045993704.0,,https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome,Province of British Columbia
47,Late Night Pharmacy Services,Late Night Pharmacies,THE DRUGStore PHARMACY,-122.314944,49.053283,BC,6045575235.0,,https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome,Province of British Columbia
48,Late Night Pharmacy Services,Late Night Pharmacies,THE DRUGStore PHARMACY,-122.855476,49.233295,BC,6045208304.0,,https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome,Province of British Columbia
49,Late Night Pharmacy Services,Late Night Pharmacies,THE DRUGStore PHARMACY,-122.335643,49.13291,BC,6048206435.0,,https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome,Province of British Columbia
50,Late Night Pharmacy Services,Late Night Pharmacies,THE DRUGStore PHARMACY,-122.673359,49.11821,BC,6045325435.0,,https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome,Province of British Columbia
51,Late Night Pharmacy Services,Late Night Pharmacies,THE DRUGStore PHARMACY,-122.816023,49.191239,BC,6045807457.0,,https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome,Province of British Columbia
52,Pharmacy Services,Pharmacies,RX-Save Pharmacy,-122.468816,49.058036,BC,6048566628.0,,,Province of British Columbia
53,Pharmacy Services,Pharmacies,Thrifty Foods,-122.785356,49.046796,BC,6045427853.0,,https://www.thriftyfoods.com/pharmacy-and-wellness/pharmacy,Province of British Columbia
54,Pharmacy Services,Pharmacies,Thrifty Foods,-123.510829,48.438772,BC,2503914048.0,,https://www.thriftyfoods.com/pharmacy-and-wellness/pharmacy,Province of British Columbia
55,Pharmacy Services,Pharmacies,Thrifty Foods,-122.828334,49.279526,BC,6049494253.0,,https://www.thriftyfoods.com/pharmacy-and-wellness/pharmacy,Province of British Columbia
56,Pharmacy Services,Pharmacies,Thrifty Foods,-124.036358,49.224978,BC,2507297240.0,,https://www.thriftyfoods.com/pharmacy-and-wellness/pharmacy,Province of British Columbia
57,Pharmacy Services,Pharmacies,Thrifty Foods,-123.374513,48.41559,BC,2503868337.0,,https://www.thriftyfoods.com/pharmacy-and-wellness/pharmacy,Province of British Columbia
58,Pharmacy Services,Pharmacies,Thrifty Foods,-124.992894,49.684961,BC,2503314999.0,,https://www.thriftyfoods.com/pharmacy-and-wellness/pharmacy,Province of British Columbia
59,Pharmacy Services,Pharmacies,Thrifty Foods,-125.254962,50.028568,BC,2508503585.0,,https://www.thriftyfoods.com/pharmacy-and-wellness/pharmacy,Province of British Columbia
60,Pharmacy Services,Pharmacies,Thrifty Foods,-123.359674,48.455021,BC,2503822881.0,,https://www.thriftyfoods.com/pharmacy-and-wellness/pharmacy,Province of British Columbia
61,Pharmacy Services,Pharmacies,Thrifty Foods,-124.305044,49.319236,BC,2509472535.0,,https://www.thriftyfoods.com/pharmacy-and-wellness/pharmacy,Province of British Columbia
62,Pharmacy Services,Pharmacies,Thrifty Foods,-124.965701,49.710351,BC,2503315103.0,,https://www.thriftyfoods.com/pharmacy-and-wellness/pharmacy,Province of British Columbia
63,Pharmacy Services,Pharmacies,Thrifty Foods,-123.707075,48.786109,BC,2507152654.0,,https://www.thriftyfoods.com/pharmacy-and-wellness/pharmacy,Province of British Columbia
64,Pharmacy Services,Pharmacies,Service Plus Pharmacy,-123.136564,49.181851,BC,6042788830.0,,,Province of British Columbia
65,Pharmacy Services,Pharmacies,Royal Oak Drugs,-122.988911,49.225725,BC,6044345121.0,royaloak@medmanagement.ca,,Province of British Columbia
66,BC Cancer - Pharmacy Services,Pharmacies,BC Cancer Agency,-123.117771,49.262305,BC,6048776135.0,,http://www.bccancer.bc.ca/health-professionals/clinical-resources/pharmacy,Province of British Columbia
67,BC Cancer - Pharmacy Services,Pharmacies,BC Cancer Agency,-123.326077,48.434379,BC,2505195510.0,,http://www.bccancer.bc.ca/health-professionals/clinical-resources/pharmacy,Province of British Columbia
68,BC Cancer - Pharmacy Services,Pharmacies,BC Cancer Agency,-122.313003,49.038152,BC,6048514709.0,,http://www.bccancer.bc.ca/health-professionals/clinical-resources/pharmacy,Province of British Columbia
69,BC Cancer - Pharmacy Services,Pharmacies,BC Cancer Agency,-122.841268,49.176683,BC,6049304002.0,,http://www.bccancer.bc.ca/health-professionals/clinical-resources/pharmacy,Province of British Columbia
70,BC Cancer - Pharmacy Services,Pharmacies,BC Cancer Agency,-119.494737,49.874532,BC,2507123952.0,,http://www.bccancer.bc.ca/health-professionals/clinical-resources/pharmacy,Province of British Columbia
71,BC Cancer - Pharmacy Services,Pharmacies,BC Cancer Agency,-122.764263,53.91307,BC,2506457306.0,,http://www.bccancer.bc.ca/health-professionals/clinical-resources/pharmacy,Province of British Columbia
72,Pharmacy Services,Pharmacies,Medicare Pharmacy,-123.147326,49.170178,BC,6042787133.0,,,Province of British Columbia
73,Pharmacy Services,Pharmacies,Medical Tower Drugs,-122.293439,49.04095,BC,6048597651.0,,https://www.medicaltowerdrugs.com/,Province of British Columbia
74,Pharmacy Services,Pharmacies,Costco Wholesale Canada,-124.961882,49.713217,BC,2503318710.0,,https://www.costcopharmacy.ca/,Province of British Columbia
75,Pharmacy Services,Pharmacies,Costco Wholesale Canada,-123.122778,49.192028,BC,6042701163.0,,https://www.costcopharmacy.ca/,Province of British Columbia
76,Pharmacy Services,Pharmacies,Costco Wholesale Canada,-122.999502,49.260624,BC,6042965106.0,,https://www.costcopharmacy.ca/,Province of British Columbia
77,Pharmacy Services,Pharmacies,Costco Wholesale Canada,-122.265591,49.022584,BC,6048645701.0,,https://www.costcopharmacy.ca/,Province of British Columbia
78,Pharmacy Services,Pharmacies,Costco Wholesale Canada,-120.390111,50.656123,BC,2503742395.0,,https://www.costcopharmacy.ca/,Province of British Columbia
79,Pharmacy Services,Pharmacies,Costco Wholesale Canada,-119.419701,49.888265,BC,2508682548.0,,https://www.costcopharmacy.ca/,Province of British Columbia
80,Pharmacy Services,Pharmacies,Costco Wholesale Canada,-123.10779,49.278709,BC,6046225059.0,,https://www.costcopharmacy.ca/,Province of British Columbia
81,Pharmacy Services,Pharmacies,Costco Wholesale Canada,-122.771558,53.884552,BC,2506141759.0,,https://www.costcopharmacy.ca/,Province of British Columbia
82,Pharmacy Services,Pharmacies,Costco Wholesale Canada,-122.654169,49.118777,BC,6045398928.0,,https://www.costcopharmacy.ca/,Province of British Columbia
83,Pharmacy Services,Pharmacies,Costco Wholesale Canada,-124.047155,49.237479,BC,2503900585.0,,https://www.costcopharmacy.ca/,Province of British Columbia
84,Pharmacy Services,Pharmacies,Costco Wholesale Canada,-122.918901,49.251505,BC,6044209811.0,,https://www.costcopharmacy.ca/,Province of British Columbia
85,Pharmacy Services,Pharmacies,Costco Wholesale Canada,-122.74662,49.256925,BC,6045522298.0,,https://www.costcopharmacy.ca/,Province of British Columbia
86,Pharmacy Services,Pharmacies,Costco Wholesale Canada,-123.497634,48.460319,BC,2503918986.0,,https://www.costcopharmacy.ca/,Province of British Columbia
87,Pharmacy Services,Pharmacies,Costco Wholesale Canada,-122.845665,49.134494,BC,6045960757.0,,https://www.costcopharmacy.ca/,Province of British Columbia
88,Pharmacy Services,Pharmacies,BC Children's Hospital,-123.125683,49.244569,BC,6048752205.0,,http://www.bcchildrens.ca/our-services/hospital-services/pharmacy,Province of British Columbia
89,Pharmacy Services,Pharmacies,Medpure Natural Pharmacy,-122.755085,53.910132,BC,2505622266.0,,https://www.medpurepharmacy.com/contact/,Province of British Columbia
90,Pharmacy Services,Pharmacies,Fraser Health Authority,-122.834272,49.179116,BC,6045824562.0,,https://www.fraserhealth.ca/Service-Directory/Services/Hospital-Services/pharmacy-services#.W2SJDZiYamQ,Province of British Columbia
91,Pharmacy Services,Pharmacies,Fraser Health Authority,-122.313003,49.038152,BC,6048518700.0,,https://www.fraserhealth.ca/Service-Directory/Services/Hospital-Services/pharmacy-services#.W2SJDZiYamQ,Province of British Columbia
92,Pharmacy Services,Pharmacies,Fraser Health Authority,-123.059929,49.08461,BC,6049461121.0,,https://www.fraserhealth.ca/Service-Directory/Services/Hospital-Services/pharmacy-services#.W2SJDZiYamQ,Province of British Columbia
93,Pharmacy Services,Pharmacies,Fraser Health Authority,-122.793632,49.029793,BC,6045315512.0,,https://www.fraserhealth.ca/Service-Directory/Services/Hospital-Services/pharmacy-services#.W2SJDZiYamQ,Province of British Columbia
94,Pharmacy Services,Pharmacies,Fraser Health Authority,-122.842316,49.177003,BC,6045812211.0,,https://www.fraserhealth.ca/Service-Directory/Services/Hospital-Services/pharmacy-services#.W2SJDZiYamQ,Province of British Columbia
95,Pharmacy Services,Pharmacies,Fraser Health Authority,-122.892844,49.22679,BC,6045204253.0,,https://www.fraserhealth.ca/Service-Directory/Services/Hospital-Services/pharmacy-services#.W2SJDZiYamQ,Province of British Columbia
96,Pharmacy Services,Pharmacies,Fraser Health Authority,-122.631951,49.214787,BC,6044634111.0,,https://www.fraserhealth.ca/Service-Directory/Services/Hospital-Services/pharmacy-services#.W2SJDZiYamQ,Province of British Columbia
97,Pharmacy Services,Pharmacies,Fraser Health Authority,-122.823597,49.283374,BC,6044612022.0,,https://www.fraserhealth.ca/Service-Directory/Services/Hospital-Services/pharmacy-services#.W2SJDZiYamQ,Province of British Columbia
98,Pharmacy Services,Pharmacies,Fraser Health Authority,-123.016837,49.248776,BC,6044344211.0,,https://www.fraserhealth.ca/Service-Directory/Services/Hospital-Services/pharmacy-services#.W2SJDZiYamQ,Province of British Columbia
99,Pharmacy Services,Pharmacies,Fraser Health Authority,-122.613957,49.093175,BC,6045344121.0,,https://www.fraserhealth.ca/Service-Directory/Services/Hospital-Services/pharmacy-services#.W2SJDZiYamQ,Province of British Columbia
100,Pharmacy Services,Pharmacies,Fraser Health Authority,-121.962422,49.165763,BC,6047024786.0,,https://www.fraserhealth.ca/Service-Directory/Services/Hospital-Services/pharmacy-services#.W2SJDZiYamQ,Province of British Columbia
101,Pharmacy Services,Pharmacies,Vancouver Coastal Health,-126.762576,52.372895,BC,2507995432.0,,http://www.vch.ca,Province of British Columbia
102,Pharmacy Services,Pharmacies,Vancouver Coastal Health,-124.520727,49.851072,BC,6044853221.0,,http://www.vch.ca,Province of British Columbia
103,Pharmacy Services,Pharmacies,Vancouver Coastal Health,-123.749159,49.475307,BC,6048858605.0,,http://www.vch.ca,Province of British Columbia
104,Pharmacy Services,Pharmacies,Vancouver Coastal Health,-123.125655,49.261187,BC,6048755692.0,,http://www.vch.ca,Province of British Columbia
105,Pharmacy Services,Pharmacies,Vancouver Coastal Health,-128.143874,52.160187,BC,2509572271.0,,http://www.vch.ca,Province of British Columbia
106,Pharmacy Services,Pharmacies,Vancouver Coastal Health,-123.140086,49.700092,BC,6048926067.0,,http://www.vch.ca,Province of British Columbia
107,Royal Jubilee Prescriptions,Pharmacies,Island Health,-123.326541,48.434061,BC,2503708153.0,,https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/royal-jubilee-prescriptions,Province of British Columbia
108,Pharmacy Services,Pharmacies,Seabird Island Band,-121.73034,49.255136,BC,6044914477.0,seabirdpharmacy@shaw.ca,https://www.guardian-ida-remedysrx.ca/en/british-columbia/agassiz/seabird-remedys-pharmacy-7035040,Province of British Columbia
109,Pharmacy Services,Pharmacies,BC Women's Hospital & Health Centre,-123.125393,49.243637,BC,6048752205.0,,http://www.bcwomens.ca/our-services/support-services/pharmacy,Province of British Columbia
110,Pharmacy Services,Pharmacies,Vital Health Pharmacy,-123.329773,48.429761,BC,7784336060.0,info@vitalhealthpharmacy.com,https://vitalhealthpharmacy.com/,Province of British Columbia
111,HIV Drug Treatment Program,Pharmacies,Providence Health Care Society,-123.128913,49.280614,BC,,IDCInfo@providencehealth.bc.ca,http://bccfe.ca/drug-treatment-program,Province of British Columbia
112,Pharmacy Services,Pharmacies,Wescana Pharmacy,-123.090807,49.223722,BC,6043246734.0,info@wescanapharmacy.com,,Province of British Columbia
113,Pharmacy Services,Pharmacies,Wescana Pharmacy,-122.890444,49.129966,BC,6045917453.0,info@wescanapharmacy.com,,Province of British Columbia
114,Pharmacy Services,Pharmacies,Wescana Pharmacy,-122.778903,49.158715,BC,7785785160.0,info@wescanapharmacy.com,,Province of British Columbia
115,Pharmacy Services,Pharmacies,Wescana Pharmacy,-122.89038,49.138483,BC,6045727755.0,info@wescanapharmacy.com,,Province of British Columbia
116,Pharmacy Services,Pharmacies,Wescana Pharmacy,-123.015961,49.28107,BC,6042911205.0,info@wescanapharmacy.com,,Province of British Columbia
117,Pharmacy Services,Pharmacies,West 10th Medical Pharmacy,-123.203788,49.26381,BC,6042222028.0,,http://west10thmedicalpharmacy.ca/,Province of British Columbia
118,Pharmacy Services,Pharmacies,Evergreen Pharmacy,-122.796082,49.281949,BC,6044743837.0,,,Province of British Columbia
119,REACH Pharmacy Services,Pharmacies,REACH Community Health Centre,-123.069774,49.274789,BC,6042163136.0,info@reachcentre.bc.ca,https://www.reachcentre.bc.ca/pharmacy,Province of British Columbia
120,Pharmacy Services,Pharmacies,FreshCo,-123.157786,49.154773,BC,6042747370.0,,https://freshco.com/pharmacy/,Province of British Columbia
121,Pharmacy Services,Pharmacies,FreshCo,-123.138161,49.139479,BC,6042717734.0,,https://freshco.com/pharmacy/,Province of British Columbia
122,Pharmacy Services,Pharmacies,FreshCo,-122.8398,49.13262,BC,6045944515.0,,https://freshco.com/pharmacy/,Province of British Columbia
123,Pharmacy Services,Pharmacies,FreshCo,-122.323799,49.13199,BC,6048265398.0,,https://freshco.com/pharmacy/,Province of British Columbia
124,Pharmacy Services,Pharmacies,FreshCo,-122.460917,49.056849,BC,6048564667.0,,https://freshco.com/pharmacy/,Province of British Columbia
125,Pharmacy Services,Pharmacies,FreshCo,-121.956559,49.165605,BC,6047956092.0,,https://freshco.com/pharmacy/,Province of British Columbia
126,Pharmacy Services,Pharmacies,FreshCo,-122.659952,49.220785,BC,6044607200.0,,https://freshco.com/pharmacy/,Province of British Columbia
127,Pharmacy Services,Pharmacies,FreshCo,-124.518486,49.841303,BC,6044854244.0,,https://freshco.com/pharmacy/,Province of British Columbia
128,Pharmacy Services,Pharmacies,FreshCo,-119.278866,50.264216,BC,2505428008.0,,https://freshco.com/pharmacy/,Province of British Columbia
129,Pharmacy Services,Pharmacies,FreshCo,-119.429234,49.882905,BC,2508604431.0,,https://freshco.com/pharmacy/,Province of British Columbia
130,Pharmacy Services,Pharmacies,FreshCo,-120.352343,50.669273,BC,2503721994.0,,https://freshco.com/pharmacy/,Province of British Columbia
131,Pharmacy Services,Pharmacies,FreshCo,-122.13969,52.127529,BC,2503988380.0,,https://freshco.com/pharmacy/,Province of British Columbia
132,Pharmacy Services,Pharmacies,FreshCo,-122.325108,49.05017,BC,6048523558.0,,https://freshco.com/pharmacy/,Province of British Columbia
133,Pharmacy Services,Pharmacies,FreshCo,-122.88942,49.138414,BC,6045949866.0,,https://freshco.com/pharmacy/,Province of British Columbia
134,Pharmacy Services,Pharmacies,Squamish Pharmacy,-123.153718,49.698195,BC,6043902004.0,,,Province of British Columbia
135,Pharmacy Services,Pharmacies,Tofino Pharmacy,-125.906055,49.152995,BC,2507253101.0,tofinopharmacy@gmail.com,https://www.pharmachoice.com/locations/tofino-pharmacy/,Province of British Columbia
136,Pharmacy Services,Pharmacies,St. Anthony's Clinic Pharmacy,-123.487199,48.446762,BC,2504788338.0,,https://www.heartpharmacy.com/locations/st-anthonys-clinic-pharmacy,Province of British Columbia
137,Pharmacy Services,Pharmacies,Queensborough Community Pharmacy,-122.948431,49.185347,BC,7783971132.0,qbcpharmacy@pharmachoice.ca,https://www.pharmachoice.com/locations/queensborough-community-pharmacy/,Province of British Columbia
138,Pharmacy Services,Pharmacies,Medlandia Compounding Pharmacy,-122.653119,49.218619,BC,6044653375.0,info@medlandia.com,https://www.medlandia.com/,Province of British Columbia
139,Pharmacy Services,Pharmacies,Vita Vie Pharmacy,-123.155754,49.263877,BC,6047335150.0,,https://vitaviepharmacy.com/,Province of British Columbia
140,Pharmacy Services,Pharmacies,Main Station Pharmacy,-123.100045,49.27442,BC,6046623883.0,,https://www.guardian-ida-remedysrx.ca/en/british-columbia/vancouver/main-station-pharmacy-7009586,Province of British Columbia
141,Pharmacy Services,Pharmacies,Macdonald's Prescriptions No. 3,-123.154897,49.263677,BC,6047380733.0,macrx3@medicinecentre.com,https://www.macdonaldsprescriptions.ca/,Province of British Columbia
142,Pharmacy Services,Pharmacies,Logan Lake I.D.A. Pharmacy and TelePharmacy,-120.813647,50.492913,BC,2505239933.0,,https://loganlakeidapharmacy.com/,Province of British Columbia
143,Pharmacy Services,Pharmacies,Kroll's Surrey Pharmacy,-122.845618,49.178362,BC,6045813636.0,krollspharmacy@gmail.com,https://www.medicinecentre.com/cgi/page.cgi?search_term=Kroll%27s+Surrey+Pharmacy+Ltd.&show_location=1&_id=215&search_type=name,Province of British Columbia
144,Pharmacy Services,Pharmacies,Princeton Pharmacy,-120.508774,49.457871,BC,2502957670.0,,https://www.guardian-ida-remedysrx.ca/en/british-columbia/princeton/princeton-pharmacy-7003621,Province of British Columbia
145,Pharmacy Services,Pharmacies,Brentwood Pharmacy,-123.005082,49.266686,BC,6045643334.0,,,Province of British Columbia
146,Pharmacy Services,Pharmacies,New Life Pharmacy,-123.094109,49.281236,BC,6042554900.0,,,Province of British Columbia
147,Pharmacy Services,Pharmacies,Village Pharmacy,-122.900283,49.252597,BC,6044214388.0,,,Province of British Columbia
148,Pharmacy Services,Pharmacies,Naz and Wellness Pharmacy Group,-123.121938,49.263334,BC,6047093131.0,well1@nazwellness.com,https://www.nazwellness.com/,Province of British Columbia
