idx1,idx2,Name_1,Name_2,Name_DL,Name_CS,Name_Q,CleanName_DL,Address_1,Address_2,Addr_DL,Addr_CS,StrNum_Match,StrName_DL,StrName_CS,PC_Match,City_1,City_2,City_DL,Distance,Match
2841,2839,carefirst seniors and community services association,carefirst senior and community services association (central lhin),0.757575758,0.885342293,0.76119403,0.980769231,300 silver star blvd toronto,300 silver star blvd toronto,1,1,1,1,1,1,toronto,toronto,1,0,TRUE
2841,2840,carefirst seniors and community services association,carefirst senior and community services association (toronto central lhin),0.675675676,0.842199911,0.68,0.980769231,300 silver star blvd toronto,300 silver star blvd toronto,1,1,1,1,1,1,toronto,toronto,1,0,TRUE
2860,2853,caressant care lindsay nursing home,caressant care lindsay,0.628571429,0.861640437,0.638888889,0.628571429,240 mary st w kawartha lakes,240 mary st w kawartha lakes,1,1,1,1,1,1,kawartha lakes,kawartha lakes,1,0,TRUE
2861,2854,caressant care listowel nursing home,caressant care listowel,0.638888889,0.850922528,0.648648649,0.638888889,710 reserve av s listowel,710 reserve av s listowel,1,1,1,1,1,0,listowel,listowel,1,0,TRUE
2881,2855,caressant care woodstock nursing home,caressant care woodstock,0.648648649,0.854282143,0.657894737,0.648648649,81 fyfe av woodstock,81 fyfe av woodstock,1,1,1,1,1,1,woodstock,woodstock,1,0,TRUE
2901,2900,cassellholme css,cassellholme,0.75,0.907841299,0.764705882,0.75,400 olive st north bay,400 olive st north bay,1,1,1,1,1,1,north bay,north bay,1,0,FALSE
2927,2926,central east local health integration network (lhin op),central east local health integration network,0.818181818,0.930465349,0.821428571,1,314 harwood av s ajax,314 harwood av s ajax,1,1,1,1,1,1,ajax,ajax,1,0,TRUE
2932,2931,central local health integration network (lhin op),central local health integration network,0.8,0.922969508,0.803921569,1,11 allstate pky markham,11 allstate pky markham,1,1,1,1,1,1,markham,markham,1,0,TRUE
2938,2937,central west local health integration network (lhin op),central west local health integration network,0.818181818,0.928476691,0.821428571,1,199 county crt blvd brampton,199 county crt blvd brampton,1,1,1,1,1,1,brampton,brampton,1,0,TRUE
2964,2963,centretown community health centre inc ,centretown community health centre,0.871794872,0.962950013,0.897435897,0.894736842,420 cooper st ottawa,420 cooper st ottawa,1,1,1,1,1,1,ottawa,ottawa,1,0,TRUE
2969,2968,champlain local health integration network (lhin op),champlain local health integration network,0.807692308,0.924997222,0.811320755,1,1900 city pk dr ottawa,1900 city pk dr ottawa,1,1,1,1,1,1,ottawa,ottawa,1,0,TRUE
3048,3047,chartwell pine grove retirement residence,chartwell pine grove long term care residence,0.733333333,0.804251901,0.695652174,0.733333333,8403 islington av vaughan,8403 islington av vaughan,1,1,1,1,1,1,vaughan,vaughan,1,0,TRUE
3352,3351,de dwa da dehs nye s aboriginal health centre css,de dwa da dehs nye s aboriginal health centre,0.918367347,0.976086012,0.92,0.918367347,678 main st e hamilton,678 main st e hamilton,1,1,1,1,1,1,hamilton,hamilton,1,0,FALSE
3430,3429,eastholme district of parry sound (east) home for the aged,eastholme distric of parry sound (east) home for the aged css,0.918032787,0.958730949,0.919354839,0.907407407,62 big bend av powassan,62 big bend av powassan,1,1,1,1,1,1,powassan,powassan,1,0,FALSE
3469,3468,erie st clair local health integration network (lhin op),erie st clair local health integration network,0.821428571,0.91791372,0.824561404,1,180 riverview dr chatham kent,180 riverview dr chatham kent,1,1,1,1,1,1,chatham-kent,chatham-kent,1,0,TRUE
3559,3558,fife house foundation,fife house,0.476190476,0.786213628,0.5,0.476190476,490 sherbourne st toronto,490 sherbourne st toronto,1,1,1,1,1,1,toronto,toronto,1,0,TRUE
3635,3634,glebe centre inc (the),glebe centre,0.545454545,0.774596669,0.565217391,0.75,950 bank st ottawa,950 bank st ottawa,1,1,1,1,1,1,ottawa,ottawa,1,0,TRUE
3661,3659,good shepherd refuge social ministries,good shepherd ministries,0.631578947,0.830454799,0.641025641,0.631578947,412 queen st e toronto,412 queen st e toronto,1,1,1,1,1,1,toronto,toronto,1,0,TRUE
3687,3686,gravenhurst senior citizens club inc ,gravenhurst senior citizens club,0.864864865,0.954521404,0.891891892,0.888888889,480 first st n gravenhurst,480 first st n gravenhurst,1,1,1,1,1,1,gravenhurst,gravenhurst,1,0,TRUE
3782,3781,hamilton niagara haldimand brant local health integration network (lhin op),hamilton niagara haldimand brant local health integration network,0.866666667,0.955555486,0.868421053,1,264 main st e grimsby,264 main st e grimsby,1,1,1,1,1,1,grimsby,grimsby,1,0,TRUE
3882,3881,hong fook mental health association (css),hong fook mental health association,0.853658537,0.938336928,0.857142857,1,3320 midland av toronto,3320 midland av toronto,1,1,1,1,1,1,toronto,toronto,1,0,FALSE
3901,3900,hospice of windsor and essex county the,hospice of windsor and essex county inc (the),0.866666667,0.895443009,0.826086957,0.923076923,6038 empress st windsor,6038 empress st windsor,1,1,1,1,1,1,windsor,windsor,1,0,TRUE
3985,3984,indian rainbow community services of peel (central west lhin),india rainbow community services of peel,0.655737705,0.839653714,0.64516129,0.975609756,3038 hurontario st mississauga,3038 hurontario st mississauga,1,1,1,1,1,1,mississauga,mississauga,1,0,TRUE
4011,4010,jane/finch community and family centre css,jane/finch community and family centre,0.904761905,0.962395683,0.906976744,0.902439024,4400 jane st toronto,4400 jane st toronto,1,1,1,1,1,1,toronto,toronto,1,0,FALSE
4172,4171,leamington mennonite home css,leamington mennonite home,0.862068966,0.942809042,0.866666667,0.862068966,35 pickwick dr leamington,35 pickwick dr leamington,1,1,1,1,1,1,leamington,leamington,1,0,FALSE
4183,4182,les centres d accueil heritage centre des pionniers,les centres d accueil heritage centre des pionniers (ce lhin),0.836065574,0.953959055,0.838709677,1,33 hahn pl toronto,33 hahn pl toronto,1,1,1,1,1,1,toronto,toronto,1,0,TRUE
4310,4309,march of dimes canada york simcoe,march of dimes canada york,0.787878788,0.898100419,0.794117647,0.787878788,13311 yonge st richmond hill,13311 yonge st richmond hill,1,1,1,1,1,1,richmond hill,richmond hill,1,0,TRUE
4342,4341,mccormick home css,mccormick home,0.777777778,0.888523317,0.789473684,0.777777778,2022 kains rd london,2022 kains rd london,1,1,1,1,1,1,london,london,1,0,FALSE
4402,4401,mississauga halton local health integration network (lhin op),mississauga halton local health integration network,0.836065574,0.940859154,0.838709677,1,700 dorval dr oakville,700 dorval dr oakville,1,1,1,1,1,1,oakville,oakville,1,0,TRUE
4455,4454,n swakamok native friendship centre css,n swakamok native friendship centre,0.897435897,0.957686117,0.9,0.897435897,110 elm st sudbury,110 elm st sudbury,1,1,1,1,1,1,sudbury,sudbury,1,0,FALSE
4534,4533,north east local health integration network (lhin op),north east local health integration network,0.811320755,0.926371019,0.814814815,1,555 oak st e north bay,555 oak st e north bay,1,1,1,1,1,0,north bay,north bay,1,0,TRUE
4558,4557,north shore health network ltc unit,north shore health network eldcap unit,0.894736842,0.891132789,0.820512821,0.894736842,525 causley st blind river,525 causley st blind river,1,1,1,1,1,1,blind river,blind river,1,0,TRUE
4570,4569,north simcoe muskoka local health integration network (lhin op),north simcoe muskoka local health integration network,0.841269841,0.934128553,0.84375,1,210 memorial av orillia,210 memorial av orillia,1,1,1,1,1,1,orillia,orillia,1,0,TRUE
4571,4568,north simcoe muskoka palliative care network,north simcoe muskoka hospice palliative care network,0.846153846,0.941503857,0.849056604,0.846153846,169 front st s orillia,169 front st s orillia,1,1,1,1,1,1,orillia,orillia,1,0,TRUE
4580,4579,north west local health integration network (lhin op),north west local health integration network,0.811320755,0.924137707,0.814814815,1,975 alloy dr thunder bay,975 alloy dr thunder bay,1,1,1,1,1,1,thunder bay,thunder bay,1,0,TRUE
4583,4582,north york general hospital (css),north york general hospital,0.818181818,0.921954446,0.823529412,1,4001 leslie st toronto,4001 leslie st toronto,1,1,1,1,1,1,toronto,toronto,1,0,FALSE
4614,4613,nucleus housing incorporated,nucleus housing,0.535714286,0.756978119,0.551724138,0.535714286,2030 bristol cir oakville,2030 bristol cir oakville,1,1,1,1,1,1,oakville,oakville,1,0,TRUE
4661,4660,ontario federation of indigenous friendship centres,ontario federation of indian friendship centres,0.901960784,0.930091186,0.865384615,0.901960784,219 front st e toronto,219 front st e toronto,1,1,1,1,1,1,toronto,toronto,1,0,TRUE
4705,4704,parkdale activity recreation centre (parc) the,parkdale activity recreation centre,0.760869565,0.914396195,0.765957447,0.897435897,1499 queen st w toronto,1499 queen st w toronto,1,1,1,1,1,1,toronto,toronto,1,0,TRUE
4800,4799,pleasant manor retirement village heritage place,pleasant manor retirement village,0.6875,0.884932214,0.693877551,0.6875,15 elden st niagara on the lake,15 elden st niagara on the lake,1,1,1,1,1,1,niagara-on-the-lake,niagara-on-the-lake,1,0,TRUE
5010,5009,rexdale community health centre (css),rexdale community health centre,0.837837838,0.932504808,0.842105263,1,8 taber rd toronto,8 taber rd toronto,1,1,1,1,1,1,toronto,toronto,1,0,FALSE
5112,5111,saint luke s place css,saint luke s place,0.818181818,0.929283711,0.826086957,0.818181818,1624 franklin blvd cambridge,1624 franklin blvd cambridge,1,1,1,1,1,1,cambridge,cambridge,1,0,FALSE
5116,5115,sandy hill community health centre inc ,sandy hill community health centre,0.871794872,0.954521404,0.897435897,0.894736842,221 nelson st ottawa,221 nelson st ottawa,1,1,1,1,1,1,ottawa,ottawa,1,0,TRUE
5323,5322,south east local health integration network (lhin op),south east local health integration network,0.811320755,0.921764802,0.814814815,1,71 adam st belleville,71 adam st belleville,1,1,1,1,1,1,belleville,belleville,1,0,TRUE
5332,5331,south west local health integration network (lhin op),south west local health integration network,0.811320755,0.919238816,0.814814815,1,201 queens av london,201 queens av london,1,1,1,1,1,1,london,london,1,0,TRUE
5371,5370,southlake regional health centre css,southlake regional health centre (srhc),0.871794872,0.884259517,0.825,0.888888889,596 davis dr newmarket,596 davis dr newmarket,1,1,1,1,1,1,newmarket,newmarket,1,0,FALSE
5403,5402,st clair west services for seniors (css),st clair west services for seniors,0.85,0.949546915,0.853658537,1,2562 eglington av w toronto,2562 eglington av w toronto,1,1,1,1,1,1,toronto,toronto,1,0,FALSE
5404,5402,st clair west services for seniors (toronto central lhin),st clair west services for seniors,0.596491228,0.843482336,0.603448276,1,2562 eglington av w toronto,2562 eglington av w toronto,1,1,1,1,1,1,toronto,toronto,1,0,TRUE
5404,5403,st clair west services for seniors (toronto central lhin),st clair west services for seniors (css),0.666666667,0.827623585,0.637931034,1,2562 eglington av w toronto,2562 eglington av w toronto,1,1,1,1,1,1,toronto,toronto,1,0,FALSE
5521,4938,sunnyside home for the aged regional municipality of waterloo,regional municipality of waterloo,0.540983607,0.726748636,0.548387097,0.540983607,247 franklin st n kitchener,247 franklin st n kitchener,1,1,1,1,1,1,kitchener,kitchener,1,0,FALSE
5586,5585,the canadian national institute for the blind hkpr district,the canadian national institute for the blind durham district,0.901639344,0.934122337,0.887096774,0.901639344,159 king st peterborough,159 king st peterborough,1,1,1,1,1,1,peterborough,peterborough,1,0,TRUE
5589,5588,the canadian red cross society ontario zone northumberland (ce lhin),the canadian red cross society ontario zone northumberland,0.852941176,0.942464694,0.855072464,1,14 high st barrie,14 high st barrie,1,1,1,1,1,1,barrie,barrie,1,0,TRUE
5626,3910,the hospital for sick children (css),hospital for sick children the,0.75,0.915334823,0.837837838,0.733333333,555 university av toronto,555 university av toronto,1,1,1,1,1,1,toronto,toronto,1,0,FALSE
5632,4147,the lance krasman memorial centre for community mental health css,lance krasman memorial centre for community mental health,0.876923077,0.962911108,0.878787879,0.876923077,10121 yonge st richmond hill,10121 yonge st richmond hill,1,1,1,1,1,1,richmond hill,richmond hill,1,0,FALSE
5766,5765,toronto central local health integration network (lhin op),toronto central local health integration network,0.827586207,0.939689173,0.830508475,1,425 bloor st e toronto,425 bloor st e toronto,1,1,1,1,1,1,toronto,toronto,1,0,TRUE
5911,5910,villa colombo homes for the aged,villa colombo,0.40625,0.677630927,0.424242424,0.40625,40 playfair av toronto,40 playfair av toronto,1,1,1,1,1,1,toronto,toronto,1,0,TRUE
5947,5946,wabano centre for aboriginal health (css),wabano centre for aboriginal health,0.853658537,0.935414347,0.857142857,1,299 montreal rd ottawa,299 montreal rd ottawa,1,1,1,1,1,1,ottawa,ottawa,1,0,FALSE
5965,5964,waterloo wellington local health integration network (lhin op),waterloo wellington local health integration network,0.838709677,0.942190429,0.841269841,1,141 weber st s waterloo,141 weber st s waterloo,1,1,1,1,1,1,waterloo,waterloo,1,0,TRUE
5976,5975,waypoint centre for mental health care (css),waypoint centre for mental health care,0.863636364,0.949546915,0.866666667,1,500 church st penetanguishene,500 church st penetanguishene,1,1,1,1,1,1,penetanguishene,penetanguishene,1,0,FALSE
6113,6112,yee hong centre scarborough mcnicoll css,yee hong centre scarborough mcnicoll,0.9,0.954819832,0.902439024,0.9,2311 mcnicoll av toronto,2311 mcnicoll av toronto,1,1,1,1,1,1,toronto,toronto,1,0,FALSE
6466,6425,centre de readaptation en deficience physique et en deficience intellectuelle et en troubles envahissants du developpement d amos,centre de readaptation en deficience intellectuelle et en troubles envahissants du developpement d amos,0.798449612,0.971162065,0.8,0.798449612,841 3e rue o amos (Quebec) j9t 2t4,841 3e rue o amos (Quebec) j9t 2t4,1,1,1,1,1,1,amos,amos,1,0,TRUE
6603,6602,centre de sante et de services sociaux du granit (centre locale de services communautaires),centre de sante et de services sociaux du granit (centre hospitalier),0.703296703,0.904707966,0.663043478,1,3569 rue laval lac me?gantic (que?bec) g6b 1a5,3569 rue laval Lac Megantic (Quebec) g6b 1a5,0.891304348,0.927886409,1,1,1,1,lac-megantic,lac-megantic,1,0,FALSE
6705,6704,centre hospitalier universitaire sainte justine (centre administratif),centre hospitalier universitaire sainte justine,0.671428571,0.917275327,0.676056338,1,3175 ch de la cote sainte catherine montreal (Quebec) h3t 1c5,3175 ch de la cote sainte catherine montreal (Quebec) h3t 1c5,1,1,1,1,1,1,montreal,montreal,1,0,TRUE
6729,6728,centre miriam (centre administratif),centre miriam,0.361111111,0.792824967,0.378378378,1,8160 ch royden mont royal (Quebec) h4p 2t2,8160 ch royden mont royal (Quebec) h4p 2t2,1,1,1,1,1,1,mont-royal,mont-royal,1,0,TRUE
6736,6663,centre multiservices de sante et de serivces sociaux des basques,centre de services externes de trois pistoles (point de service mrc des basques),0.5125,0.85091456,0.580246914,0.46875,550 rue notre dame e trois pistoles (Quebec) g0l 4k0,550 rue notre dame e trois pistoles (Quebec) g0l 4k0,1,1,1,1,1,1,trois-pistoles,trois-pistoles,1,0,FALSE
6843,6700,centre hospitalier regional de trois rivieres,centre hospitalier regional de trois rivieres,1,1,1,1,731 rue ste julie trois rivieres qc g9a 1y1,731 rue sainte julie trois rivieres qc g9a 1y1 canada,0.811320755,0.91025899,1,0.75,0.769483764,1,trois-rivieres,trois-rivieres,1,0,TRUE
7025,7024,clinique communautaire de pointe saint charles (centre administratif),clinique communautaire de pointe saint charles (avenue ash),0.782608696,0.877967177,0.742857143,1,500 av ash montre?al (que?bec) h3k 2r4,500 av ash montre?al (que?bec) h3k 2r4,1,1,1,1,1,1,montreal,montreal,1,0,TRUE
7205,7204,centre locale de services communautaires urgence mineure centre d hebergement de windsor (um),centre locale de services communautaires urgence mineure centre d hebergement de windsor (centre locale de services communautaires),0.702290076,0.970870658,0.689393939,1,23 rue ambroise dearden windsor (que?bec) j1s 1g8,23 rue ambroise dearden windsor (que?bec) j1s 1g8,1,1,1,1,1,1,windsor,windsor,1,0,TRUE
7567,6589,centre de sante et de services sociaux de sept iles ,centre de sante et de services sociaux de sept iles ,1,1,1,1,45 rue pere divet sept iles qc g4r 3n7,45 rue du pere divet sept iles qc g4r 3n7 canada,0.791666667,0.904767733,1,0.722222222,0.857492926,1,sept-iles ,sept-iles,0.9,0,TRUE
7769,6663,groupe de medecine de famille des basques (centre de multiservices de sante et services sociaux de trois pistoles),centre de services externes de trois pistoles (point de service mrc des basques),0.394736842,0.883089065,0.608695652,0.333333333,550 rue notre dame e trois pistoles (Quebec) g0l 4k0,550 rue notre dame e trois pistoles (Quebec) g0l 4k0,1,1,1,1,1,1,trois-pistoles,trois-pistoles,1,0,FALSE
7769,6736,groupe de medecine de famille des basques (centre de multiservices de sante et services sociaux de trois pistoles),centre multiservices de sante et de serivces sociaux des basques,0.464912281,0.869336858,0.530434783,0.40625,550 rue notre dame e trois pistoles (Quebec) g0l 4k0,550 rue notre dame e trois pistoles (Quebec) g0l 4k0,1,1,1,1,1,1,trois-pistoles,trois-pistoles,1,0,FALSE
8083,8082,hopital shriners pour enfants (quebec) inc (centre administratif),hopital shriners pour enfants (quebec),0.584615385,0.800877857,0.590909091,0.878787879,1003 boul decarie (montreal) montreal (Quebec) h4a 0a9,1003 boul decarie (montreal) montreal (Quebec) h4a 0a9,1,1,1,0.133333333,0.069337525,1,montreal,montreal,1,0,TRUE
8104,8103,institut de cardiologie de montreal (centre administratif),institut de cardiologie de montreal,0.603448276,0.865542535,0.610169492,1,5000 rue belanger montreal (Quebec) h1t 1c8,5000 rue belanger montreal (Quebec) h1t 1c8,1,1,1,1,1,1,montreal,montreal,1,0,TRUE
8107,8106,institut national de psychiatrie legale philippe pinel (centre administratif),institut national de phychiatrie legale philippe pinel,0.688311688,0.894822014,0.679487179,0.981481481,10905 boul henri bourassa e montreal (Quebec) h1c 1h1,10905 boul henri bourassa e montreal (Quebec) h1c 1h1,1,1,1,1,1,1,montreal,montreal,1,0,TRUE
8123,8122,institut universitaire en sante mentale douglas (centre administratif),institut universitaire en sante mentale douglas,0.671428571,0.892019576,0.676056338,1,6875 boul lasalle montreal (Quebec) h4h 1r3,6875 boul lasalle montreal (Quebec) h4h 1r3,1,1,1,1,1,1,montreal,montreal,1,0,TRUE
5684,5113,the salvation army toronto grace health centre,salvation army toronto grace health centre,0.913043478,0.973969507,0.914893617,0.913043478,650 church st toronto on m4y 2g5,47 austin terr toronto,0.28125,0.431433486,0,0.090909091,0.083333333,0,toronto,toronto,1,0.000819013,FALSE
4367,4366,mennonite brethren senior citizens home (tabor manor),mennonite brethren senior citizens home,0.735849057,0.907063355,0.740740741,1,1 tabor dr st catharines,1 tabor dr st catharines,1,1,1,1,1,1,st catharines,st catharines,1,0.000983362,TRUE
3670,3669,grand bend area community health centre inc ,grand bend area community health centre,0.886363636,0.963624112,0.909090909,0.906976744,69 main st e lambton shores,69 main st s exeter,0.518518519,0.640711607,1,0.888888889,0.821583836,1,lambton shores,exeter,0.142857143,0.000992247,TRUE
6833,6690,centre hospitalier la sarre,centre hospitalier de la sarre,0.9,0.962435479,0.903225806,0.9,679 2e rue e la sarre qc j9z 2x7,679 2e rue e la sarre (Quebec) j9z 2x7,0.815789474,0.885079415,1,1,1,1,la sarre,la sarre,1,0.001339808,TRUE
1777,1776,westsyde care residence,westsyde care annex,0.652173913,0.746202507,0.583333333,0.652173913,2980 westsyde rd kamloops bc v2b 7e9,2980 westsyde rd kamloops bc v2b 7e9,1,1,1,1,1,1,kamloops,kamloops,1,0.002238269,TRUE
1836,1834,beausejour hospital,beausejour district hospital,0.678571429,0.830454799,0.689655172,0.678571429,151 1 st s beausejour mb r0e 0c0,151 1st st s beausejour mb r0e 0c0,0.941176471,0.952353266,1,1,1,1,beausejour,beausejour,1,0.002528556,TRUE
2061,2060,grand manan hospital / hopital de grand manan,grand manan hospital,0.444444444,0.962962963,0.456521739,0.465116279,196 rte 776 grand manan nb e5g 1a3,196 rte 776 grand manan nb e5g 1a3,1,1,1,1,1,1,grand manan,grand manan,1,0.004371449,TRUE
1707,431,vancouver general hospital banfield pavilion,banfield pavilion vancouver general hospital,0.181818182,1,1,0.181818182,2785 ash st vancouver bc v5z 1m9,2785 ash st vancouver bc v5z 1m9,1,1,1,1,1,1,vancouver,vancouver,1,0.00495405,TRUE
200,87,our lady of the rosary hospital,covenant health our lady of the rosary hospital,0.659574468,0.865289926,0.666666667,0.659574468,5402 47 st castor alberta t0c 0x0,5402 47 st castor ab t0c 0x0,0.848484848,0.868092293,1,1,1,1,castor,castor,1,0.005862483,TRUE
2076,2075,miramichi regional hospital / hopital regional de miramichi,miramichi regional hospital,0.457627119,0.970588235,0.466666667,0.473684211,500 water st miramichi nb e1v 3g5,500 water st miramichi nb e1v 3g5,1,1,1,1,1,1,miramichi,miramichi,1,0.006556757,TRUE
2088,2070,stella maris de kent hospital / hopital stella maris de kent,hopital stella maris de kent,0.466666667,0.978549785,0.475409836,0.482758621,7714 rte 134 sainte anne de kent nb e4s 1h5,7714 rte 134 sainte anne de kent nb e4s 1h5,1,1,1,1,1,1,sainte-anne-de-kent,sainte-anne-de-kent,1,0.008376598,TRUE
2039,2038,campbellton regional hospital / hopital regional de campbellton,campbellton regional hospital,0.46031746,0.972222222,0.46875,0.475409836,189 lily lake rd po box 880 campbellton nb e3n 3h3,189 ch lily lake campbellton nb e3n 3h3,0.66,0.835004911,1,0.5,0.8,1,campbellton,campbellton,1,0.009884427,TRUE
6569,6542,centre de sante et de services sociaux de la minganie,centre de sante de la minganie,0.566037736,0.8894478,0.574074074,0.566037736,1035 prom des anciens havre saint pierre qc g0g 1p0 canada,1035 prom des anciens havre saint pierre qc g0g 1p0,0.879310345,0.950959321,1,1,1,1,havre-saint-pierre,havre-saint-pierre,1,0.01010559,TRUE
248,165,seton (jasper) healthcare centre,jasper (seton) healthcare centre,0.625,0.891891892,0.878787879,0.75,518 robson st jasper ab t0e 1e0 canada,518 robson st jasper ab t0e 1e0,0.815789474,0.905821627,1,1,1,1,jasper,jasper,1,0.011757516,TRUE
258,256,smoky lake healthcare centre,smoky lake (george mcdougall memorial) healthcare centre,0.5,0.766757673,0.50877193,1,4212 55th av smoky lake ab t0a 3c0 canada,4212 55 av smoky lake ab t0a 3c0,0.780487805,0.872278376,1,1,1,1,smoky lake,smoky lake,1,0.012249371,TRUE
714,713,dr helmcken memorial hospital and health centre,dr helmcken memorial hospital,0.617021277,0.861640437,0.625,0.617021277,640 pk dr clearwater bc v0e 1n0,640 pk dr clearwater bc v0e 1n0,1,1,1,1,1,1,clearwater,clearwater,1,0.012945376,TRUE
1694,1643,university hospital of northern british columbia,the university hospital of northern british columbia prince george,0.727272727,0.846977183,0.731343284,0.727272727,1475 edmonton st prince george bc v2m 1s2,1475 edmonton st prince george bc v2m 1s2 canada,0.854166667,0.936585812,1,1,1,1,prince george,prince george,1,0.016163593,TRUE
6006,6005,wesburn manor city of toronto css,wesburn manor city of toronto,0.878787879,0.949070753,0.882352941,0.878787879,400 the w mall toronto,400 the w mall toronto,1,1,1,1,1,1,toronto,toronto,1,0.017136658,FALSE
1609,1608,the classic homestead west,the classic homestead east,0.923076923,0.906692829,0.888888889,0.923076923,20433 73a av langley bc v2y 1v1,20445 73a av langley bc v2y1v1,0.903225806,0.862457545,0,1,1,1,langley,langley,1,0.017851914,TRUE
6934,6597,centre integre de sante et de services sociaux des iles,centre de sante et de services sociaux des iles ,0.836363636,0.969801106,0.857142857,0.854545455,430 ch principal les iles de la madeleine (Quebec) g4t 1r9,430 ch principal (cap aux meules) les Iles de la madeleine qc g4t 1r9 canada,0.578947368,0.839523405,1,0.324324324,0.549125178,1,quebec,les Iles-de-la-madeleine,0.083333333,0.018146472,TRUE
6656,6553,centre de services de readaptation en dependance de la malbaie,centre de sante et de services sociaux de charlevoix,0.419354839,0.709299038,0.444444444,0.419354839,535 boul de comporte la malbaie (Quebec) g5a 1s8,535 boul de comporte la malbaie qc g5a 1s8 canada,0.714285714,0.844389378,1,1,1,1,la malbaie,la malbaie,1,0.018874805,FALSE
2955,2954,centre for addiction and mental health college street site,centre for addiction and mental health college st site,0.931034483,0.975342893,0.93220339,0.931034483,250 college st toronto,250 college st toronto on m5t 1r8,0.666666667,0.853814968,1,1,1,1,toronto,toronto,1,0.02021794,TRUE
6565,6545,centre de sante et de services sociaux de la haute cote nord,centre de sante des nord cotiers,0.45,0.79918704,0.475409836,0.45,4 rue de l hopital les escoumins qc g0t 1k0 canada,4 rue de l hopital les escoumins qc g0t 1k0,0.86,0.940875072,1,1,1,1,les escoumins,les escoumins,1,0.021168393,TRUE
7324,6824,centre locale de services communautaires de metabetchouan lac a la croix,centre hospitalier de metabetchouan lac a la croix et centre locale de services communautaires secteur sud,0.320754717,0.914909554,0.682242991,0.320754717,1895 rte 169 me?tabetchouan lac a? la croix (que?bec) g8g 1b4,1895 rte 169 metabetchouan qc g8g 1b4,0.606557377,0.727248348,1,1,1,1,metabetchouan lac-a-la-croix,metabetchouan,0.464285714,0.021384182,TRUE
