ObjectID,Loc_name,Status,Score,Match_type,Match_addr,LongLabel,ShortLabel,Addr_type,Type,PlaceName,Place_addr,Phone,URL,Rank,AddBldg,AddNum,AddNumFrom,AddNumTo,AddRange,Side,StPreDir,StPreType,StName,StType,StDir,BldgType,BldgName,LevelType,LevelName,UnitType,UnitName,SubAddr,StAddr,Block,Sector,Nbrhd,District,City,MetroArea,Subregion,Region,RegionAbbr,Territory,Zone,Postal,PostalExt,Country,LangCode,Distance,X,Y,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax,ExInfo,ResultID,IN_SingleLine,USER_idx,USER_facility_name,USER_source_id,USER_authority_type,USER_address_str,USER_street_addr,USER_telephone,USER_city,USER_postal_code,USER_province,USER_ISCED4_,USER_provider
11,World,M,94.430000000000007,A,T0A 2C0,"T0A 2C0, CAN",T0A 2C0,PostalExt,,T0A,"Sturgeon County, Alberta, T0A 2C0",,,5.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,Sturgeon County,,Alberta,Alberta,AB,,,T0A,2C0,CAN,ENG,0.000000000000000,-111.974450029420879,54.771109979958794,-111.974450029420879,54.771109979958794,-111.975450029420884,-111.973450029420874,54.770109979958796,54.772109979958792,P 0,11,P.0. Box 417 Lac La Biche Alberta T0A2C0 Canada,10,Portage College,BJAS,Junior College,P.0. Box 417 Lac La Biche Alberta T0A2C0 Canada,P.0. Box 417,(403) 623-5551,Lac La Biche,T0A2C0,Alberta,1,Employment and Social Development Canada
12,World,M,100.000000000000000,A,"221 18 St SE, Calgary, Alberta, T2E 6J5","221 18 St SE, Calgary, Alberta, T2E 6J5, CAN",221 18 St SE,PointAddress,,,"221 18 St SE, Calgary, Alberta, T2E 6J5",,,20.000000000000000,,221,,,,L,,,18,St,SE,,,,,,,,221 18 St SE,,,Mayland Heights,Calgary,Calgary,Calgary Metro Area,Alberta,Alberta,AB,,,T2E,6J5,CAN,ENG,0.000000000000000,-114.011313688946601,51.050799657148673,-114.011479985905567,51.050799992424800,-114.012479985905571,-114.010479985905562,51.049799992424802,51.051799992424797,,14,10- 221-18 Street SE Calgary Alberta T2E6J5 Canada,13,ABES (Alberta Business and Educational Services)-Calgary,BPQF,Private Institution,10- 221-18 Street SE Calgary Alberta T2E6J5 Canada,10- 221-18 Street SE,4032328758,Calgary,T2E6J5,Alberta,1,Employment and Social Development Canada
13,World,M,100.000000000000000,A,"112 28 St SE, Calgary, Alberta, T2A 6J9","112 28 St SE, Calgary, Alberta, T2A 6J9, CAN",112 28 St SE,PointAddress,,,"112 28 St SE, Calgary, Alberta, T2A 6J9",,,20.000000000000000,,112,,,,R,,,28,St,SE,,,,,,,,112 28 St SE,,,Franklin,Calgary,Calgary,Calgary Metro Area,Alberta,Alberta,AB,,,T2A,6J9,CAN,ENG,0.000000000000000,-113.993256387297620,51.051797816088339,-113.993139962662539,51.051799995383163,-113.994139962662544,-113.992139962662534,51.050799995383166,51.052799995383161,,15,112 - 28th Street SE Calgary Alberta T2A 6J9 Canada,14,ABM College,BPNC,Private Institution,112 - 28th Street SE Calgary Alberta T2A 6J9 Canada,112 - 28th Street SE,(403) 7194300,Calgary,T2A 6J9,Alberta,1,Employment and Social Development Canada
14,World,M,100.000000000000000,A,"9804 100 Ave, Unit 305, Grande Prairie, Alberta, T8V 0T8","9804 100 Ave, Unit 305, Grande Prairie, Alberta, T8V 0T8, CAN","9804 100 Ave, Unit 305",Subaddress,,,"9804 100 Ave, Unit 305, Grande Prairie, Alberta, T8V 0T8",,,20.000000000000000,,9804,,,,L,,,100,Ave,,,,,,Unit,305,Unit 305,9804 100 Ave,,,VLA,Grande Prairie,Grande Prairie,,Alberta,Alberta,AB,,,T8V,0T8,CAN,ENG,0.000000000000000,-118.788598011615079,55.170947967642434,-118.788830022694924,55.170949979299195,-118.789830022694929,-118.787830022694919,55.169949979299197,55.171949979299193,,16,305-9804-100 Avenue Grande Prairie Alberta T8V0T8 Canada,15,ACCData Computer Systems and Training,BPPF,Private Institution,305-9804-100 Avenue Grande Prairie Alberta T8V0T8 Canada,305-9804-100 Avenue,5872999444,Grande Prairie,T8V0T8,Alberta,1,Employment and Social Development Canada
15,World,M,93.980000000000004,A,Orange Hub,"Orange Hub, 156 St NW, Edmonton, Alberta, T5P, CAN",Orange Hub,POI,Civic Center,Orange Hub,"156 St NW, Edmonton, Alberta, T5P",,,19.000000000000000,,,,,,,,,156,St,NW,,,,,,,,156 St NW,,,West Jasper Place,Edmonton,Edmonton,Edmonton Metro Area,Alberta,Alberta,AB,,,T5P,,CAN,ENG,0.000000000000000,-113.590379999999982,53.540170000000046,-113.590379999999982,53.540170000000046,-113.595379999999977,-113.585379999999986,53.535170000000043,53.545170000000049,10045,13,10045-156 Street The Orange Hub Edmonton Alberta T5P 2P7 Canada,12,Yellowhead Tribal College,BZAA,Miscellaneous,10045-156 Street The Orange Hub Edmonton Alberta T5P 2P7 Canada,10045-156 Street The Orange Hub,(780) 484-0303,Edmonton,T5P 2P7,Alberta,1,Employment and Social Development Canada
16,World,M,100.000000000000000,A,"1111 33 St NE, Calgary, Alberta, T2A 6T2","1111 33 St NE, Calgary, Alberta, T2A 6T2, CAN",1111 33 St NE,PointAddress,,,"1111 33 St NE, Calgary, Alberta, T2A 6T2",,,20.000000000000000,,1111,,,,L,,,33,St,NE,,,,,,,,1111 33 St NE,,,Franklin,Calgary,Calgary,Calgary Metro Area,Alberta,Alberta,AB,,,T2A,6T2,CAN,ENG,0.000000000000000,-113.986063708544791,51.062108898098643,-113.986299994395253,51.062109987746055,-113.987299994395258,-113.985299994395248,51.061109987746057,51.063109987746053,,17,1111 - 33 Street NE Calgary Alberta T2A 6T2 Canada,16,AGA Academy,BPUY,Private Institution,1111 - 33 Street NE Calgary Alberta T2A 6T2 Canada,1111 - 33 Street NE,(403) 598-5865,Calgary,T2A 6T2,Alberta,1,Employment and Social Development Canada
17,World,M,99.620000000000005,A,"9915 51 Ave NW, Unit 203, Edmonton, Alberta, T6E 0A8","9915 51 Ave NW, Unit 203, Edmonton, Alberta, T6E 0A8, CAN","9915 51 Ave NW, Unit 203",Subaddress,,,"9915 51 Ave NW, Unit 203, Edmonton, Alberta, T6E 0A8",,,20.000000000000000,,9915,,,,R,,,51,Ave,NW,,,,,Unit,203,Unit 203,9915 51 Ave NW,,,Papaschase Industrial,Edmonton,Edmonton,Edmonton Metro Area,Alberta,Alberta,AB,,,T6E,0A8,CAN,ENG,0.000000000000000,-113.487429904512780,53.488032465562142,-113.487399981118458,53.487619992106971,-113.488399981118462,-113.486399981118453,53.486619992106974,53.488619992106969,,18,Suite 203 9915 51 Avenue Edmonton Alberta T6E 0A8 Canada,17,Academy of Healthcare Services,BPVC,Private Institution,Suite 203 9915 51 Avenue Edmonton Alberta T6E 0A8 Canada,Suite 203 9915 51 Avenue,780-832-3279,Edmonton,T6E 0A8,Alberta,1,Employment and Social Development Canada
18,World,M,99.620000000000005,A,"5650 23 Ave NW, Edmonton, Alberta, T6L 6N2","5650 23 Ave NW, Edmonton, Alberta, T6L 6N2, CAN",5650 23 Ave NW,StreetAddress,,,"5650 23 Ave NW, Edmonton, Alberta, T6L 6N2",,,20.000000000000000,,5650,5728,5608,5608-5728,L,,,23,Ave,NW,,,,,,,,5650 23 Ave NW,,,Mill Woods Town Centre,Edmonton,Edmonton,Edmonton Metro Area,Alberta,Alberta,AB,,,T6L,6N2,CAN,ENG,0.000000000000000,-113.427143120718270,53.454029372158580,-113.427143120718270,53.454029372158580,-113.428143120718275,-113.426143120718265,53.453029372158582,53.455029372158577,,19,5650-23 Ave Edmonton Alberta T6L6N2 Canada,18,Academy of Learning (Edmonton South),BPHS,Private Institution,5650-23 Ave Edmonton Alberta T6L6N2 Canada,5650-23 Ave,(403) 433-1717,Edmonton,T6L6N2,Alberta,1,Employment and Social Development Canada
19,World,M,99.260000000000005,A,"2002 Luxstone Blvd SW, Unit 201, Airdrie, Alberta, T4B 3K8","2002 Luxstone Blvd SW, Unit 201, Airdrie, Alberta, T4B 3K8, CAN","2002 Luxstone Blvd SW, Unit 201",Subaddress,,,"2002 Luxstone Blvd SW, Unit 201, Airdrie, Alberta, T4B 3K8",,,20.000000000000000,,2002,,,,R,,,Luxstone,Blvd,SW,,,,,Unit,201,Unit 201,2002 Luxstone Blvd SW,,,,Airdrie,Airdrie,Calgary Metro Area,Alberta,Alberta,AB,,,T4B,3K8,CAN,ENG,0.000000000000000,-114.017720061362596,51.272082487713455,-114.017730035827370,51.271570018153426,-114.018730035827375,-114.016730035827365,51.270570018153428,51.272570018153424,MAIN CAMPUS,20,Main Campus #201 2002 Luxstone Blvd Airdrie Alberta T4B3K8 Canada,19,Academy of Learning - Airdrie,BPJW,Private Institution,Main Campus #201 2002 Luxstone Blvd Airdrie Alberta T4B3K8 Canada,Main Campus #201 2002 Luxstone Blvd,(403) 912-3430,Airdrie,T4B3K8,Alberta,1,Employment and Social Development Canada
20,World,M,99.359999999999999,A,"8228 MacLeod Trl SE, Calgary, Alberta, T2H 2B8","8228 MacLeod Trl SE, Calgary, Alberta, T2H 2B8, CAN",8228 MacLeod Trl SE,StreetAddress,,,"8228 MacLeod Trl SE, Calgary, Alberta, T2H 2B8",,,20.000000000000000,,8228,8242,8224,8224-8242,R,,,MacLeod,Trl,SE,,,,,,,,8228 MacLeod Trl SE,,,Fairview,Calgary,Calgary,Calgary Metro Area,Alberta,Alberta,AB,,,T2H,2B8,CAN,ENG,0.000000000000000,-114.071412641785898,50.981881527486678,-114.071412641785898,50.981881527486678,-114.072412641785903,-114.070412641785893,50.980881527486680,50.982881527486676,220,22,220 8228 MacLeod Trail SE Calgary Alberta T2H2B8 Canada,21,Academy of Learning - Calgary South,BPKX,Private Institution,220 8228 MacLeod Trail SE Calgary Alberta T2H2B8 Canada,220 8228 MacLeod Trail SE,(403) 252-8973,Calgary,T2H2B8,Alberta,1,Employment and Social Development Canada
21,World,M,100.000000000000000,A,"495 36 St NE, Calgary, Alberta, T2A 6K3","495 36 St NE, Calgary, Alberta, T2A 6K3, CAN",495 36 St NE,StreetAddress,,,"495 36 St NE, Calgary, Alberta, T2A 6K3",,,20.000000000000000,,495,467,495,467-495,L,,,36,St,NE,,,,,,,,495 36 St NE,,,Franklin,Calgary,Calgary,Calgary Metro Area,Alberta,Alberta,AB,,,T2A,6K3,CAN,ENG,0.000000000000000,-113.982029155924636,51.055914722210439,-113.982029155924636,51.055914722210439,-113.983029155924640,-113.981029155924631,51.054914722210441,51.056914722210436,,21,Suite 260 495-36 St NE Calgary Alberta T2A6K3 Canada,20,Academy of Learning - Calgary NE,BPKW,Private Institution,Suite 260 495-36 St NE Calgary Alberta T2A6K3 Canada,Suite 260 495-36 St NE,(403) 569-8973,Calgary,T2A6K3,Alberta,1,Employment and Social Development Canada
22,World,M,99.620000000000005,A,"10010 100 St NW, Edmonton, Alberta, T5J 0N3","10010 100 St NW, Edmonton, Alberta, T5J 0N3, CAN",10010 100 St NW,StreetAddress,,,"10010 100 St NW, Edmonton, Alberta, T5J 0N3",,,20.000000000000000,,10010,10010,10012,10010-10012,L,,,100,St,NW,,,,,,,,10010 100 St NW,,,Downtown,Edmonton,Edmonton,Edmonton Metro Area,Alberta,Alberta,AB,,,T5J,0N3,CAN,ENG,0.000000000000000,-113.490102743897140,53.540010114025399,-113.490102743897140,53.540010114025399,-113.491102743897144,-113.489102743897135,53.539010114025402,53.541010114025397,,23,10010 - 100 Street Edmonton Alberta T5J0N3 Canada,22,Academy of Learning - Edmonton Downtown,BPIK,Private Institution,10010 - 100 Street Edmonton Alberta T5J0N3 Canada,10010 - 100 Street,(780) 424-1144,Edmonton,T5J0N3,Alberta,1,Employment and Social Development Canada
23,World,M,99.620000000000005,A,"17718 64 Ave NW, Edmonton, Alberta, T5T 4J5","17718 64 Ave NW, Edmonton, Alberta, T5T 4J5, CAN",17718 64 Ave NW,PointAddress,,,"17718 64 Ave NW, Edmonton, Alberta, T5T 4J5",,,20.000000000000000,,17718,,,,L,,,64,Ave,NW,,,,,,,,17718 64 Ave NW,,,Callingwood South,Edmonton,Edmonton,Edmonton Metro Area,Alberta,Alberta,AB,,,T5T,4J5,CAN,ENG,0.000000000000000,-113.628584087653394,53.499637336237257,-113.628719958303833,53.499949981225626,-113.629719958303838,-113.627719958303828,53.498949981225628,53.500949981225624,,24,17718 - 64 Ave Edmonton Alberta T5T4J5 Canada,23,Academy of Learning - Edmonton West,BPHR,Private Institution,17718 - 64 Ave Edmonton Alberta T5T4J5 Canada,17718 - 64 Ave,(780) 496-9428,Edmonton,T5T4J5,Alberta,1,Employment and Social Development Canada
24,World,M,100.000000000000000,A,"28 Gateway Dr NE, Airdrie, Alberta, T4B 0J6","28 Gateway Dr NE, Airdrie, Alberta, T4B 0J6, CAN",28 Gateway Dr NE,PointAddress,,,"28 Gateway Dr NE, Airdrie, Alberta, T4B 0J6",,,20.000000000000000,,28,,,,R,,,Gateway,Dr,NE,,,,,,,,28 Gateway Dr NE,,,,Airdrie,Airdrie,Calgary Metro Area,Alberta,Alberta,AB,,,T4B,0J6,CAN,ENG,0.000000000000000,-114.011176058096282,51.303319996829771,-114.010529980999664,51.303319996829771,-114.012529980999659,-114.008529980999668,51.301319996829768,51.305319996829773,,26,#203- 28 Gateway Drive NE Airdrie Alberta T4B 0J6 Canada,25,Academy of Learning Airdrie,BPUQ,Private Institution,#203- 28 Gateway Drive NE Airdrie Alberta T4B 0J6 Canada,#203- 28 Gateway Drive NE,,Airdrie,T4B 0J6,Alberta,1,Employment and Social Development Canada
25,World,M,100.000000000000000,A,"28 12 Ave SE, Unit 4, High River, Alberta, T1V 1T2","28 12 Ave SE, Unit 4, High River, Alberta, T1V 1T2, CAN","28 12 Ave SE, Unit 4",Subaddress,,,"28 12 Ave SE, Unit 4, High River, Alberta, T1V 1T2",,,20.000000000000000,,28,,,,L,,,12,Ave,SE,,,,,Unit,4,Unit 4,28 12 Ave SE,,,,High River,High River,Calgary Metro Area,Alberta,Alberta,AB,,,T1V,1T2,CAN,ENG,0.000000000000000,-113.871162819616075,50.572077106019556,-113.871019991986003,50.572290006360163,-113.872019991986008,-113.870019991985998,50.571290006360165,50.573290006360160,,25,#4 28 12 Ave SE High River Alberta T1V1T2 Canada,24,Academy of Learning - High River,BPLQ,Private Institution,#4 28 12 Ave SE High River Alberta T1V1T2 Canada,#4 28 12 Ave SE,(403) 652-2116,High River,T1V1T2,Alberta,1,Employment and Social Development Canada
26,World,M,91.760000000000005,A,"56 St NE & 32 Ave NE, Calgary, Alberta, T1Y","56 St NE & 32 Ave NE, Calgary, Alberta, T1Y, CAN",56 St NE & 32 Ave NE,StreetInt,,,"56 St NE, Calgary, Alberta, T1Y",,,20.000000000000000,,,,,,,,,,,,,,,,,,,56 St NE & 32 Ave NE,,,Temple,Calgary,Calgary,Calgary Metro Area,Alberta,Alberta,AB,,,T1Y,,CAN,ENG,0.000000000000000,-113.953079913720998,51.081470046696012,-113.953079913720998,51.081470046696012,-113.954079913721003,-113.952079913720993,51.080470046696014,51.082470046696010,2ND ST RED DEER | T4N 5H5,12,56 Ave. & 32nd St. Box 5005 2nd St. Red Deer Alberta T4N 5H5 Canada,11,Red Deer College,BJAH,Junior College,56 Ave. & 32nd St. Box 5005 2nd St. Red Deer Alberta T4N 5H5 Canada,56 Ave. & 32nd St. Box 5005 2nd St.,4033423300,Red Deer,T4N 5H5,Alberta,1,Employment and Social Development Canada
27,World,M,100.000000000000000,A,"2965 Bremner Ave, Red Deer, Alberta, T4R 1S2","2965 Bremner Ave, Red Deer, Alberta, T4R 1S2, CAN",2965 Bremner Ave,PointAddress,,,"2965 Bremner Ave, Red Deer, Alberta, T4R 1S2",,,20.000000000000000,,2965,,,,R,,,Bremner,Ave,,,,,,,,,2965 Bremner Ave,,,,Red Deer,Red Deer,,Alberta,Alberta,AB,,,T4R,1S2,CAN,ENG,0.000000000000000,-113.810085148462036,52.247760324854283,-113.809660018333076,52.247759989578157,-113.810660018333081,-113.808660018333072,52.246759989578159,52.248759989578154,,29,2965 Bremner Avenue Red Deer Alberta T4R1S2 Canada,28,Academy of Learning-Red Deer,BPII,Private Institution,2965 Bremner Avenue Red Deer Alberta T4R1S2 Canada,2965 Bremner Avenue,(403) 347-6676,Red Deer,T4R1S2,Alberta,1,Employment and Social Development Canada
28,World,M,100.000000000000000,A,"3030 13 Ave SE, Unit 115, Medicine Hat, Alberta, T1B 1E3","3030 13 Ave SE, Unit 115, Medicine Hat, Alberta, T1B 1E3, CAN","3030 13 Ave SE, Unit 115",Subaddress,,,"3030 13 Ave SE, Unit 115, Medicine Hat, Alberta, T1B 1E3",,,20.000000000000000,,3030,,,,L,,,13,Ave,SE,,,,,Unit,115,Unit 115,3030 13 Ave SE,,,,Medicine Hat,Medicine Hat,,Alberta,Alberta,AB,,,T1B,1E3,CAN,ENG,0.000000000000000,-110.664372728515957,50.011299033654524,-110.665920027841779,50.011289981199099,-110.666920027841783,-110.664920027841774,50.010289981199101,50.012289981199096,,28,115 3030 13 Ave. S.E. Medicine Hat Alberta T1B1E3 Canada,27,Academy of Learning-Medicine Hat,BPTI,Private Institution,115 3030 13 Ave. S.E. Medicine Hat Alberta T1B1E3 Canada,115 3030 13 Ave. S.E.,(403) 526-5833,Medicine Hat,T1B1E3,Alberta,1,Employment and Social Development Canada
