OBJECTID,DT_MAJ_GDUNO,CD_IMM,CD_CS,NUM_IMM_CS,NOM_OFFCL,ADRS_GEO_L1_GDUNO,ADRS_GEO_L2_GDUNO,CD_MUNCP,NOM_MUNCP,STAT_MUNCP,CD_POSTL_GDUNO,PRESC,PRIM,SEC,FORM_PRO,ADULTE,STAT_PROP_IMM,COORD_X_LL84,COORD_Y_LL84,ORDRE_ENS,TYPE_CS,STYLE_CART,ISCED020,ISCED1,ISCED2,ISCED3,ISCED4+
347,20201019,823021,823000,21,Saint-Louis,"397, 11e Rue Ouest",,29030,La Guadeloupe,VL,G0M1G0,1,1,0,0,1,Propriété de la CS,-70.941761,45.961661,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
348,20201019,823093,823000,93,Roy,"427, 11e Rue Ouest",,29030,La Guadeloupe,VL,G0M1G0,1,1,0,0,1,Propriété de la CS,-70.941,45.962472,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
349,20201019,733002,733000,2,Polyvalente de l'Ancienne-Lorette,"1801, rue Notre-Dame",,23057,L'Ancienne-Lorette,V,G2E3C6,0,0,1,0,0,Propriété de la CS,-71.361153,46.809952,Secondaire,Franco,3_Imm_Franco_secondaire,0,0,1,1,0
350,20201019,822048,822000,48,Du Plein-Soleil,"507, rue Saint-Patrick",,31084,Thetford Mines,V,G6G4B1,1,1,0,0,0,Propriété de la CS,-71.29129,46.08664,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
351,20201019,823007,823000,7,"Tremplin, le","119, rue des Écoliers",,27008,Saint-Victor,M,G0M2B0,1,1,0,0,1,Propriété de la CS,-70.902367,46.147464,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
352,20201019,823032,823000,32,Rayons-de-Soleil,"15, rue Mercier",,28075,Saint-Magloire,M,G0R3M0,1,1,0,0,1,Propriété de la CS,-70.285817,46.575533,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
353,20201019,732063,732000,63,Centre Saint-Louis,"262, rue Racine",,23027,Québec,V,G2B1E6,0,0,0,0,1,Propriété de la CS,-71.359492,46.851999,Éducation aux adultes,Franco,4_Imm_Franco_Fp_Adulte,0,0,0,0,0
354,20201019,732065,732000,65,"Roger-Comtois, secondaire","158, boulevard des Étudiants",,23027,Québec,V,G2A1N8,0,0,1,0,0,Propriété de la CS,-71.365717,46.854269,Secondaire,Franco,3_Imm_Franco_secondaire,0,0,1,1,0
355,20201019,822053,822000,53,De la Passerelle,"435, rue Principale",,31140,Saint-Jacques-de-Leeds,M,G0N1J0,1,1,0,0,1,Propriété de la CS,-71.339576,46.287722,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
356,20201019,822061,822000,61,Du Tournesol,"285, rue Houle",,31084,Thetford Mines,V,G6G5W2,1,1,0,0,0,Propriété de la CS,-71.32111,46.103282,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
357,20201019,823061,823000,61,Édifice Monseigneur-Beaudoin,"1600, 1re Avenue Ouest",,29073,Saint-Georges,V,G5Y3N3,0,0,0,0,1,Propriété de la CS,-70.674587,46.117948,Éducation aux adultes,Franco,4_Imm_Franco_Fp_Adulte,0,0,0,0,0
358,20201019,823062,823000,62,Dionne,"1605, boulevard Dionne",,29073,Saint-Georges,V,G5Y3W4,1,1,0,0,1,Propriété de la CS,-70.677014,46.116306,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
359,20201019,823034,823000,34,Petite-Abeille,"404, rue Principale",,28040,Saint-Cyprien,P,G0R1B0,1,1,0,0,1,Propriété de la CS,-70.26415,46.354034,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
360,20201019,732064,732000,64,"Neufchâtel, secondaire de","3600, avenue Chauveau",,23027,Québec,V,G2C1A1,0,0,1,0,0,Propriété de la CS,-71.345345,46.836339,Secondaire,Franco,3_Imm_Franco_secondaire,0,0,1,1,0
361,20201019,731037,731000,37,Centre éducatif Saint-Aubin,"200-101, rue Saint-Aubin",,16013,Baie-Saint-Paul,V,G3Z2R2,0,0,1,1,1,Propriété de la CS,-70.514522,47.439923,Secondaire - Formation professionnelle - Éducation aux adultes,Franco,3_Imm_Franco_secondaire,0,0,1,1,1
293,20201019,823040,823000,40,"Petit-Chercheur, du","4, rue Roy",,28030,Sainte-Rose-de-Watford,M,G0R4G0,1,1,0,0,1,Propriété de la CS,-70.429487,46.320661,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
294,20201019,823041,823000,41,"Tourterelle, la","242, rue Principale",,28025,Saint-Benjamin,M,G0M1N0,1,1,0,0,1,Propriété de la CS,-70.602311,46.278681,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
295,20201019,823043,823000,43,"Sommets, des","675, 12e Avenue",,28005,Saint-Zacharie,M,G0M2C0,1,1,0,0,1,Propriété de la CS,-70.360411,46.125239,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
296,20201019,822001,822000,1,Notre-Dame,"620, rue Notre-Dame",,32013,Saint-Ferdinand,M,G0N1N0,1,1,0,0,1,Propriété de la CS,-71.573513,46.107606,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
297,20201019,822008,822000,8,Saint-Nom-de-Jésus,"112, Route 112",,31008,Beaulac-Garthby,M,G0Y1B0,1,1,0,0,1,Propriété de la CS,-71.381746,45.835524,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
298,20201019,731028,731000,28,Notre-Dame-de-Lorette,"380, rue Principale",,15005,Saint-Irénée,P,G0T1V0,1,1,0,0,0,Propriété de la CS,-70.206313,47.569711,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
299,20201019,731029,731000,29,Fernand-Saindon,"85, rue Notre-Dame",,15025,Notre-Dame-des-Monts,M,G0T1L0,1,1,0,0,0,Propriété de la CS,-70.384273,47.66446,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
300,20201019,731030,731000,30,Beau-Soleil,"99, rue Principale",,15030,Saint-Aimé-des-Lacs,M,G0T1S0,1,1,0,0,0,Propriété de la CS,-70.308179,47.682016,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
301,20201019,823078,823000,78,"Éco-Pin, l'","3015, 1re Avenue",,29120,Notre-Dame-des-Pins,P,G0M1K0,1,1,0,0,1,Propriété de la CS,-70.712694,46.182988,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
302,20201019,823070,823000,70,Lacroix,"11655, boulevard Lacroix",,29073,Saint-Georges,V,G5Y1L4,0,1,0,0,1,Propriété de la CS,-70.670376,46.124207,Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,0,1,0,0,0
303,20201019,823044,823000,44,Jouvence,"12, rue des Lilas",,28015,Sainte-Aurélie,M,G0M1M0,1,1,0,0,1,Propriété de la CS,-70.36027,46.174557,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
304,20201019,822012,822000,12,Sainte-Luce,"290, avenue Montcalm",,31015,Disraeli,V,G0N1E0,1,1,0,0,1,Propriété de la CS,-71.35503,45.899782,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
305,20201019,822017,822000,17,Sainte-Bernadette,"128, rue Saint-Joseph",,31045,Saint-Joseph-de-Coleraine,M,G0N1B0,1,1,0,0,1,Propriété de la CS,-71.373001,45.967636,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
306,20201019,823017,823000,17,"Veilleux, secondaire","695, avenue Robert-Cliche",,27043,Saint-Joseph-de-Beauce,V,G0S2V0,0,1,1,1,1,Propriété de la CS,-70.879631,46.314976,Primaire - Secondaire - Formation professionnelle - Éducation aux adultes,Franco,2_Imm_Franco_prim_sec,0,1,1,1,1
307,20201019,823082,823000,82,CFP Pozer,"425, 16e Rue Ouest",,29073,Saint-Georges,V,G5Y4W2,0,0,0,1,1,Propriété de la CS,-70.675762,46.117163,Formation professionnelle - Éducation aux adultes,Franco,4_Imm_Franco_Fp_Adulte,0,0,0,0,1
308,20201019,823026,823000,26,"Écolinière, l'","1519, 19e Rue",,29057,Saint-Côme--Linière,M,G0M1J0,1,1,0,0,1,Propriété de la CS,-70.519102,46.059101,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
309,20201019,823011,823000,11,D'Youville,"721, avenue du Palais",,27043,Saint-Joseph-de-Beauce,V,G0S2V0,1,1,0,0,1,Propriété de la CS,-70.883392,46.31089,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
310,20201019,823003,823000,3,Grande-Coudée,"10, 7e Rue Est",,29045,Saint-Martin,P,G0M1B0,1,1,0,0,1,Propriété de la CS,-70.654466,45.959592,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
311,20201019,823081,823000,81,Martinoise,"10, 7e Rue Est",,29045,Saint-Martin,P,G0M1B0,1,1,0,0,1,Propriété de la CS,-70.654466,45.959592,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
312,20201019,822020,822000,20,Dominique-Savio,"150, rue Centrale Nord",,30110,Stratford,CT,G0Y1P0,1,1,0,0,1,Propriété de la CS,-71.283019,45.780943,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
313,20201019,822023,822000,23,Du Saint-Nom-de-Marie,"307, rue du Couvent",,31060,Sainte-Clotilde-de-Beauce,M,G0N1C0,1,1,0,0,1,Propriété de la CS,-71.028219,46.125496,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
314,20201019,822026,822000,26,Paul VI,"372, avenue du Collège",,31122,East Broughton,M,G0N1G0,1,1,0,0,1,Propriété de la CS,-71.078008,46.219212,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
315,20201019,823045,823000,45,Polyvalente des Abénaquis,"2105, 25e Avenue",,28020,Saint-Prosper,M,G0M1Y0,0,1,1,1,1,Propriété de la CS,-70.483539,46.217996,Primaire - Secondaire - Formation professionnelle - Éducation aux adultes,Franco,2_Imm_Franco_prim_sec,0,1,1,1,1
316,20201019,823077,823000,77,"Deux-Rives, des","3300, 10e Avenue Ouest",,29073,Saint-Georges,V,G5Y4G2,0,1,1,0,1,Propriété de la CS,-70.676843,46.103071,Primaire - Secondaire - Éducation aux adultes,Franco,2_Imm_Franco_prim_sec,0,1,1,1,0
317,20201019,823095,823000,95,Polyvalente Bélanger,"30-A, chemin de la Polyvalente",,29045,Saint-Martin,P,G0M1B0,0,1,1,0,1,Propriété de la CS,-70.649815,45.956917,Primaire - Secondaire - Éducation aux adultes,Franco,2_Imm_Franco_prim_sec,0,1,1,1,0
318,20201019,823012,823000,12,Lambert,"155, rue Sainte-Christine",,27043,Saint-Joseph-de-Beauce,V,G0S2V0,1,1,0,0,1,Propriété de la CS,-70.880714,46.311405,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
319,20201019,823013,823000,13,Arc-en-Ciel de Saint-Odilon,"105, rue Hôtel-de-Ville",,27035,Saint-Odilon-de-Cranbourne,P,G0S3A0,1,1,0,0,1,Propriété de la CS,-70.676515,46.356516,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
320,20201019,823084,823000,84,Sainte-Thérèse,"434, rue Champagne Nord",,29038,Saint-Honoré-de-Shenley,M,G0M1V0,1,1,0,0,1,Propriété de la CS,-70.826069,45.962115,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
321,20201019,822027,822000,27,De la Pierre-Douce,"6, rue du Couvent",,31135,Saint-Pierre-de-Broughton,M,G0N1T0,1,1,0,0,1,Propriété de la CS,-71.20641,46.244912,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
322,20201019,822029,822000,29,Aux Quatre-Vents,"23, rue du Parc",,31056,Adstock,M,G0N1S0,1,1,0,0,1,Propriété de la CS,-71.079377,46.046614,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
323,20201019,822032,822000,32,De la Source,"5, Rang 8 Sud",,31056,Adstock,M,G0N1S0,1,1,0,0,1,Propriété de la CS,-71.177542,46.134668,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
324,20201019,823046,823000,46,"Appalaches, des","135, boulevard Lessard",,28045,Sainte-Justine,M,G0R1Y0,0,1,1,0,1,Propriété de la CS,-70.360339,46.406762,Primaire - Secondaire - Éducation aux adultes,Franco,2_Imm_Franco_prim_sec,0,1,1,1,0
325,20201019,823014,823000,14,"Envolée, l'","150, rue Principale",,26005,Frampton,M,G0R1M0,1,1,0,0,1,Propriété de la CS,-70.809627,46.461939,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
326,20201019,823016,823000,16,Louis-Albert-Vachon,"2191, rue Principale",,27065,Saint-Frédéric,P,G0N1P0,1,1,0,0,1,Propriété de la CS,-70.972055,46.296612,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
327,20201019,823086,823000,86,"Bois-Francs, des","632, rue du Collège",,29005,Saint-Théophile,M,G0M2A0,1,1,0,0,1,Propriété de la CS,-70.485041,45.935501,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
328,20201019,823087,823000,87,Bellarmin,"12, rue Nadeau",,30070,Saint-Robert-Bellarmin,M,G0M2E0,1,1,0,0,1,Propriété de la CS,-70.584359,45.74975,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
329,20201019,822034,822000,34,De l'Arc-en-Ciel,"5865, avenue du Collège",,31084,Thetford Mines,V,G6H4E2,0,1,0,0,1,Propriété de la CS,-71.216155,46.142308,Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,0,1,0,0,0
330,20201019,823022,823000,22,Polyvalente de Saint-Georges,"2121, 119e Rue Est",,29073,Saint-Georges,V,G5Y5S1,0,1,1,0,1,Propriété de la CS,-70.661256,46.129358,Primaire - Secondaire - Éducation aux adultes,Franco,2_Imm_Franco_prim_sec,0,1,1,1,0
331,20201019,823009,823000,9,Sainte-Famille,"302, rue Saint-Cyrille",,27060,Tring-Jonction,VL,G0N1X0,1,1,0,0,1,Propriété de la CS,-70.996257,46.267817,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
424,20201019,734020,734000,20,Guillaume-Mathieu,"615, avenue Hélène-Paradis",,23027,Québec,V,G1G5G1,1,1,0,0,0,Propriété de la CS,-71.266785,46.870853,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
425,20201019,734018,734000,18,"Deux-Moulins, des (du Parc-Orléans)","7550, 10e Avenue Est",,23027,Québec,V,G1H4C4,1,1,0,0,0,Propriété de la CS,-71.252037,46.864069,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
426,20201019,714048,714000,48,Saint-Louis (Kamouraska),"3, avenue Saint-Louis",,14050,Kamouraska,M,G0L1M0,1,1,0,0,1,Propriété de la CS,-69.868033,47.566938,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
427,20201019,714142,714000,142,Vents-et-Marées,"71, rue Beaupré",,12057,Cacouna,M,G0L1G0,1,1,0,0,1,Propriété de la CS,-69.499031,47.917158,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
428,20201019,714096,714000,96,"Saint-François-Xavier, internationale","8-A, rue Pouliot",,12072,Rivière-du-Loup,V,G5R3R8,1,1,0,0,1,Propriété de la CS,-69.534187,47.823447,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
429,20201019,734021,734000,21,"Fourmilière, de la","5125, 2e Avenue Ouest",,23027,Québec,V,G1H6L2,1,1,0,0,0,Propriété de la CS,-71.25626,46.846273,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
430,20201019,714049,714000,49,Marguerite-Bourgeoys,"555, rue Hudon",,14018,Saint-Pascal,V,G0L3Y0,0,0,0,1,1,Propriété de la CS,-69.803656,47.527763,Formation professionnelle - Éducation aux adultes,Franco,4_Imm_Franco_Fp_Adulte,0,0,0,0,1
431,20201019,714051,714000,51,Mgr-Boucher,"325, avenue Chapleau",,14018,Saint-Pascal,V,G0L3Y0,1,1,0,0,1,Propriété de la CS,-69.81009,47.524249,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
432,20201019,714052,714000,52,Saint-Bruno,"6, rue du Couvent",,14010,Saint-Bruno-de-Kamouraska,M,G0L2M0,1,1,0,0,1,Propriété de la CS,-69.753494,47.457156,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
433,20201019,714053,714000,53,J.-C.-Chapais,"3, Route 287",,14055,Saint-Denis-De La Bouteillerie,M,G0L2R0,1,1,0,0,1,Propriété de la CS,-69.936385,47.50202,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
434,20201019,713098,713000,98,Centre Jacques-Roy,"30, rue Bérubé",,13073,Témiscouata-sur-le-Lac,V,G0L1E0,0,0,0,0,1,Propriété de la CS,-68.880675,47.681323,Éducation aux adultes,Franco,4_Imm_Franco_Fp_Adulte,0,0,0,0,0
435,20201019,732036,732000,36,Saint-Bernard,"1440, boulevard Bastien",,23027,Québec,V,G2K1G6,1,1,0,0,0,Propriété de la CS,-71.310917,46.852782,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
436,20201019,734041,734000,41,Chabot,"1666, avenue de Lozère",,23027,Québec,V,G1G3L4,1,1,0,0,0,Propriété de la CS,-71.271316,46.876716,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
437,20201019,714054,714000,54,Saint-Philippe,"11, rue de l'Église",,14060,Saint-Philippe-de-Néri,P,G0L4A0,1,1,0,0,1,Propriété de la CS,-69.885096,47.466685,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
438,20201019,714055,714000,55,Notre-Dame,"77, rue Notre-Dame",,14005,Mont-Carmel,M,G0L1W0,1,1,0,0,1,Propriété de la CS,-69.855721,47.442964,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
439,20201019,714059,714000,59,Sainte-Hélène,"707, rue du Couvent",,14025,Sainte-Hélène-de-Kamouraska,M,G0L3J0,1,1,0,0,1,Propriété de la CS,-69.72721,47.588427,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
440,20201019,713099,713000,99,Gérard-Collin,"33, rue du Vieux-Chemin",,13073,Témiscouata-sur-le-Lac,V,G0L1E0,1,1,1,0,0,Propriété de la CS,-68.882785,47.680524,Préscolaire - Primaire - Secondaire,Franco,2_Imm_Franco_prim_sec,1,1,1,1,0
441,20201019,713100,713000,100,Georges-Gauvin,"234, rue Commerciale",,13080,Saint-Louis-du-Ha! Ha!,P,G0L3S0,1,1,1,0,0,Propriété de la CS,-68.978899,47.671949,Préscolaire - Primaire - Secondaire,Franco,2_Imm_Franco_prim_sec,1,1,1,1,0
442,20201019,713102,713000,102,"Moussaillons, des","6, rue de l'Église",,13090,Saint-Honoré-de-Témiscouata,M,G0L3K0,1,1,1,0,0,Propriété de la CS,-69.134774,47.706292,Préscolaire - Primaire - Secondaire,Franco,2_Imm_Franco_prim_sec,1,1,1,1,0
443,20201019,734040,734000,40,"Cap-Soleil 1, du","5256, avenue des Sauges",,23027,Québec,V,G1G3V7,1,1,0,0,0,Propriété de la CS,-71.285834,46.882644,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
362,20201019,731003,731000,3,Sir-Rodolphe-Forget,"7, rue Forget",,16013,Baie-Saint-Paul,V,G3Z1T4,1,1,0,0,0,Propriété de la CS,-70.507743,47.439665,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
363,20201019,713027,713000,27,Notre-Dame-de-Grâces,"31, rue des Pins Est",,13025,Rivière-Bleue,M,G0L2B0,1,1,1,0,0,Propriété de la CS,-69.043089,47.43548,Préscolaire - Primaire - Secondaire,Franco,2_Imm_Franco_prim_sec,1,1,1,1,0
364,20201019,713029,713000,29,"Saint-Marc, de","16, rue de l'Église",,13020,Saint-Marc-du-Lac-Long,P,G0L1T0,0,1,0,0,0,Propriété de la CS,-68.895199,47.388568,Primaire,Franco,1_Imm_Franco_primaire,0,1,0,0,0
365,20201019,713031,713000,31,Des-Verts-Sommets,"6109, chemin de l'Église",,13100,Saint-Athanase,M,G0L2L0,0,1,1,0,0,Propriété de la CS,-69.412623,47.441601,Primaire - Secondaire,Franco,2_Imm_Franco_prim_sec,0,1,1,1,0
366,20201019,714084,714000,84,"Vieux-Moulins, des","3, rue du Collège",,12010,Saint-Hubert-de-Rivière-du-Loup,M,G0L3L0,1,1,1,0,1,Propriété de la CS,-69.153108,47.817163,Préscolaire - Primaire - Secondaire - Éducation aux adultes,Franco,2_Imm_Franco_prim_sec,1,1,1,1,0
367,20201019,734073,734000,73,Odilon-Gauthier - CEA,"742, Boulevard Louis-XIV",,23027,Québec,V,G1H4M7,0,0,0,0,1,Propriété de la CS,-71.270917,46.859895,Éducation aux adultes,Franco,4_Imm_Franco_Fp_Adulte,0,0,0,0,0
368,20201019,824112,824000,112,Pointe-Lévy,"55, rue des Commandeurs",,25213,Lévis,V,G6V6P5,0,0,1,1,0,Propriété de la CS,-71.173264,46.802912,Secondaire - Formation professionnelle,Franco,3_Imm_Franco_secondaire,0,0,1,1,1
369,20201019,824113,824000,113,Champagnat,"30, rue Champagnat",,25213,Lévis,V,G6V2A5,0,0,1,0,1,Propriété de la CS,-71.173681,46.806468,Secondaire - Éducation aux adultes,Franco,3_Imm_Franco_secondaire,0,0,1,1,0
370,20201019,823074,823000,74,Polyvalente Benoît-Vachon,"919, route Saint-Martin",,26030,Sainte-Marie,V,G6E1E6,0,1,1,1,1,Propriété de la CS,-71.025596,46.455358,Primaire - Secondaire - Formation professionnelle - Éducation aux adultes,Franco,2_Imm_Franco_prim_sec,0,1,1,1,1
371,20201019,821037,821000,37,"Saint-Damien, secondaire de","70, route Saint-Gérard",,19030,Saint-Damien-de-Buckland,P,G0R2Y0,0,1,1,1,1,Propriété de la CS,-70.667227,46.628707,Primaire - Secondaire - Formation professionnelle - Éducation aux adultes,Franco,2_Imm_Franco_prim_sec,0,1,1,1,1
372,20201019,824122,824000,122,Centre de formation en montage de lignes (méc.),"42, route Kennedy",,19068,Saint-Henri,M,G0R3E0,0,0,0,1,0,Propriété de la CS,-71.074904,46.688141,Formation professionnelle,Franco,4_Imm_Franco_Fp_Adulte,0,0,0,0,1
373,20201019,824120,824000,120,Centre de formation en montage de lignes,"42, route Kennedy",,19068,Saint-Henri,M,G0R3E0,0,0,0,1,0,Propriété de la CS,-71.074904,46.688141,Formation professionnelle,Franco,4_Imm_Franco_Fp_Adulte,0,0,0,0,1
374,20201019,824105,824000,105,Guillaume-Couture,"70, rue Philippe-Boucher",,25213,Lévis,V,G6V1M5,0,0,1,0,0,Propriété de la CS,-71.172388,46.824693,Secondaire,Franco,3_Imm_Franco_secondaire,0,0,1,1,0
375,20201019,824124,824000,124,CF en mécanique de véhicules lourds,"2775, rue de l'Etchemin",,25213,Lévis,V,G6W7X5,0,0,0,1,0,Propriété de la CS,-71.189747,46.747565,Formation professionnelle,Franco,4_Imm_Franco_Fp_Adulte,0,0,0,0,1
376,20201019,824125,824000,125,CF en mécanique de véhicules lourds (entrepôt),"2775, rue de l'Etchemin",,25213,Lévis,V,G6W7X5,0,0,0,1,0,Propriété de la CS,-71.189747,46.747565,Formation professionnelle,Franco,4_Imm_Franco_Fp_Adulte,0,0,0,0,1
377,20201019,824121,824000,121,Centre de formation en montage de lignes (classes),"42, route Kennedy",,19068,Saint-Henri,M,G0R3E0,0,0,0,1,0,Propriété de la CS,-71.074904,46.688141,Formation professionnelle,Franco,4_Imm_Franco_Fp_Adulte,0,0,0,0,1
378,20201019,824850,824000,850,Îlot des Appalaches,"200, route Monseigneur-Bourget",,25213,Lévis,V,G6V2Y9,0,1,1,0,0,Entente MEES/MSSS,-71.15535,46.81611,Primaire - Secondaire,Franco,2_Imm_Franco_prim_sec,0,1,1,1,0
379,20201019,821021,821000,21,"Phare, du","39, rue Principale",,19110,Saint-Michel-de-Bellechasse,M,G0R3S0,1,1,0,0,1,Propriété de la CS,-70.915003,46.874711,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
380,20201019,821028,821000,28,CFER de Bellechasse,"3, avenue du Couvent",,19082,Saint-Raphaël,M,G0R4C0,0,0,1,0,0,Propriété de la CS,-70.753343,46.794648,Secondaire,Franco,3_Imm_Franco_secondaire,0,0,1,1,0
381,20201019,821024,821000,24,"Source, de la","88, rue du Foyer",,19082,Saint-Raphaël,M,G0R4C0,1,1,0,0,1,Propriété de la CS,-70.751516,46.793501,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
382,20201019,821025,821000,25,"Nouvelle-Cadie, de la","177, rue Principale",,19075,Saint-Gervais,M,G0R3C0,1,1,0,0,1,Propriété de la CS,-70.889381,46.715734,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
383,20201019,821023,821000,23,Plein-Soleil,"539, rue Piedmont",,19090,La Durantaye,P,G0R1W0,1,1,0,0,1,Propriété de la CS,-70.855383,46.835832,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
384,20201019,821022,821000,22,"Ruche - De Lanaudière, de la","364, rue Principale",,19117,Saint-Vallier,M,G0R4J0,1,1,0,0,1,Propriété de la CS,-70.822379,46.893641,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
385,20201019,821027,821000,27,"Saint-Charles, secondaire de","24, rue Saint-Georges",,19097,Saint-Charles-de-Bellechasse,M,G0R2T0,0,1,1,0,0,Propriété de la CS,-70.941898,46.774121,Primaire - Secondaire,Franco,2_Imm_Franco_prim_sec,0,1,1,1,0
386,20201019,821020,821000,20,"Marelle, de la","116, rue du Domaine",,19105,Beaumont,M,G0R1C0,1,1,0,0,1,Propriété de la CS,-71.017657,46.830866,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
