idx,filename,facility_name,facility_type,health_authority,alternative_name,number_beds,address_str,unit,street_no,street_name,street_addr,city,province,postal_code,provider,latitude,longitude,geo_source,phone,email,website,nom_request_name,nom_request_city,nom_request_street,osm_address,osm_name,osm_lat,osm_lon,osm_prov,osm_country,osm_class,osm_type,osm_city
fceffdfd3ded6d73293ecdc63ca01d,ON_Guelph_healthcare_facilities.csv,Dawson Road Family Medical Clinic,Ambulatory health care services,,Dawson Road Family Medical Clinic,,,,83,Dawson Road,83 Dawson Road,Guelph,ON,N1H1B1,Guelph,,,,519-766-1360,,http://www.dawsonroadfamilymedicalclinic.com/,"Dawson Road Family Medical Clinic, Guelph, ON, Canada","Guelph, ON, Canada","83 Dawson Road, Guelph, ON, Canada","Dawson Road Family Medical Clinic, 83, Dawson Road, Guelph, Southwestern Ontario, Ontario, N1H 1B1, Canada","Dawson Road Family Medical Clinic, 83, Dawson Road, Guelph, Southwestern Ontario, Ontario, N1H 1B1, Canada",43.5502141,-80.2767469,,ca,amenity,doctors,Guelph
34f802f491b2b52410bc73e9ff4c0b,ON_Guelph_healthcare_facilities.csv,Dawson Road - Dr. Jennifer Caspers,Ambulatory health care services,,Dawson Road - Dr. Jennifer Caspers,,,,83,Dawson Road,83 Dawson Road,Guelph,ON,N1H1B1,Guelph,,,,519-767-1512,,,"Dawson Road - Dr. Jennifer Caspers, Guelph, ON, Canada","Guelph, ON, Canada","83 Dawson Road, Guelph, ON, Canada","Dawson Road Family Medical Clinic, 83, Dawson Road, Guelph, Southwestern Ontario, Ontario, N1H 1B1, Canada","Dawson Road Family Medical Clinic, 83, Dawson Road, Guelph, Southwestern Ontario, Ontario, N1H 1B1, Canada",43.5502141,-80.2767469,,ca,amenity,doctors,Guelph
4f4f3b49a18fb1f3f2856f95b0eb40,ON_Guelph_healthcare_facilities.csv,Arbour Family Medical Centre,Ambulatory health care services,,Arbour Family Medical Centre,,,,281,Stone Road East,281 Stone Road East,Guelph,ON,N1G5J5,Guelph,,,,519-823-5133,,http://www.arbourfamilymedical.com/,"Arbour Family Medical Centre, Guelph, ON, Canada","Guelph, ON, Canada","281 Stone Road East, Guelph, ON, Canada","281, Stone Road East, Guelph, Southwestern Ontario, Ontario, N1G 3A2, Canada","281, Stone Road East, Guelph, Southwestern Ontario, Ontario, N1G 3A2, Canada",43.5320488,-80.2173065,,ca,place,house,Guelph
469838456c40ef7355a2b9064df00d,ON_Guelph_healthcare_facilities.csv,Diabetes Care Guelph,Ambulatory health care services,,Diabetes Care Guelph,,,,83,Dawson Road,83 Dawson Road,Guelph,ON,N1H1B2,Guelph,,,,519-840-1964,,,"Diabetes Care Guelph, Guelph, ON, Canada","Guelph, ON, Canada","83 Dawson Road, Guelph, ON, Canada","Dawson Road Family Medical Clinic, 83, Dawson Road, Guelph, Southwestern Ontario, Ontario, N1H 1B1, Canada","Dawson Road Family Medical Clinic, 83, Dawson Road, Guelph, Southwestern Ontario, Ontario, N1H 1B1, Canada",43.5502141,-80.2767469,,ca,amenity,doctors,Guelph
c68bd34d3fcda7fb8298e3347f1acf,ON_Guelph_healthcare_facilities.csv,Downey Road,Ambulatory health care services,,Downey Road,,,,115,Downey Road,115 Downey Road,Guelph,ON,N1C1A2,Guelph,,,,519-827-9779,,,"Downey Road, Guelph, ON, Canada","Guelph, ON, Canada","115 Downey Road, Guelph, ON, Canada","I.D.A., 115, Downey Road, Guelph, Southwestern Ontario, Ontario, N1C 1B5, Canada","I.D.A., 115, Downey Road, Guelph, Southwestern Ontario, Ontario, N1C 1B5, Canada",43.4995298,-80.2375466,,ca,amenity,pharmacy,Guelph
b81fd5ca3e305e09a0db9ba8c9ef7f,ON_Guelph_healthcare_facilities.csv,Guelph North End Family Medical,Ambulatory health care services,,Guelph North End Family Medical,,,,83,Dawson Road,83 Dawson Road,Guelph,ON,N1H1B1,Guelph,,,,519-780-0375,,http://www.guelphfht.com/Views/ClinicProfile.aspx?clinicID=42,"Guelph North End Family Medical, Guelph, ON, Canada","Guelph, ON, Canada","83 Dawson Road, Guelph, ON, Canada","Dawson Road Family Medical Clinic, 83, Dawson Road, Guelph, Southwestern Ontario, Ontario, N1H 1B1, Canada","Dawson Road Family Medical Clinic, 83, Dawson Road, Guelph, Southwestern Ontario, Ontario, N1H 1B1, Canada",43.5502141,-80.2767469,,ca,amenity,doctors,Guelph
27e2db45a969f8c9ac269b5b5dc519,ON_Guelph_healthcare_facilities.csv,Norfolk 302,Ambulatory health care services,,Norfolk 302,,,,85,Norfolk Street,85 Norfolk Street,Guelph,ON,N1H4J4,Guelph,,,,519-822-1871,,,"Norfolk 302, Guelph, ON, Canada","Guelph, ON, Canada","85 Norfolk Street, Guelph, ON, Canada","Norfolk Pharmacy, 85, Norfolk Street, Downtown Guelph, Guelph, Southwestern Ontario, Ontario, N1H 4J4, Canada","Norfolk Pharmacy, 85, Norfolk Street, Downtown Guelph, Guelph, Southwestern Ontario, Ontario, N1H 4J4, Canada",43.5450578,-80.2515563,,ca,amenity,pharmacy,Guelph
6b7fb45f2440873585dbf18ef1d158,ON_Guelph_healthcare_facilities.csv,Hope Health Centre,Ambulatory health care services,,Hope Health Centre,,,,21,Yarmouth Street,21 Yarmouth Street,Guelph,ON,N1H4G2,Guelph,,,,519-822-6700,,http://www.guelphfht.com/Views/ClinicProfile.aspx?clinicID=1,"Hope Health Centre, Guelph, ON, Canada","Guelph, ON, Canada","21 Yarmouth Street, Guelph, ON, Canada","21, Yarmouth Street, Downtown Guelph, Guelph, Southwestern Ontario, Ontario, N1H 4G2, Canada","21, Yarmouth Street, Downtown Guelph, Guelph, Southwestern Ontario, Ontario, N1H 4G2, Canada",43.546277599999996,-80.25209199250386,,ca,building,yes,Guelph
61842f74d8182ca3c71358c7790689,ON_Guelph_healthcare_facilities.csv,Norfolk 305,Ambulatory health care services,,Norfolk 305,,,,85,Norfolk Street,85 Norfolk Street,Guelph,ON,N1H4J4,Guelph,,,,519-766-1490,,,"Norfolk 305, Guelph, ON, Canada","Guelph, ON, Canada","85 Norfolk Street, Guelph, ON, Canada","Norfolk Pharmacy, 85, Norfolk Street, Downtown Guelph, Guelph, Southwestern Ontario, Ontario, N1H 4J4, Canada","Norfolk Pharmacy, 85, Norfolk Street, Downtown Guelph, Guelph, Southwestern Ontario, Ontario, N1H 4J4, Canada",43.5450578,-80.2515563,,ca,amenity,pharmacy,Guelph
59442ed5bc14e091cdfb6824323b0b,ON_Guelph_healthcare_facilities.csv,Norfolk 311,Ambulatory health care services,,Norfolk 311,,,,86,Norfolk Street,86 Norfolk Street,Guelph,ON,N1H4J4,Guelph,,,,519-836-7861,,,"Norfolk 311, Guelph, ON, Canada","Guelph, ON, Canada","86 Norfolk Street, Guelph, ON, Canada","86, Norfolk Street, Downtown Guelph, Guelph, Southwestern Ontario, Ontario, N1H 4J4, Canada","86, Norfolk Street, Downtown Guelph, Guelph, Southwestern Ontario, Ontario, N1H 4J4, Canada",43.5448459,-80.2517696,,ca,place,house,Guelph
4aef3e1bb33b0b52a806324528cd47,ON_Guelph_healthcare_facilities.csv,Old Quebec 207,Ambulatory health care services,,Old Quebec 207,,,,55,Wyndham Street North,55 Wyndham Street North,Guelph,ON,N1H7T8,Guelph,,,,519-836-1455,,,"Old Quebec 207, Guelph, ON, Canada","Guelph, ON, Canada","55 Wyndham Street North, Guelph, ON, Canada","Old Quebec Street, 55, Wyndham Street North, Downtown Guelph, Guelph, Southwestern Ontario, Ontario, N1H 7T8, Canada","Old Quebec Street, 55, Wyndham Street North, Downtown Guelph, Guelph, Southwestern Ontario, Ontario, N1H 7T8, Canada",43.5462239,-80.24759279321665,,ca,shop,mall,Guelph
f09c317338afa57f209c2017c19f54,ON_Guelph_healthcare_facilities.csv,Old Quebec 208,Ambulatory health care services,,Old Quebec 208,,,,55,Wyndham Street North,55 Wyndham Street North,Guelph,ON,N1H7T8,Guelph,,,,519-837-2283,,,"Old Quebec 208, Guelph, ON, Canada","Guelph, ON, Canada","55 Wyndham Street North, Guelph, ON, Canada","Old Quebec Street, 55, Wyndham Street North, Downtown Guelph, Guelph, Southwestern Ontario, Ontario, N1H 7T8, Canada","Old Quebec Street, 55, Wyndham Street North, Downtown Guelph, Guelph, Southwestern Ontario, Ontario, N1H 7T8, Canada",43.5462239,-80.24759279321665,,ca,shop,mall,Guelph
888e3dc8fb60c16bba580d4cb65cdd,ON_Guelph_healthcare_facilities.csv,Victoria Grange,Ambulatory health care services,,Victoria Grange,,,,23,Victoria Road North,23 Victoria Road North,Guelph,ON,N1E5G6,Guelph,,,,519-823-2190,,,"Victoria Grange, Guelph, ON, Canada","Guelph, ON, Canada","23 Victoria Road North, Guelph, ON, Canada","23, Victoria Road North, Guelph, Southwestern Ontario, Ontario, N1E 5G6, Canada","23, Victoria Road North, Guelph, Southwestern Ontario, Ontario, N1E 5G6, Canada",43.5580176,-80.2320672,,ca,place,house,Guelph
c2040269174c3ffde43d7eaff1381d,ON_Guelph_healthcare_facilities.csv,Westmount Road 306,Ambulatory health care services,,Westmount Road 306,,,,77,Westmount Road,77 Westmount Road,Guelph,ON,N1H5J1,Guelph,,,,519-827-1399,,,"Westmount Road 306, Guelph, ON, Canada","Guelph, ON, Canada","77 Westmount Road, Guelph, ON, Canada","77, Westmount Road, Guelph, Southwestern Ontario, Ontario, N1H 5H7, Canada","77, Westmount Road, Guelph, Southwestern Ontario, Ontario, N1H 5H7, Canada",43.5501031,-80.2694785,,ca,place,house,Guelph
7cdd1ff47ad4137294957dd13c1cfa,ON_Guelph_healthcare_facilities.csv,Westminster Woods Medical Centre,Ambulatory health care services,,Westminster Woods Medical Centre,,,,33,Farley Drive,33 Farley Drive,Guelph,ON,N1L0B7,Guelph,,,,519-837-8137,,http://www.guelphfht.com/Views/ClinicProfile.aspx?clinicID=7,"Westminster Woods Medical Centre, Guelph, ON, Canada","Guelph, ON, Canada","33 Farley Drive, Guelph, ON, Canada","33, Farley Drive, Guelph, Southwestern Ontario, Ontario, N1L 0J3, Canada","33, Farley Drive, Guelph, Southwestern Ontario, Ontario, N1L 0J3, Canada",43.502701,-80.188272,,ca,place,house,Guelph
65aa3e2767e7213163862bf0a7070a,ON_Guelph_healthcare_facilities.csv,Woolwich Street,Ambulatory health care services,,Woolwich Street,,,,112,Woolwich Street,112 Woolwich Street,Guelph,ON,N1H3T9,Guelph,,,,519-767-1721,,,"Woolwich Street, Guelph, ON, Canada","Guelph, ON, Canada","112 Woolwich Street, Guelph, ON, Canada","112, Woolwich Street, Downtown Guelph, Guelph, Southwestern Ontario, Ontario, N1H 3T9, Canada","112, Woolwich Street, Downtown Guelph, Guelph, Southwestern Ontario, Ontario, N1H 3T9, Canada",43.547785809807266,-80.25026329248455,,ca,place,house,Guelph
508c5bbfc673f03328e2405e4e030f,ON_Guelph_healthcare_facilities.csv,Wyndham Medical,Ambulatory health care services,,Wyndham Medical,,,,75,Wyndham Street South,75 Wyndham Street South,Guelph,ON,N1E5R3,Guelph,,,,519-265-4848,,http://www.guelphfht.com/Views/ClinicProfile.aspx?clinicID=41,"Wyndham Medical, Guelph, ON, Canada","Guelph, ON, Canada","75 Wyndham Street South, Guelph, ON, Canada","75, Wyndham Street South, The Ward, Guelph, Southwestern Ontario, Ontario, N1H4H6, Canada","75, Wyndham Street South, The Ward, Guelph, Southwestern Ontario, Ontario, N1H4H6, Canada",43.54147593333334,-80.2414336,,ca,place,house,Guelph
2361142e08a73009e58ca7e277d73e,ON_Guelph_healthcare_facilities.csv,Guelph General Hospital,Hospital,,Guelph General Hospital,,,,115,Delhi Street,115 Delhi Street,Guelph,ON,N1E4J4,Guelph,,,,519-822-5350,,,"Guelph General Hospital, Guelph, ON, Canada","Guelph, ON, Canada","115 Delhi Street, Guelph, ON, Canada","Guelph General Hospital, 115, Delhi Street, Guelph, Southwestern Ontario, Ontario, N1E 4J4, Canada","Guelph General Hospital, 115, Delhi Street, Guelph, Southwestern Ontario, Ontario, N1E 4J4, Canada",43.55608665,-80.252612296639,,ca,amenity,hospital,Guelph
eaed5c2a57671902be63ccd89db240,ON_Guelph_healthcare_facilities.csv,St. Joseph's Health Centre Guelph,Hospital,,St. Joseph's Health Centre Guelph,,,,100,Westmount Road,100 Westmount Road,Guelph,ON,N1H5H8,Guelph,,,,519-824-6000,,,"St. Joseph's Health Centre Guelph, Guelph, ON, Canada","Guelph, ON, Canada","100 Westmount Road, Guelph, ON, Canada","St. Joseph's Health Centre Guelph, 100, Westmount Road, Guelph, Southwestern Ontario, Ontario, N1H 5H8, Canada","St. Joseph's Health Centre Guelph, 100, Westmount Road, Guelph, Southwestern Ontario, Ontario, N1H 5H8, Canada",43.549579550000004,-80.27202786751151,,ca,amenity,hospital,Guelph
897d21208f3d00bf7acf7304c2eb4a,ON_Guelph_healthcare_facilities.csv,Homewood Health Centre,Mental health and rehabilitation facilities,,Homewood Health Centre,,,,150,Delhi Street,150 Delhi Street,Guelph,ON,N1E6K9,Guelph,,,,519-824-1010,,,"Homewood Health Centre, Guelph, ON, Canada","Guelph, ON, Canada","150 Delhi Street, Guelph, ON, Canada","Homewood Health Centre, 150, Delhi Street, Guelph, Southwestern Ontario, Ontario, N1E 6K9, Canada","Homewood Health Centre, 150, Delhi Street, Guelph, Southwestern Ontario, Ontario, N1E 6K9, Canada",43.55683015,-80.25737755679046,,ca,amenity,hospital,Guelph
9441c3f281918a526c9dd1c753f10a,ON_Guelph_healthcare_facilities.csv,"Canadian Mental Health Association, Waterloo Wellington Dufferin",Mental health and rehabilitation facilities,,"Canadian Mental Health Association, Waterloo Wellington Dufferin",,,,147,Wyndham Street North,147 Wyndham Street North,Guelph,ON,N1H4E9,Guelph,,,,519-763-4014 extension 2355,,,"Canadian Mental Health Association, Waterloo Wellington Dufferin, Guelph, ON, Canada","Guelph, ON, Canada","147 Wyndham Street North, Guelph, ON, Canada","Wellington Building, 147, Wyndham Street North, Downtown Guelph, Guelph, Southwestern Ontario, Ontario, N1H 8N9, Canada","Wellington Building, 147, Wyndham Street North, Downtown Guelph, Guelph, Southwestern Ontario, Ontario, N1H 8N9, Canada",43.54763505,-80.25030323843214,,ca,building,hotel,Guelph
c19adfadd8df8b9200d69463c27d25,ON_Guelph_healthcare_facilities.csv,MentalHealthSupport.ca,Mental health and rehabilitation facilities,,MentalHealthSupport.ca,,,,35,Cheltonwood Avenue,35 Cheltonwood Avenue,Guelph,ON,N1E4E1,Guelph,,,,519-993-4609,,,"MentalHealthSupport.ca, Guelph, ON, Canada","Guelph, ON, Canada","35 Cheltonwood Avenue, Guelph, ON, Canada","35, Cheltonwood Avenue, Guelph, Southwestern Ontario, Ontario, N1E 5H5, Canada","35, Cheltonwood Avenue, Guelph, Southwestern Ontario, Ontario, N1E 5H5, Canada",43.56806150674068,-80.24089070580709,,ca,place,house,Guelph
c7058525c5da192eedc88b3d25fd31,ON_Guelph_healthcare_facilities.csv,"Canadian Mental Health Association, Waterloo Wellington Dufferin Self -Help Alliance",Mental health and rehabilitation facilities,,"Canadian Mental Health Association, Waterloo Wellington Dufferin Self -Help Alliance",,,,147,Wyndham Street North,147 Wyndham Street North,Guelph,ON,N1H4E9,Guelph,,,,1 844 264 2993 (toll-free phone number) 519 763 4014,,http://www.cmhawwd.ca,"Canadian Mental Health Association, Waterloo Wellington Dufferin Self -Help Alliance, Guelph, ON, Canada","Guelph, ON, Canada","147 Wyndham Street North, Guelph, ON, Canada","Wellington Building, 147, Wyndham Street North, Downtown Guelph, Guelph, Southwestern Ontario, Ontario, N1H 8N9, Canada","Wellington Building, 147, Wyndham Street North, Downtown Guelph, Guelph, Southwestern Ontario, Ontario, N1H 8N9, Canada",43.54763505,-80.25030323843214,,ca,building,hotel,Guelph
5fb1f98f5acded44d107188b11dd8b,ON_Guelph_healthcare_facilities.csv,"Canadian Mental Health Association, Waterloo Wellington Dufferin",Mental health and rehabilitation facilities,,"Canadian Mental Health Association, Waterloo Wellington Dufferin",,,,80,Waterloo Avenue,80 Waterloo Avenue,Guelph,ON,N1H0A1,Guelph,,,,1 844 264 2993 (toll-free phone number),,http://www.cmhawwd.ca,"Canadian Mental Health Association, Waterloo Wellington Dufferin, Guelph, ON, Canada","Guelph, ON, Canada","80 Waterloo Avenue, Guelph, ON, Canada","80, Waterloo Avenue, Guelph, Southwestern Ontario, Ontario, N1H 3A1, Canada","80, Waterloo Avenue, Guelph, Southwestern Ontario, Ontario, N1H 3A1, Canada",43.5389241,-80.2522504,,ca,place,house,Guelph
9bc9027c190fd73be77c63729ec92a,ON_Guelph_healthcare_facilities.csv,Guelph ?�� 160 Chancellors Way,Ambulatory health care services,,Guelph ?�� 160 Chancellors Way,,,,160,Chancellors Way,160 Chancellors Way,Guelph,ON,N1G0E1,Guelph,,,,1-800-265-7293,,,"Guelph ?�� 160 Chancellors Way, Guelph, ON, Canada","Guelph, ON, Canada","160 Chancellors Way, Guelph, ON, Canada","Wellington Dufferin Guelph Public Health, 160, Chancellors Way, Research Park North, Guelph, Southwestern Ontario, Ontario, N1G 5K1, Canada","Wellington Dufferin Guelph Public Health, 160, Chancellors Way, Research Park North, Guelph, Southwestern Ontario, Ontario, N1G 5K1, Canada",43.5249276,-80.2337527,,ca,building,commercial,Guelph
64258e955245589798a344109aa112,ON_Guelph_healthcare_facilities.csv,Guelph ?�� Shelldale Centre,Ambulatory health care services,,Guelph ?�� Shelldale Centre,,,,20,Shelldale Crescent,20 Shelldale Crescent,Guelph,ON,N1H1C8,Guelph,,,,1-800-265-7293,,,"Guelph ?�� Shelldale Centre, Guelph, ON, Canada","Guelph, ON, Canada","20 Shelldale Crescent, Guelph, ON, Canada","20, Shelldale Crescent, Guelph, Southwestern Ontario, Ontario, N1H 1W4, Canada","20, Shelldale Crescent, Guelph, Southwestern Ontario, Ontario, N1H 1W4, Canada",43.5465451,-80.2755098,,ca,place,house,Guelph
c91ba5ef0bf246ce8481bfa7786485,ON_Guelph_healthcare_facilities.csv,Arkell Walk-in Clinic,Ambulatory health care services,,Arkell Walk-in Clinic,,,,403,Arkell Road,403 Arkell Road,Guelph,ON,N1L1E5,Guelph,,,,519-822-7841,,,"Arkell Walk-in Clinic, Guelph, ON, Canada","Guelph, ON, Canada","403 Arkell Road, Guelph, ON, Canada","Arkell Road, Hamilton Corner, Guelph, Southwestern Ontario, Ontario, N1L 0M5, Canada","Arkell Road, Hamilton Corner, Guelph, Southwestern Ontario, Ontario, N1L 0M5, Canada",43.514143,-80.1988793,,ca,highway,secondary,Guelph
7cccc4195d8813f54040906c2b41ee,ON_Guelph_healthcare_facilities.csv,Dawson Road Family Medical Clinic - After Hours,Ambulatory health care services,,Dawson Road Family Medical Clinic - After Hours,,,,83,Dawson Road,83 Dawson Road,Guelph,ON,N1H1B1,Guelph,,,,519-766-1360,,,"Dawson Road Family Medical Clinic - After Hours, Guelph, ON, Canada","Guelph, ON, Canada","83 Dawson Road, Guelph, ON, Canada","Dawson Road Family Medical Clinic, 83, Dawson Road, Guelph, Southwestern Ontario, Ontario, N1H 1B1, Canada","Dawson Road Family Medical Clinic, 83, Dawson Road, Guelph, Southwestern Ontario, Ontario, N1H 1B1, Canada",43.5502141,-80.2767469,,ca,amenity,doctors,Guelph
2e4bb65f88a7c440f1a1a79707cce4,ON_Guelph_healthcare_facilities.csv,Guelph Family Health Team,Ambulatory health care services,,Guelph Family Health Team,,,,55,Wyndham Street North,55 Wyndham Street North,Guelph,ON,N1H7T8,Guelph,,,,519-837-4444,,,"Guelph Family Health Team, Guelph, ON, Canada","Guelph, ON, Canada","55 Wyndham Street North, Guelph, ON, Canada","Old Quebec Street, 55, Wyndham Street North, Downtown Guelph, Guelph, Southwestern Ontario, Ontario, N1H 7T8, Canada","Old Quebec Street, 55, Wyndham Street North, Downtown Guelph, Guelph, Southwestern Ontario, Ontario, N1H 7T8, Canada",43.5462239,-80.24759279321665,,ca,shop,mall,Guelph
11834cc82f1a1b3cf4c1b8485d5b02,ON_Guelph_healthcare_facilities.csv,Guelph Walk-in Medical Clinic,Ambulatory health care services,,Guelph Walk-in Medical Clinic,,,,1499,Gordon Street,1499 Gordon Street,Guelph,ON,N1L1C9,Guelph,,,,519-265-6400,,,"Guelph Walk-in Medical Clinic, Guelph, ON, Canada","Guelph, ON, Canada","1499 Gordon Street, Guelph, ON, Canada","1499, Gordon Street, Hamilton Corner, Guelph, Southwestern Ontario, Ontario, N1L 1C9, Canada","1499, Gordon Street, Hamilton Corner, Guelph, Southwestern Ontario, Ontario, N1L 1C9, Canada",43.50926641126241,-80.19596695098217,,ca,place,house,Guelph
