,SV_TAXONOMY,TAXONOMY_NAME,RG_REFERENCE,RG_NAME,SV_REFERENCE,SV_NAME,SV_DESCRIPTION,SL_REFERENCE,LC_REFERENCE,PHONE_NUMBER,WEBSITE,EMAIL_ADDRESS,WHEELCHAIR_ACCESSIBLE,LANGUAGE,HOURS,STREET_NUMBER,STREET_NAME,STREET_TYPE,STREET_DIRECTION,CITY,PROVINCE,POSTAL_CODE,LATITUDE,LONGITUDE,811_LINK
14,LN-8500,Urgent Care Centres,17648936,Vancouver Coastal Health,17650408,Northeast Vancouver Urgent and Primary Care Centre,"Provides team-based care for non-emergency health concerns to individuals in Vancouver. Offers same-day care for concerns such as minor injuries, sprains and strains, infections, less serious child illness and injury, high fever, asthma attacks, and cuts, wounds or skin conditions. For COVID-19 testing information, visit the BC Centre for Disease Control (BCCDC) testing page to find a collection centre near you.",71517897,17649651,,http://www.vch.ca/Locations-Services/result?res_id=1485,,Y,,Mon 08:00 - 22:00; Tue 08:00 - 22:00; Wed 08:00 - 22:00; Thu 08:00 - 22:00; Fri 08:00 - 22:00; Sat 08:00 - 22:00; Sun 09:00 - 17:00; Open all statutory holidays; no appointment necessary. Last patient accepted approximately 1 hour before closing.,,,,,,,,49.280951,-123.047377,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17650408&SiteResourceAgencyNum=17649651
15,LN-8500,Urgent Care Centres,17648936,Vancouver Coastal Health,17650571,Richmond Urgent and Primary Care Centre,"Provides team-based care for non-emergency health concerns to individuals in Richmond. Offers same-day care for concerns such as minor injuries, sprains and strains, infections, less serious child illness and injury, high fever, asthma attacks, and cuts, wounds or skin conditions. For COVID-19 testing information, visit the BC Centre for Disease Control (BCCDC) testing page to find a collection centre near you.",72030940,50704653,,http://www.vch.ca/Locations-Services/result?res_id=1488,,Y,,"Mon 17:00 - 22:00; Tue 17:00 - 22:00; Wed 17:00 - 22:00; Thu 17:00 - 22:00; Fri 17:00 - 22:00; Sat 08:00 - 22:00; Sun 09:00 - 17:00; Open statutory holidays, 09:00 - 17:00. Last patient accepted approximately 1 hour before closing.",,,,,,,,49.174679,-123.14441,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17650571&SiteResourceAgencyNum=50704653
16,LN-8500,Urgent Care Centres,17648936,Vancouver Coastal Health,59617920,City Centre Urgent and Primary Care Centre,"Provides team-based care for non-emergency health concerns to individuals in Vancouver. Laboratory and x-ray services available onsite. Offers same-day care for concerns such as minor injuries, sprains and strains, infections, less serious child illness and injury, high fever, asthma attacks, and cuts, wounds or skin conditions. COVID-19 testing is available.",59617984,17649748,,http://www.vch.ca/Locations-Services/result?res_id=1438,,Y,,Mon 08:00 - 22:00; Tue 08:00 - 22:00; Wed 08:00 - 22:00; Thu 08:00 - 22:00; Fri 08:00 - 22:00; Sat 08:00 - 22:00; Sun 09:00 - 17:00; Open all statutory holidays; no appointment necessary. Last patient accepted approximately 1 hour before closing.,,,,,,,,49.277443,-123.129418,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=59617920&SiteResourceAgencyNum=17649748
17,LN-8500,Urgent Care Centres,17648936,Vancouver Coastal Health,65142698,North Vancouver Urgent and Primary Care Centre,"Provides team-based care for non-emergency health concerns to individuals on the North Shore. X-ray services are available onsite. Offers same-day care for concerns such as minor injuries, sprains and strains, infections, less serious child illness and injury, high fever, asthma attacks, and cuts, wounds or skin conditions. COVID-19 testing is available by appointment only; call to book, no walk-in accepted.",65142712,29928201,,http://www.vch.ca/Locations-Services/result?res_id=1460,,Y,,Mon 08:00 - 22:00; Tue 08:00 - 22:00; Wed 08:00 - 22:00; Thu 08:00 - 22:00; Fri 08:00 - 22:00; Sat 08:00 - 22:00; Sun 09:00 - 17:00; Open all statutory holidays; no appointment necessary. Last patient accepted approximately 1 hour before closing.,,,,,,,,49.312388,-123.08366,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=65142698&SiteResourceAgencyNum=29928201
18,LN-8500,Urgent Care Centres,17650682,Island Health,17650753,Nanaimo Urgent and Primary Care Centre,"Provides team-based care for non-emergency health concerns to individuals in Nanaimo. Offers same-day care for concerns such as minor injuries, sprains and strains, less serious child illness and injury, infections, and cuts, wounds or skin conditions. Patients with COVID-19 symptoms should call before going to the clinic. For COVID-19 testing information, visit the BC Centre for Disease Control (BCCDC) testing page to find a collection centre near you.",64262730,17652079,,https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/medical-arts-urgent-and-primary-care-centre,,Y,,"Mon 08:00 - 21:00; Tue 08:00 - 21:00; Wed 08:00 - 21:00; Thu 08:00 - 21:00; Fri 08:00 - 21:00; Sat 09:00 - 18:00; Sun 09:00 - 18:00; Open all statutory holidays, 09:00 - 18:00; closed Christmas Day. Mental health and substance use walk-in services available Mon - Fri, 15:00 - 21:00.",,,,,,,,49.163718,-123.933743,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17650753&SiteResourceAgencyNum=17652079
19,LN-8500,Urgent Care Centres,17650682,Island Health,17651468,North Quadra Urgent and Primary Care Centre,"The clinic is temporarily closed due to flooding. Phone line is available; callers will be provided with general information and redirected to other care options. Provides team-based care for non-emergency health concerns to individuals in Victoria. Offers same-day care for concerns such as minor injuries, sprains and strains, less serious child illness and injury, infections, and cuts, wounds or skin conditions. Patients with COVID-19 symptoms should call before going to the clinic. For COVID-19 testing information, visit the BC Centre for Disease Control (BCCDC) testing page to find a collection centre near you.",70764614,70764498,,https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/north-quadra-urgent-and-primary-care-centre,,Y,,"Mon 08:00 - 20:00; Tue 08:00 - 20:00; Wed 08:00 - 20:00; Thu 08:00 - 20:00; Fri 08:00 - 20:00; Sat 08:00 - 20:00; Sun 08:00 - 20:00; Open all statutory holidays, 08:00 - 20:00",,,,,,,,48.487486,-123.383149,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651468&SiteResourceAgencyNum=70764498
20,LN-8500,Urgent Care Centres,17650682,Island Health,17651823,James Bay Urgent and Primary Care Centre,"Provides team-based care for non-emergency health concerns to individuals in Victoria. Offers same-day care for concerns such as minor injuries, sprains and strains, less serious child illness and injury, infections, and cuts, wounds or skin conditions.� For COVID-19 testing information, visit the BC Centre for Disease Control (BCCDC) testing page to find a collection centre near you. Please note the following: Appointment required. Call the clinic to book a same-day urgent care visit. Phone lines open at 8:30am each day. � Blood testing, x-rays or other diagnostic tests are not offered at this location.� � Patients with no telephone access can visit the clinic in-person and will be added to the registration queue if appointments are available. While the UPCC will have some capacity to accommodate patients who present in person for same day appointments, it is strongly recommend that patients, when possible, register by telephone for same-day urgent care appointments.",67934402,17651389,,https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/james-bay-urgent-and-primary-care-centre,,Y,,Mon 08:00 - 20:00; Tue 08:00 - 20:00; Wed 08:00 - 20:00; Thu 08:00 - 20:00; Fri 08:00 - 20:00; Sat 08:00 - 20:00; Sun 08:00 - 20:00; Open all statutory holidays,,,,,,,,48.417044,-123.370756,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651823&SiteResourceAgencyNum=17651389
21,LN-8500,Urgent Care Centres,17650682,Island Health,17651930,Westshore Urgent and Primary Care Centre,"Provides team-based care for non-emergency health concerns to individuals in Victoria. Offers same-day care for concerns such as minor injuries, sprains and strains, less serious child illness and injury, infections, and cuts, wounds or skin conditions. Patients with COVID-19 symptoms should call before going to the clinic. For COVID-19 testing information, visit the BC Centre for Disease Control (BCCDC) testing page to find a collection centre near you.",59617679,59617601,,https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/westshore-urgent-primary-care-centre,,Y,,Mon 08:00 - 20:00; Tue 08:00 - 20:00; Wed 08:00 - 20:00; Thu 08:00 - 20:00; Fri 08:00 - 20:00; Sat 08:00 - 20:00; Sun 08:00 - 20:00; Open all statutory holidays; no appointment necessary,,,,,,,,48.446828,-123.487135,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651930&SiteResourceAgencyNum=59617601
22,LN-8500,Urgent Care Centres,17650682,Island Health,17651953,Esquimalt Urgent and Primary Care Centre,"Temporary Clinic: note that there are no doctors or nurse practitioners currently at this clinic. Appointment is required; no walk-in accepted. Provides a set of limited services provided by a registered nurse, certified practice nurse or a mental health and substance use consultant. Nursing services include treatment of minor acute illness such as suspected infections, wounds or skin conditions. Other areas of support include mild pain management, reproductive health, and patients with mild to moderate mental health and substance use needs. For COVID-19 testing information, visit the BC Centre for Disease Control (BCCDC) testing page to find a collection centre near you.",73325403,17650694,,https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/esquimalt-urgent-primary-care-centre,,Y,,Mon 08:30 - 15:30; Tue 08:30 - 15:30; Wed 08:30 - 15:30; Thu 08:30 - 15:30; Fri 08:30 - 15:30;,,,,,,,,48.429165,-123.412896,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651953&SiteResourceAgencyNum=17650694
23,LN-8500,Urgent Care Centres,17650682,Island Health,73793354,Downtown Victoria Urgent and Primary Care Centre,"Provides team-based care for non-emergency health concerns to residents of Downtown Victoria, Oaklands and Fernwood. Offers same-day care for concerns such as minor injuries, sprains and strains, less serious child illness and injury, infections, and cuts, wounds or skin conditions. It's recommended to call in the morning for a same-day appointment. Phone lines open at 08:30 each morning. Patients with COVID-19 symptoms should call before going to the clinic. For COVID-19 testing information, visit the BC Centre for Disease Control (BCCDC) testing page to find a collection centre near you.",73793360,73793350,,https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/downtown-victoria-urgent-and-primary-care-centre,,Y,,"Mon 08:30 - 20:00; Tue 08:30 - 20:00; Wed 08:30 - 20:00; Thu 08:30 - 20:00; Fri 08:30 - 20:00; Sat 08:30 - 20:00; Sun 08:30 - 20:00; Call to schedule a same-day appointment, first-come, first serve. Last appointment at 19:30. Open all statutory holidays. Phone lines and doors close at 19:30.",,,,,,,,48.426587,-123.352819,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=73793354&SiteResourceAgencyNum=73793350
24,LN-8500,Urgent Care Centres,17652139,Northern Health,59618009,Prince George Urgent and Primary Care Centre,"Provides team-based care for non-emergency health concerns to individuals in Prince George. Offers same-day care for concerns such as minor injuries, sprains and strains, infections, less serious child illness and injury, high fever, asthma attacks, and cuts, wounds or skin conditions. For COVID-19 testing information, visit the BC Centre for Disease Control (BCCDC) testing page to find a collection centre near you.",64062904,17652907,,https://www.northernhealth.ca/locations/medical-clinics/prince-george-urgent-and-primary-care-centre,,Y,,Mon 13:00 - 21:00; Tue 13:00 - 21:00; Wed 13:00 - 21:00; Thu 13:00 - 21:00; Fri 13:00 - 21:00; Sat 09:00 - 19:00; Sun 10:00 - 19:00; Open statutory holidays 10:00 - 19:00; closed Christmas Day.,,,,,,,,53.910442,-122.760717,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=59618009&SiteResourceAgencyNum=17652907
25,LN-8500,Urgent Care Centres,17652139,Northern Health,64262699,Quesnel Urgent and Primary Care Centre,"Provides team-based care for non-emergency health concerns to individuals in Quesnel. Offers same-day care for concerns such as minor injuries, sprains and strains, infections, less serious child illness and injury, high fever, asthma attacks, and cuts, wounds or skin conditions. For COVID-19 testing information, visit the BC Centre for Disease Control (BCCDC) testing page to find a collection centre near you.",64262706,17652141,,https://www.northernhealth.ca/locations/medical-clinics/quesnel-urgent-and-primary-care-centre,,Y,,"Mon 12:00 - 20:00; Tue 12:00 - 20:00; Wed 12:00 - 20:00; Thu 12:00 - 20:00; Fri 12:00 - 20:00; Sat 10:00 - 14:00; Sun 10:00 - 14:00; Appointment required. Open all statutory holidays, 10:00 - 14:00",,,,,,,,52.981739,-122.498817,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=64262699&SiteResourceAgencyNum=17652141
